cluster_id	status	n	member_ids	claim
NEWDEL-07	new	1	K0463	run_worker's while True has no cancellation or shutdown handling, so a CancelledError raised during gather or sleep escapes with already-claimed rows left in_flight.
NEWDEL-08	new	1	K0515	deliver opens its own session and re-fetches the endpoint by primary key for every delivery, so a batch of 100 issues 100 single-row lookups for what is typically a handful of distinct endpoints.
NEWDEL-09	new	1	K0567	send_once sets the Content-Type header by hand while also passing json=, which httpx already sets, so the manual header is redundant.
NEWSCH-01	new	1	K0141	WebhookDelivery.to_dict returns next_attempt_at but omits created_at and updated_at, so a caller has no timestamp for when an attempt actually happened.
NEWSCH-03	new	1	K0173	migration 0042 combines the two CREATE TABLE statements with an ALTER TABLE on the existing organizations table, so a lock wait or failure on that hot table rolls back the whole feature's schema.
NEWSCH-04	new	1	K0261	WebhookDelivery.to_dict omits endpoint_id, so a serialized delivery does not identify the endpoint it belongs to.
NEWSET-04	new	1	K0408	"EndpointIn declares no model_config with extra=""forbid"", so unknown fields in the registration body are accepted and silently ignored."
NEWSIG-01	new	1	K0086	serialize calls json.dumps pinning only sort_keys, leaving ensure_ascii and separators at the running Python's defaults, so the canonical signed form is not fully specified by the code.
NEWSIG-02	new	1	K0736	serialize, the helper that determines the signed byte string, has no test of its own and is exercised only indirectly through sign, so its determinism contract is asserted nowhere.
NEWTD-03	new	1	K0053	test_backoff_grows_exponentially hardcodes its expected delays as literals instead of deriving them from BASE_DELAY_SECONDS.
NEWTD-04	new	1	K0373	the two coroutine tests are marked @pytest.mark.asyncio while the change adds neither a pytest-asyncio dependency nor an asyncio_mode configuration, so they may never actually run.
SETTINGS-01	existing	55	K0001,K0034,K0061,K0090,K0120,K0147,K0174,K0207,K0239,K0268,K0292,K0323,K0354,K0383,K0413,K0438,K0466,K0489,K0522,K0546,K0573,K0599,K0625,K0650,K0680,K0712,K0737,K0773,K0798,K0820,K0847,K0876,K0897,K0934,K0955,K0029,X0004,X0030,X0055,X0080,X0106,X0132,X0166,X0197,X0224,X0250,X0272,X0295,X0327,X0350,X0377,X0407,X0432,X0464,X0490	list_deliveries filters only on the endpoint_id taken from the path and never checks that the endpoint belongs to the caller's organization, so any authenticated user can read another organization's delivery rows.
SETTINGS-03	existing	55	K0007,K0041,K0062,K0095,K0121,K0152,K0191,K0208,K0240,K0274,K0300,K0333,K0355,K0385,K0415,K0440,K0467,K0494,K0524,K0548,K0574,K0611,K0627,K0651,K0686,K0718,K0746,K0777,K0799,K0829,K0852,K0879,K0902,K0922,K0939,K0961,K0171,X0006,X0059,X0081,X0108,X0141,X0167,X0203,X0226,X0251,X0283,X0301,X0328,X0359,X0381,X0406,X0440,X0465,X0491	"create_webhook_endpoint validates the URL with parsed.scheme.startswith(""http""), which accepts plaintext http:// and any scheme merely beginning with those characters such as httpfoo://, contradicting the documented https-only rule."
DELIVERY-01	existing	54	K0010,K0038,K0066,K0093,K0124,K0151,K0183,K0211,K0244,K0271,K0302,K0331,K0359,K0389,K0418,K0444,K0473,K0498,K0527,K0549,K0577,K0603,K0631,K0654,K0685,K0716,K0745,K0776,K0803,K0831,K0853,K0880,K0906,K0938,K0960,X0009,X0032,X0061,X0084,X0112,X0142,X0170,X0202,X0229,X0255,X0279,X0304,X0331,X0358,X0385,X0410,X0441,X0468,X0494	deliver backs off with the blocking time.sleep(delay) inside an async coroutine, stalling the event loop and every other gathered delivery for the duration.
MIGRATION-01	existing	54	K0009,K0036,K0063,K0092,K0123,K0150,K0181,K0210,K0242,K0270,K0297,K0329,K0357,K0387,K0416,K0442,K0471,K0496,K0526,K0545,K0576,K0602,K0629,K0653,K0682,K0715,K0743,K0774,K0801,K0828,K0850,K0877,K0904,K0936,K0959,X0008,X0035,X0058,X0083,X0110,X0139,X0169,X0199,X0228,X0252,X0278,X0303,X0330,X0356,X0383,X0409,X0439,X0467,X0493	CREATE UNIQUE INDEX idx_webhook_deliveries_event on webhook_deliveries (event_id) permits only one delivery row per event, so fan-out to a second endpoint violates the index and the whole enqueue fails.
MIGRATION-02	existing	54	K0008,K0035,K0064,K0091,K0122,K0149,K0182,K0209,K0241,K0269,K0296,K0330,K0356,K0386,K0417,K0441,K0470,K0495,K0525,K0544,K0575,K0601,K0628,K0652,K0681,K0714,K0742,K0775,K0800,K0827,K0849,K0878,K0903,K0935,K0958,X0007,X0034,X0057,X0082,X0109,X0138,X0168,X0200,X0227,X0253,X0277,X0302,X0329,X0357,X0382,X0408,X0438,X0466,X0492	_finish writes the status failed_permanent, which the migration's CHECK constraint ('pending','in_flight','delivered','failed') does not allow, so a permanent failure cannot be recorded.
SIGNING-04	existing	54	K0004,K0031,K0058,K0096,K0119,K0145,K0178,K0206,K0236,K0266,K0295,K0327,K0353,K0381,K0412,K0469,K0492,K0519,K0542,K0570,K0597,K0624,K0648,K0678,K0709,K0740,K0770,K0795,K0822,K0851,K0873,K0900,K0932,K0957,K0263,X0002,X0028,X0051,X0077,X0104,X0135,X0162,X0195,X0220,X0248,X0276,X0298,X0325,X0353,X0379,X0404,X0435,X0461,X0488	verify compares digests with expected == signature instead of a constant-time comparison, so the comparison short-circuits on the first differing byte.
SIGNING-05	existing	54	K0003,K0032,K0059,K0088,K0116,K0144,K0177,K0205,K0237,K0267,K0294,K0328,K0352,K0380,K0411,K0439,K0464,K0493,K0518,K0543,K0571,K0598,K0623,K0645,K0677,K0708,K0739,K0771,K0796,K0821,K0848,K0874,K0901,K0931,K0956,X0003,X0027,X0050,X0078,X0105,X0134,X0161,X0196,X0221,X0249,X0274,X0297,X0324,X0354,X0380,X0403,X0434,X0462,X0487	new_signing_secret builds the secret from random.choice, which draws on the non-cryptographic Mersenne Twister PRNG rather than a CSPRNG.
DELIVERY-02	existing	53	K0011,K0037,K0065,K0094,K0130,K0154,K0184,K0212,K0243,K0272,K0298,K0338,K0358,K0388,K0419,K0443,K0472,K0497,K0530,K0550,K0578,K0608,K0630,K0659,K0687,K0717,K0744,K0802,K0830,K0855,K0882,K0905,K0937,K0962,X0010,X0033,X0060,X0085,X0111,X0143,X0171,X0201,X0230,X0254,X0282,X0306,X0332,X0360,X0384,X0411,X0454,X0471,X0495	_claim_batch returns ORM rows loaded inside with session_scope(), so later attribute reads in deliver and send_once touch detached, expired instances.
DELIVERY-04	existing	53	K0013,K0042,K0072,K0100,K0125,K0153,K0185,K0215,K0246,K0273,K0304,K0336,K0360,K0390,K0420,K0445,K0474,K0501,K0551,K0580,K0607,K0632,K0655,K0689,K0720,K0747,K0781,K0804,K0833,K0854,K0884,K0909,K0940,K0964,X0011,X0037,X0062,X0086,X0113,X0144,X0175,X0205,X0231,X0259,X0280,X0305,X0339,X0362,X0386,X0418,X0442,X0470,X0496	_acquire_lock reads LOCK_KEY and then sets it as separate operations, so two workers that both observe an empty key both acquire the lock.
MIGRATION-03	existing	53	K0019,K0070,K0110,K0135,K0159,K0199,K0222,K0251,K0285,K0308,K0341,K0362,K0397,K0425,K0457,K0484,K0505,K0536,K0557,K0586,K0613,K0640,K0663,K0693,K0723,K0759,K0786,K0817,K0837,K0861,K0887,K0917,K0942,K0969,X0020,X0045,X0064,X0093,X0125,X0150,X0183,X0216,X0245,X0264,X0290,X0315,X0345,X0366,X0393,X0427,X0450,X0479,X0503	the migration adds organizations.webhooks_enabled NOT NULL DEFAULT FALSE but no code in the change reads it, so the flag has no effect on endpoint creation or delivery.
MODELS-01	existing	53	K0002,K0033,K0060,K0089,K0117,K0148,K0179,K0218,K0238,K0279,K0299,K0324,K0363,K0384,K0414,K0450,K0465,K0490,K0523,K0547,K0572,K0604,K0626,K0649,K0679,K0713,K0738,K0772,K0797,K0826,K0875,K0913,K0933,K0966,X0005,X0029,X0054,X0107,X0133,X0165,X0198,X0225,X0257,X0273,X0296,X0326,X0355,X0388,X0414,X0433,X0463,X0489,X0079	WebhookEndpoint.to_dict includes signing_secret, so GET /v1/settings/webhook-endpoints returns every endpoint's signing secret rather than exposing it only in the creation response.
SIGNING-01	existing	53	K0030,K0056,K0087,K0175,K0204,K0235,K0293,K0325,K0351,K0379,K0410,K0437,K0468,K0491,K0622,K0683,K0741,K0794,K0898,K0930,K0954,K0006,K0115,K0143,K0264,K0520,K0540,K0569,K0595,K0646,K0711,K0768,K0824,K0846,K0871,X0052,X0136,X0163,X0193,X0223,X0299,X0351,X0436,X0001,X0026,X0075,X0103,X0247,X0275,X0322,X0378,X0460,X0486	sign HMACs json.dumps(payload, sort_keys=True) while the request is sent with client.post(json=...), so the signed bytes differ from the transmitted body and a receiver hashing the raw request body cannot reproduce the signature.
DELIVERY-13	existing	51	K0016,K0046,K0068,K0103,K0129,K0164,K0188,K0224,K0256,K0284,K0310,K0339,K0369,K0394,K0428,K0454,K0477,K0506,K0535,K0556,K0584,K0609,K0635,K0660,K0694,K0726,K0753,K0783,K0810,K0835,K0857,K0889,K0910,X0016,X0043,X0067,X0096,X0115,X0145,X0177,X0207,X0237,X0262,X0285,X0307,X0336,X0389,X0421,X0445,X0473,X0502	enqueue_for_event writes next_attempt_at=datetime.utcnow(), a naive value, while _claim_batch compares against the aware datetime.now(timezone.utc).
DELIVERY-09	existing	49	K0014,K0039,K0073,K0101,K0131,K0155,K0187,K0216,K0245,K0276,K0303,K0335,K0361,K0391,K0421,K0447,K0475,K0502,K0529,K0553,K0579,K0605,K0656,K0688,K0719,K0748,K0780,K0805,K0832,K0856,K0883,K0908,K0963,X0041,X0087,X0114,X0146,X0174,X0206,X0232,X0258,X0281,X0308,X0340,X0361,X0387,X0417,X0443,X0498	rows flipped to in_flight by _claim_batch are moved on only by _finish and nothing resets stale in_flight rows, so a crash or unhandled exception strands them outside the pending query permanently.
TESTS-02	existing	47	K0047,K0079,K0109,K0138,K0165,K0197,K0226,K0258,K0288,K0317,K0372,K0403,K0431,K0456,K0485,K0500,K0531,K0561,K0638,K0702,K0732,K0760,K0787,K0814,K0842,K0892,K0919,K0946,K0973,K0024,K0346,K0590,X0071,X0123,X0154,X0186,X0215,X0243,X0266,X0291,X0312,X0346,X0396,X0428,X0456,X0481,X0506	deliver, _finish, _claim_batch, _acquire_lock, enqueue_for_event and run_worker have no tests; only the pure helpers and send_once are exercised.
DELIVERY-20	existing	44	K0106,K0118,K0160,K0194,K0219,K0252,K0315,K0343,K0401,K0430,K0451,K0480,K0509,K0534,K0588,K0616,K0636,K0668,K0699,K0730,K0757,K0784,K0811,K0838,K0867,K0914,K0944,K0967,X0015,X0042,X0068,X0095,X0121,X0148,X0181,X0214,X0241,X0287,X0318,X0344,X0370,X0415,X0446,X0500	send_once logs the full header dict at INFO, writing the X-Acme-Signature and timestamp values into application logs on every attempt.
DISPATCH-01	existing	44	K0018,K0044,K0071,K0099,K0128,K0158,K0192,K0223,K0249,K0282,K0307,K0340,K0368,K0409,K0424,K0449,K0504,K0583,K0634,K0662,K0692,K0724,K0751,K0779,K0808,K0836,K0859,K0886,K0941,X0014,X0039,X0090,X0117,X0149,X0182,X0235,X0263,X0311,X0335,X0368,X0424,X0449,X0475,X0504	dispatch gates the webhook enqueue on the hardcoded three-entry WEBHOOK_EVENT_TYPES set, so an endpoint subscribed to any other type, or to all types via an empty event_types, receives nothing.
DELIVERY-14	existing	43	K0022,K0049,K0111,K0137,K0167,K0195,K0253,K0287,K0316,K0374,K0400,K0432,K0459,K0486,K0511,K0560,K0591,K0620,K0642,K0674,K0701,K0731,K0758,K0793,K0812,K0840,K0869,K0950,X0048,X0072,X0127,X0156,X0178,X0212,X0242,X0267,X0289,X0347,X0400,X0419,X0453,X0478,X0510	_finish assigns row.status immediately after session.get without a None check, raising AttributeError when the delivery row no longer exists.
DISPATCH-03	existing	43	K0017,K0043,K0075,K0098,K0127,K0157,K0186,K0213,K0283,K0306,K0332,K0366,K0392,K0423,K0478,K0510,K0528,K0582,K0614,K0633,K0691,K0750,K0778,K0807,K0834,K0860,K0885,K0945,X0013,X0038,X0063,X0089,X0116,X0140,X0184,X0236,X0256,X0309,X0369,X0412,X0451,X0474,X0505	the event row is committed when session_scope exits and enqueue_for_event then opens its own transaction, so a failure between the two leaves a persisted event with no delivery rows.
SETTINGS-04	existing	38	K0021,K0108,K0189,K0281,K0312,K0365,K0395,K0427,K0482,K0508,K0537,K0587,K0610,K0639,K0728,K0756,K0790,K0813,K0843,K0863,K0890,K0915,K0947,K0971,X0066,X0119,X0152,X0180,X0240,X0265,X0314,X0342,X0367,X0398,X0423,X0452,X0477,X0509	the limit parameter is declared Query(50, ge=1) with no upper bound, so one request can pull an unbounded number of delivery rows.
MIGRATION-04	existing	37	K0027,K0052,K0084,K0136,K0200,K0229,K0290,K0319,K0377,K0407,K0433,K0461,K0488,K0539,K0565,K0593,K0618,K0672,K0734,K0763,K0792,K0818,K0868,K0888,K0925,K0951,K0975,X0102,X0128,X0157,X0191,X0217,X0271,X0374,X0429,X0455,X0484	the only index available to the claim query is on status, while _claim_batch also filters on and orders by next_attempt_at, so the pending set is sorted on every poll.
SIGNING-02	existing	29	K0005,K0057,K0146,K0176,K0265,K0326,K0382,K0521,K0541,K0568,K0596,K0647,K0684,K0710,K0769,K0823,K0872,K0899,X0053,X0076,X0137,X0164,X0194,X0222,X0300,X0323,X0352,X0405,X0437	sign MACs only the serialised payload, so the X-Acme-Timestamp header is unauthenticated and a replayer can rewrite it without invalidating the signature.
TESTS-01	existing	26	K0012,K0048,K0067,K0097,K0139,K0275,K0334,K0402,K0499,K0562,K0589,K0615,K0637,K0703,K0815,K0864,K0891,K0972,X0036,X0056,X0153,X0173,X0204,X0333,X0395,X0469	test_send_once_posts_the_signed_payload captures both the request body and the signature header but asserts only the sha256= prefix, never verifying the signature against the captured body.
DELIVERY-11	existing	25	K0015,K0102,K0156,K0220,K0250,K0277,K0309,K0503,K0665,K0696,K0752,K0785,K0809,K0845,K0943,X0017,X0040,X0088,X0120,X0208,X0233,X0337,X0364,X0447,X0476	deliver treats every response outside 200-299 as retryable and re-POSTs it up to MAX_ATTEMPTS, so a 4xx is retried instead of being marked permanent immediately.
SIGNING-06	existing	21	K0112,K0170,K0202,K0230,K0260,K0291,K0321,K0350,K0405,K0619,K0704,K0819,K0923,K0977,X0159,X0192,X0219,X0269,X0319,X0483,X0511	SECRET_BYTES = 32 is used as a character count over a 62-symbol alphabet, so the constant's name misstates the entropy of the secret it produces.
DELIVERY-18	existing	19	K0023,K0105,K0196,K0305,K0516,K0581,K0690,K0721,K0749,K0782,K0841,X0012,X0155,X0268,X0288,X0316,X0394,X0444,X0497	batch is assigned only inside the try while if not batch is evaluated after the try/finally, so a failure in _claim_batch can reach the test with batch unbound.
MODELS-04	existing	18	K0028,K0113,K0140,K0348,K0378,K0435,K0513,K0644,K0705,K0735,K0866,K0929,X0101,X0131,X0246,X0320,X0375,X0402	the STATUSES tuple is referenced by no column, validator, or check, and lists failed_permanent where the migration's CHECK lists failed.
DELIVERY-17	existing	15	K0217,K0247,K0337,K0399,K0422,K0476,K0606,K0658,K0806,K0881,K0911,K0965,X0099,X0172,X0420	asyncio.gather is called without return_exceptions=True, so the first delivery to raise propagates out and its sibling coroutines are abandoned.
TESTS-10	existing	15	K0025,K0080,K0227,K0318,K0371,K0404,K0563,K0669,K0733,K0761,K0816,K0865,K0907,X0021,X0094	the tests substitute hand-rolled FakeEndpoint and FakeDelivery class-attribute stubs for the real ORM models, so detached-instance and missing-row behaviour is never exercised.
DELIVERY-21	existing	14	K0078,K0161,K0225,K0344,K0370,K0643,K0671,K0893,K0927,X0098,X0321,X0348,X0397,X0431	_finish stores the remote response.text in response_body with no truncation or size bound, so a receiver controls how much content is persisted per attempt.
SETTINGS-05	existing	13	K0483,K0533,K0559,K0612,K0676,K0766,K0916,X0022,X0190,X0211,X0292,X0343,X0391	event_types is persisted as an unconstrained list[str] with no membership check against the event types the system emits, so a misspelled or unknown name is accepted and silently never matches.
DELIVERY-12	existing	12	K0169,K0228,K0398,K0455,K0585,K0666,K0082,K0621,K0706,X0234,X0338,X0448	backoff_for returns exactly BASE_DELAY_SECONDS ** attempt seconds with no randomisation, so there is no jitter and deliveries failing together retry at the same instants.
DELIVERY-30	existing	11	K0126,K0278,K0301,K0393,K0667,K0825,X0069,X0122,X0341,X0365,X0425	the POSTed body is the bare event payload with no event_id or event_type in the body or headers, so a receiver has no id to deduplicate on.
DISPATCH-02	existing	11	K0248,K0448,K0555,K0661,K0722,K0912,K0974,X0209,X0284,X0334,X0392	the except Exception around enqueue_for_event logs a warning and lets dispatch return the event id as success, so a failed enqueue drops the webhook with no retry or failure signal.
TESTS-03	existing	10	K0166,K0198,K0214,K0762,K0788,K0920,X0124,X0313,X0372,X0413	test_verify_accepts_signature_produced_by_sign is tautological because verify calls sign internally, so the assertion holds for any implementation and pins nothing about the on-the-wire format.
MODELS-03	existing	9	K0069,K0695,K0754,K0948,K0968,X0286,X0317,X0371,X0507	models.py declares created_at, updated_at and next_attempt_at as DateTime(timezone=True) while migration 0042 creates them as TIMESTAMP without time zone, so offsets are dropped on write.
TESTS-05	existing	8	K0349,K0375,K0406,K0895,K0924,K0952,X0270,X0376	test_max_attempts_matches_documented_limit asserts MAX_ATTEMPTS == 5 against a literal and exercises no retry code, so it cannot fail for a behavioural reason.
DELIVERY-10	existing	7	K0259,K0657,X0073,X0129,X0176,X0261,X0416	retry state is held in the local attempt counter and attempts/next_attempt_at are written only by the terminal _finish, so progress is lost across restarts and the next_attempt_at schedule is never used.
SETTINGS-06	existing	7	K0076,K0163,K0233,K0453,K0698,X0092,X0422	EndpointIn.url is a bare str with no length or format constraint, so an arbitrarily long string is accepted, stored, and later used as a request target.
SETTINGS-09	existing	6	K0314,K0594,K0707,K0765,K0870,X0023	the change adds only create and read routes, so an endpoint cannot be deactivated, deleted, or have its signing secret rotated through the API.
DELIVERY-25	existing	5	K0055,K0232,K0255,K0458,X0401	enqueue_for_event, _claim_batch and _finish perform blocking synchronous SQLAlchemy work while called from coroutines, so every database round trip stalls the event loop.
SETTINGS-02	existing	4	K0040,K0180,K0600,X0031	create_webhook_endpoint performs no host validation, so a caller can register a loopback, link-local, or internal address that the delivery worker will then POST to from inside the network.
SETTINGS-07	existing	3	K0918,X0349,X0457	nothing caps how many endpoints one organization can register, so a caller can multiply the per-event fan-out and delivery rows without limit.
TESTS-08	existing	3	K0081,K0670,X0187	test_new_signing_secret_has_prefix_and_length asserts only the prefix and length, which a predictable or constant generator satisfies exactly as well as a CSPRNG.
DELIVERY-08	existing	2	K0286,K0446	_claim_batch selects pending rows with no FOR UPDATE SKIP LOCKED and no conditional update, so concurrent claimers can select and deliver the same rows.
DELIVERY-06	existing	1	K0552	run_worker's finally calls redis_client.delete(LOCK_KEY) with no ownership or fencing check, so a worker that overran the TTL deletes a lock another worker holds.
DELIVERY-16	existing	1	X0363	deliver catches only httpx.HTTPError, so any other exception — including httpx.InvalidURL, a serialisation TypeError, or a database error from _finish — escapes the retry loop with the row left in_flight.
MIGRATION-05	existing	1	K0114	no index supports list_deliveries, which filters on endpoint_id and orders by created_at DESC with neither column indexed.
MIGRATION-07	existing	1	K0896	there is no unique constraint on (org_id, url), so the same URL can be registered repeatedly for one organization and every event is delivered to it more than once.
MIGRATION-08	existing	1	X0459	the migration contains only forward DDL with no down or rollback section, so the two new tables and the organizations column cannot be reverted by the migration tool.
MODELS-07	existing	1	K0462	WebhookDelivery.event_type is declared String(100) in the model while the migration creates the column as unbounded TEXT.
SETTINGS-08	existing	1	X0218	list_webhook_endpoints calls .all() with no limit, offset, or pagination, so the response size grows with the number of endpoints in the org.
