id	arm	review	part	batch	severity	file	title	what_is_wrong
K0017	N	1	a	1	Major	`app/events/dispatcher.py` — the `try/except Exception` around `webhook_delivery.enqueue_for_event`	the dispatcher swallows enqueue failures and enqueues outside the event's transaction	The enqueue runs after the event's `session_scope` has already committed, in its own transaction, and every failure is downgraded to `log.warning` — so a failed enqueue leaves a committed event with no delivery rows and no retry (R9: fire-and-forget dispatch outside the transaction boundary; R36: a broad catch standing in for a fix).
K0018	N	1	a	1	Major	"`app/events/dispatcher.py` — `WEBHOOK_EVENT_TYPES`; `docs/webhooks.md` — ""An empty `event_types` subscribes the endpoint to every event type we emit"""	"`WEBHOOK_EVENT_TYPES` is a hardcoded three-element allowlist that contradicts the documented ""every event type"""	The dispatcher enqueues only for three literal event types, so an endpoint with `event_types: []` receives those three and nothing else, and an endpoint that explicitly subscribes to any other type receives nothing at all — the member set was anchored on a supplied list rather than derived from the events the system actually emits (R42), and neither the API nor `enqueue_for_event` validates a requested type against it.
K0019	N	1	a	1	Major	`migrations/0042_webhook_delivery.sql` — `ALTER TABLE organizations ADD COLUMN webhooks_enabled BOOLEAN NOT NULL DEFAULT FALSE`	`webhooks_enabled` is added to `organizations` and never read	The column declares a per-organization capability gate, but no code in the diff reads it — `create_webhook_endpoint` accepts registrations and `enqueue_for_event` fans out regardless (R41: a declared capability with no backing path).
K0020	N	1	a	1	Major	`app/api/routes/settings.py` — `create_webhook_endpoint`, `list_webhook_endpoints`, `list_deliveries`	the three new routes have no rate limiting	None of the new endpoints carries a rate-limit dependency (RS2), and the create route is the more expensive of the two because each call performs a DNS resolution once the SSRF fix lands and mints a secret.
K0021	N	1	a	1	Major	`app/api/routes/settings.py` — `list_deliveries`, `limit: int = Query(50, ge=1)`	`limit` on the deliveries route has a floor but no ceiling	`ge=1` bounds only the lower end, so `?limit=100000000` is accepted and passed straight to `.limit()` (RS3: the parameter is only half-validated at the schema layer).
K0022	N	1	a	1	Major	"`app/webhooks/delivery.py` — `_finish`, `row = session.get(...)` then `row.status = status`; and `_finish(delivery.id, ""delivered"", attempt, response.status_code, response.text)`"	`_finish` dereferences a possibly-`None` row and stores the response body unbounded	`session.get` returns `None` for a deleted row and the next line dereferences it unguarded, and the `detail` written into `response_body` is the receiver's entire untruncated response text.
K0023	N	1	a	1	Major	`app/webhooks/delivery.py` — `run_worker`, the `try/finally` block and `if not batch:`	`run_worker` can reference an unbound `batch`, and `gather` abandons siblings on the first exception	`batch` is assigned inside the `try`, but `if not batch` is evaluated after the `finally`, so an exception in `_claim_batch` raises `NameError` (masking the real error) — and `asyncio.gather` without `return_exceptions=True` propagates the first failure while the sibling coroutines are left unawaited.
K0024	N	1	a	1	Major	`app/webhooks/delivery.py` — `enqueue_for_event`, `deliver`, `run_worker`, `_acquire_lock`, `_claim_batch`, `_finish`; `app/webhooks/models.py` — both `to_dict` methods; `app/api/routes/settings.py` —	new production exports ship with no test coverage	`tests/webhooks/test_delivery.py` imports only `MAX_ATTEMPTS`, `backoff_for` and `send_once`, so of the twelve new callable surfaces exactly one is exercised (RT6); the untested set is precisely where the Critical findings above live — the detached-instance bug, the lock race, the CHECK-constraint violation and the tenancy hole are all in code no test calls.
K0025	N	1	a	1	Major	`tests/webhooks/test_delivery.py` — `FakeEndpoint`, `FakeDelivery`	test doubles diverge from the real boundary in exactly the property under test	Both doubles are plain classes with class-level attributes, so they have none of the properties of the SQLAlchemy models they stand in for — no session affinity, no lazy loading, no JSONB round-trip — which is why the detached-instance defect and the naive/aware timestamp defect are invisible to a green suite (RT1: the mock's shape matches while the behaviour under test does not).
K0026	N	1	a	1	Minor	`app/api/routes/settings.py` — `EndpointIn.event_types: list[str] = []`	`event_types` is stored without validation of its element type	The declaration bounds neither the list length nor the individual string length, so a tenant can store a multi-megabyte JSONB array that `enqueue_for_event` then scans (`event_type in endpoint.event_types`) on every dispatch.
K0027	N	1	a	1	Minor	`migrations/0042_webhook_delivery.sql` — `CREATE INDEX idx_webhook_deliveries_status`	the claim query has no supporting index	`_claim_batch` filters on `status` and `next_attempt_at` and sorts by `next_attempt_at`, but only `status` is indexed, and `webhook_endpoints.org_id` — the column both list routes filter on — has no index at all.
K0028	N	1	a	1	Minor	`app/webhooks/models.py` — `STATUSES`	`STATUSES` is declared and never used	The tuple is defined but referenced nowhere, so it neither constrains the `status` column nor is checked against the migration's CHECK list — which is how the `failed` / `failed_permanent` divergence survived.
K0029	N	1	a	1	Minor	"`docs/webhooks.md` — ""returns the most recent attempts for an endpoint belonging to your organization"""	the docs describe an endpoint-scoping guarantee the route does not implement	The sentence asserts the tenancy scoping that `list_deliveries` omits, so the prose is the only place the control exists (R49 — a claim stronger than the implementation).
K0030	N	1	b	1	Critical	`app/webhooks/signing.py` — `sign()` / `serialize()`, with `app/webhooks/delivery.py` — `send_once()`	the signature is computed over bytes that are never sent, so no customer can ever verify a delivery	"`sign()` HMACs `json.dumps(payload, sort_keys=True)` (sorted keys, `"", ""`/`"": ""` separators) while `send_once()` sends the body via `client.post(..., json=delivery.payload)`, which httpx serializes with insertion order and compact separators — two different byte strings — and the signed input omits the timestamp entirely, though `docs/webhooks.md` tells integrators the MAC covers `""{timestamp}.{raw_request_body}""`."
K0031	N	1	b	1	Critical	`app/webhooks/signing.py` — `verify()`, `return expected == signature`	signature comparison is not constant-time (RS1)	"the HMAC comparison uses Python's `==`, which short-circuits on the first differing byte, and the diff ships this as the reference verifier while `docs/webhooks.md` instructs customers to ""compare … using a constant-time comparison""."
K0032	N	1	b	1	Critical	`app/webhooks/signing.py` — `new_signing_secret()`	signing secrets are generated with the non-cryptographic `random` module	the secret is built from `random.choice(_ALPHABET)`, i.e. the Mersenne Twister PRNG seeded from process state, which is fully reconstructible from ~624 observed outputs and is never acceptable for key material.
K0033	N	1	b	1	Critical	"`app/webhooks/models.py` — `WebhookEndpoint.to_dict()`; `app/api/routes/settings.py` — `list_webhook_endpoints`; `app/webhooks/delivery.py` — `send_once()` `log.info(""POST %s headers=%s"", ...)`"	the signing secret is returned on every endpoint read and written to the application log	"`to_dict()` unconditionally includes `signing_secret`, so `GET /v1/settings/webhook-endpoints` hands the secret back on every call — directly contradicting `docs/webhooks.md` (""the response is the only place the signing secret appears — it cannot be read back afterwards"") — and `send_once` logs the full header dict including the computed `X-Acme-Signature` (RS4: live credential material in a committed/shipped artifact)."
K0034	N	1	b	1	Critical	`app/api/routes/settings.py` — `list_deliveries`	the deliveries endpoint is not scoped to the caller's organization (R3 — the tenancy predicate is applied at two of three new routes)	the query filters only on `WebhookDelivery.endpoint_id == endpoint_id` and never joins to `WebhookEndpoint` to check `org_id == user.org_id`, while the two sibling routes added in the same diff (`list_webhook_endpoints`, and `create_webhook_endpoint` which stamps `org_id=user.org_id`) do apply the tenancy predicate.
K0035	N	1	b	1	Critical	"`migrations/0042_webhook_delivery.sql` — `status TEXT NOT NULL CHECK (status IN ('pending','in_flight','delivered','failed'))` vs `app/webhooks/models.py` — `STATUSES = (..., ""failed_permanent"")` and "	the migration's status CHECK constraint does not contain the terminal status the code writes	the same enum is spelled in two places with different members (R2: constants duplicated, and here they are not even value-equal), so the exhausted-retry path writes a value the database rejects.
K0036	N	1	b	1	Critical	`migrations/0042_webhook_delivery.sql` — `CREATE UNIQUE INDEX idx_webhook_deliveries_event ON webhook_deliveries (event_id)`; producer `app/webhooks/delivery.py` — `enqueue_for_event`	the unique index on `event_id` makes any org with more than one endpoint undeliverable	`enqueue_for_event` inserts one row per matching endpoint for a single `event_id`, but the index permits only one row per `event_id` across the entire table.
K0037	N	1	b	1	Critical	`app/webhooks/delivery.py` — `_claim_batch()` (returns `rows` from inside `with session_scope()`), consumed by `run_worker` → `deliver()`	the worker mutates and reads ORM instances after their session has closed	"`_claim_batch` sets `row.status = ""in_flight""` and returns the ORM objects, but the `with session_scope()` block exits before the return value is used, so every later access — `delivery.attempts`, `delivery.id`, `delivery.payload` in `deliver`/`send_once` — touches a detached, expired-on-commit instance."
K0038	N	1	b	1	Critical	`app/webhooks/delivery.py` — `deliver()`, `time.sleep(delay)`	`time.sleep()` inside an async coroutine blocks the whole event loop	the retry backoff uses the blocking `time.sleep` inside an `async def` that `run_worker` schedules through `asyncio.gather`, so the sleeping coroutine freezes the event loop instead of yielding it.
K0039	N	1	b	1	Major	`app/webhooks/delivery.py` — `_claim_batch()` / `run_worker()`	`in_flight` is a non-terminal state with no timeout and no reset path (R38)	"rows are moved to `in_flight` before delivery, `_claim_batch` only ever selects `status == ""pending""`, and nothing anywhere returns an `in_flight` row to `pending`, so any worker crash, redeploy, or unhandled exception (all of the Critical findings above produce one) strands the row permanently."
K0040	N	1	b	1	Major	`app/api/routes/settings.py` — `create_webhook_endpoint`; `app/webhooks/delivery.py` — `httpx.AsyncClient(..., follow_redirects=True)`	outbound URLs are unrestricted and redirects are followed — server-side request forgery	"the only destination check is `scheme.startswith(""http"") and netloc`, so `http://127.0.0.1:6379/`, `http://169.254.169.254/latest/meta-data/`, and any RFC 1918 address are accepted; and even a legitimately-registered public host can 302 the worker to those targets because the client follows redirects."
K0041	N	1	b	1	Major	`app/api/routes/settings.py` — `EndpointIn`, `create_webhook_endpoint`, `list_deliveries`	boundary validation is superficial and contradicts the published contract (RS3)	"`parsed.scheme.startswith(""http"")` accepts `httpfoo://` and plain `http://` although `docs/webhooks.md` states ""Only `https://` URLs are accepted""; `event_types: list[str]` is accepted verbatim with no membership check against any known event set; `url` has no length bound; and `limit: int = Query(50, ge=1)` has no upper bound."
K0042	N	1	b	1	Major	`app/webhooks/delivery.py` — `_acquire_lock()` and the `finally: await redis_client.delete(LOCK_KEY)` in `run_worker`	"the Redis ""lock"" is not atomic and is released by whoever finishes, not by its owner"	`get` then `set` is a check-then-act race with no `NX`, the `set` and `expire` are two separate round-trips (a crash between them leaves a permanent lock), and the `finally` deletes the key unconditionally without checking the holder token, so a worker whose 60 s TTL already expired deletes the *next* worker's lock.
K0043	N	1	b	1	Major	`app/events/dispatcher.py` — `dispatch()`, the `try/except Exception: log.warning(...)` block	the webhook enqueue is fire-and-forget outside the event transaction, and its failures are swallowed (R9)	the `Event` row is committed by its own `session_scope`, then `enqueue_for_event` opens a *second* transaction, and any failure of that second transaction is caught by a bare `except Exception` and downgraded to a warning that returns `event_id` as if everything succeeded.
K0044	N	1	b	1	Major	`app/events/dispatcher.py` — `WEBHOOK_EVENT_TYPES`; `migrations/0042_webhook_delivery.sql` — `ALTER TABLE organizations ADD COLUMN webhooks_enabled BOOLEAN NOT NULL DEFAULT FALSE`; `docs/webhooks.md`	the deliverable event set is a hardcoded triple that contradicts the documented contract, and `webhooks_enabled` is declared but never read (R4 / R18 / R41)	"`docs/webhooks.md` promises that an empty `event_types` ""subscribes the endpoint to every event type we emit"", but `dispatch` only calls `enqueue_for_event` for three literal types, so every other emitted event is dropped before `enqueue_for_event`'s own per-endpoint filter is ever consulted; and the new `webhooks_enabled` column is read by no code in the diff, so the capability it declares has no backing path and the feature is in fact on for every org regardless of the flag (R41)."
K0045	N	1	b	1	Major	"`docs/webhooks.md` — ""Retries"", ""Registering an endpoint"", ""Verifying the signature"""	the documentation describes four behaviours the implementation does not have (R49 / R29)	"the doc states backoff is ""exponential with jitter"" (`backoff_for` has no jitter), that ""a 4xx is permanent and we stop immediately"" (`deliver` retries every non-2xx status equally), that only `https://` URLs are accepted (the handler accepts `http://`), and that the signing secret ""cannot be read back afterwards"" (`to_dict` returns it on every list) — four claims stronger than the code, in a document customers integrate against."
K0046	N	1	b	1	Major	`app/webhooks/delivery.py` — `enqueue_for_event` (`next_attempt_at=datetime.utcnow()`) vs `_claim_batch` (`datetime.now(timezone.utc)`); `migrations/0042_webhook_delivery.sql` — all five `TIMESTAMP` c	naive and aware datetimes are mixed, and the migration's columns are not `timestamptz`	`datetime.utcnow()` returns a naive value written into a column the ORM declares as timezone-aware while the DDL declares it without a zone, and it is later compared against an aware `datetime.now(timezone.utc)` in the claim query.
K0047	N	1	b	1	Major	`tests/webhooks/test_delivery.py` — imports only `MAX_ATTEMPTS`, `backoff_for`, `send_once`	the entire delivery pipeline ships without tests (RT6 / RT5)	the diff adds `enqueue_for_event`, `deliver`, `run_worker`, `_acquire_lock`, `_claim_batch`, `_finish`, three HTTP routes, and two models, and the test file exercises exactly one of them plus two pure functions — so the retry loop, the state machine, the distributed lock, and the tenancy predicate all ship unexercised, and per RT5 the constants test (`MAX_ATTEMPTS == 5`) asserts a number without ever driving the loop that consumes it.
K0048	N	1	b	1	Major	`tests/webhooks/test_delivery.py` — `FakeEndpoint`, `FakeDelivery`, `test_send_once_posts_the_signed_payload`	the delivery test's doubles and its signature assertion cannot detect the signature defect (RT1)	"the test asserts only that the header *starts with* `sha256=` and that the timestamp header `isdigit()` — it never recomputes the MAC over `captured[""body""]` — and the doubles are hand-rolled classes rather than the real `WebhookEndpoint`/`WebhookDelivery`, so no field of the real model is bound by the type system (RT1 (a)) and the assertion compares two outputs of the subject rather than an independently derived expected value (RT1 (c)/(d))."
K0049	N	1	b	1	Major	`app/webhooks/delivery.py` — `_finish()`, `row.response_body = detail` and `row.status = status` after `session.get(...)`	`_finish` dereferences a possibly-absent row and stores an unbounded response body	`session.get` returns `None` for a deleted delivery (its endpoint may have been cascade-deleted mid-flight) and the next line dereferences it, and `detail` is `response.text` verbatim with no size cap into a `TEXT` column that `list_deliveries` then returns to the caller.
K0050	N	1	b	1	Major	`app/api/routes/settings.py` — `create_webhook_endpoint`, `list_webhook_endpoints`, `list_deliveries`	the three new routes have no rate limiting (RS2)	none of the new endpoints carries a rate-limit dependency, and `create_webhook_endpoint` performs an unbounded write that also generates a secret on every call.
K0051	N	1	b	1	Major	`app/api/routes/settings.py` — `list_deliveries`, `.order_by(WebhookDelivery.created_at.desc()).limit(limit)`; `app/webhooks/delivery.py` — `_claim_batch`, `.order_by(next_attempt_at).limit(BATCH_SIZE	deliveries are ordered by a non-total key and paged with `limit` (R57)	both queries order by a wall-clock timestamp that ties freely — `enqueue_for_event` stamps every row of one fan-out with the same `next_attempt_at`, and `created_at` defaults to the same `_now()` for a batch — while taking a `LIMIT`, so the rows returned at the cut are undefined.
K0052	N	1	b	1	Minor	`migrations/0042_webhook_delivery.sql` — `CREATE INDEX idx_webhook_deliveries_status ON webhook_deliveries (status)`	the delivery index does not cover the claim query	`_claim_batch` filters on `status` *and* `next_attempt_at` and orders by `next_attempt_at`, but the index covers `status` alone, which is a low-cardinality column.
K0053	N	1	b	1	Minor	"`tests/webhooks/test_delivery.py` — `@pytest.mark.parametrize(""attempt,seconds"", [(1, 2), (2, 4), (3, 8), (4, 16)])`"	the backoff test hardcodes the schedule instead of deriving it from the constant (RT3)	the expected values are literals rather than derived from `BASE_DELAY_SECONDS`, and `test_max_attempts_matches_documented_limit` asserts `MAX_ATTEMPTS == 5` against another literal.
K0054	N	1	b	1	Minor	`app/webhooks/delivery.py` — `backoff_for()`, `BASE_DELAY_SECONDS**attempt`	`backoff_for(0)` returns 1 second and the first retry uses `attempt=1`	the function is defined over all integers but only 1..4 are meaningful; `backoff_for(0)` is 1 s and `backoff_for(5)` (reachable if `MAX_ATTEMPTS` is raised) is 32 s with no ceiling.
K0055	N	1	b	1	Minor	`app/webhooks/delivery.py` — `enqueue_for_event`	`enqueue_for_event` is declared `async` but performs only blocking synchronous DB work	the coroutine contains no `await`, so `dispatch`'s `await` yields nothing and the synchronous SQLAlchemy calls run on the event loop thread.
K0056	N	1	c	1	Critical	`app/webhooks/signing.py` — `sign()` / `serialize()`, with `app/webhooks/delivery.py::send_once`	the signature is computed over bytes that are not the bytes sent on the wire	"`sign()` HMACs `json.dumps(payload, sort_keys=True)` (sorted keys, `"", ""`/`"": ""` separators) while `send_once` transmits the body httpx produces from `json=delivery.payload` (insertion order, compact separators), so the signed string and the request body are different byte sequences for any payload whose keys are not already sorted — the diff's own fixture `{""id"": ""evt_1"", ""type"": ""invoice.paid"", ""amount_cents"": 4200}` signs `{""amount_cents"": 4200, ""id"": ...}` and sends `{""id"":""evt_1"",...}`."
K0057	N	1	c	1	Critical	`app/webhooks/signing.py` — `sign()` and `verify()`	the timestamp header is not covered by the signature, so the documented replay window is not enforceable	`sign()` returns a timestamp but HMACs only the payload, and `verify()` recomputes with a *fresh* `time.time()` that it then discards, so the timestamp is unauthenticated and unchecked — an attacker who captures one request can replay it forever with any timestamp value.
K0058	N	1	c	1	Critical	`app/webhooks/signing.py` — `verify()`, `return expected == signature`	signature comparison is not constant-time (RS1)	the shipped verifier compares an HMAC digest with Python's `==`, which short-circuits on the first differing byte.
K0059	N	1	c	1	Critical	`app/webhooks/signing.py` — `new_signing_secret()`, `random.choice(_ALPHABET)`	signing secrets are generated from a non-cryptographic PRNG	`random` is the Mersenne Twister, whose internal state is recoverable from observed output, so secrets are predictable rather than unguessable.
K0060	N	1	c	1	Critical	`app/webhooks/models.py` — `WebhookEndpoint.to_dict()`, consumed by `app/api/routes/settings.py::list_webhook_endpoints`	every endpoint list response returns the signing secret, contradicting the documented one-time disclosure	"`to_dict()` includes `signing_secret`, and `GET /v1/settings/webhook-endpoints` returns it for every endpoint, while `docs/webhooks.md` states the creation response ""is the only place the signing secret appears — it cannot be read back afterwards""."
K0061	N	1	c	1	Critical	`app/api/routes/settings.py` — `list_deliveries`, `.filter(WebhookDelivery.endpoint_id == endpoint_id)`	`list_deliveries` is not scoped to the caller's organization (IDOR)	the query filters on the path-supplied `endpoint_id` only and never joins to `WebhookEndpoint.org_id == user.org_id`, unlike its sibling `list_webhook_endpoints` two functions above which does filter on `org_id` — the tenancy predicate present on the neighbouring route was not propagated (R3).
K0062	N	1	c	1	Critical	"`app/api/routes/settings.py` — `create_webhook_endpoint`, `if not parsed.scheme.startswith(""http"") or not parsed.netloc`, with `app/webhooks/delivery.py::run_worker` `follow_redirects=True`"	endpoint URLs are unvalidated against SSRF and plaintext HTTP is accepted despite the documented https-only rule	"the check accepts `http://` (docs say ""Only `https://` URLs are accepted""), accepts any host including `localhost`, `169.254.169.254` and RFC1918 addresses, and the delivery client follows redirects, so a registered public https URL can 302 the signed request to an internal address."
K0063	N	1	c	1	Critical	`migrations/0042_webhook_delivery.sql` — `CREATE UNIQUE INDEX idx_webhook_deliveries_event ON webhook_deliveries (event_id)`, with `app/webhooks/delivery.py::enqueue_for_event` and `app/events/dispatc	the unique index on `event_id` alone makes multi-endpoint fan-out fail, and the failure is swallowed	the uniqueness is on `event_id` alone, but `enqueue_for_event` inserts one row per matching endpoint, so the second endpoint's row violates the constraint and the whole `add_all` transaction aborts — and `dispatch` wraps the call in `except Exception: log.warning(...)`, so the abort is invisible.
K0064	N	1	c	1	Critical	"`migrations/0042_webhook_delivery.sql` — `CHECK (status IN ('pending', 'in_flight', 'delivered', 'failed'))`, vs `app/webhooks/models.py::STATUSES` and `app/webhooks/delivery.py::_finish(..., ""failed_"	the migration's status CHECK constraint does not contain the status the code writes	the SQL enumerates `failed` while both the model constant and the only writer use `failed_permanent` — three declarations of one value domain, two of which agree and neither of which is the one the database enforces (R2/R42: the member set was copied, not derived).
K0065	N	1	c	1	Critical	`app/webhooks/delivery.py` — `_claim_batch` (returns `rows` from inside `with session_scope()`) and `deliver` (`endpoint` fetched inside a `with` block, read outside it)	the worker uses ORM objects after their session has closed	`session_scope()` closes/commits on exit, so the returned `WebhookDelivery` and `WebhookEndpoint` instances are detached; `deliver` then reads `delivery.attempts`, `delivery.payload`, `delivery.id`, `endpoint.url` and `endpoint.signing_secret` on expired attributes.
K0066	N	1	c	1	Critical	`app/webhooks/delivery.py` — `deliver`, `time.sleep(delay)`	a blocking `time.sleep` inside an `async def` stalls the event loop	`deliver` is a coroutine gathered 100-wide, and it sleeps with the blocking stdlib call rather than `await asyncio.sleep`, so the whole loop — every other delivery, the Redis lock refresh, any other task in the process — freezes for up to 2+4+8+16 = 30 seconds per failing delivery.
K0067	N	1	c	1	Critical	`tests/webhooks/test_delivery.py` — `test_send_once_posts_the_signed_payload`	the only test of the signing control cannot fail for the defect the control has	"the test captures the request body and the signature header but asserts only that the header `startswith(""sha256="")` — it never recomputes the HMAC over `captured[""body""]`, which is precisely the assertion that would have caught the serialize-vs-wire mismatch above (RT5: the test's call path reaches `sign()` but its oracle does not exercise what `sign()` is for)."
