cluster_id	status	n	member_ids	claim
R21-MDL-05	new	51	F0125,F0126,F0127,F0128,F0227,F0228,F0229,F0230,F0231,F0302,F0303,F0305,F0306,F0307,F0308,F0309,F0310,F0311,F0312,F0313,F0314,F0315,F0316,F0317,F0318,F0319,F0320,F0321,F0322,F0323,F0324,F0325,F0326,F0327,F0328,F0329,F0330,F0331,F0376,F0377,F0378,F0385,F0386,F0387,F0389,F0854,F0918,F0919,F0920,F0921,F0922	`Schedule.Validate` checks name, dataset, format, cadence, hour and destination but never `Timezone`, so an unloadable zone name is accepted at the API boundary and `NextRun` silently substitutes UTC in its `if err != nil { loc = time.UTC }` branch — a fail-open that `exports_test.go`'s case named 'unknown timezone falls back to UTC' pins as intended behaviour, while docs/scheduled-exports.md tells customers the value must be an IANA name.
R21-MDL-06	new	9	F0129,F0233,F0246,F0247,F0248,F0271,F0432,F0989,F0990	`Schedule.Validate` requires `Destination.Bucket` and both credentials but never checks `Destination.Region`, and the migration's `dest_region TEXT NOT NULL` admits the empty string, so an empty or arbitrary caller-supplied region is stored and only reaches `storage.NewClient` inside the worker.
R21-MDL-07	new	2	F0027,F0133	`Store.Delete` runs `DELETE FROM export_schedules WHERE id = $1` with no `org_id` predicate and `exportHandler.delete` never reads the org from the request context, so any authenticated caller can delete another tenant's schedule by guessing its integer id — unlike the sibling read path `Store.ListByOrg`, which does scope on `org_id`.
R21-MDL-08	new	3	F0147,F0148,F0149	`Store.Delete` and `Store.Record` discard the `sql.Result`, so a delete matching no row is indistinguishable from a real deletion and still yields 204, and a `Record` matching no row reports success.
R21-MDL-09	new	1	F0115	`Store.query` builds its statement by concatenating a caller-supplied `where` SQL fragment into the query string rather than taking a fixed statement, so the signature invites a future caller to interpolate untrusted input even though today's callers pass only hardcoded literals.
R21-MDL-10	new	4	F0154,F0157,F0158,F0159	`Store.Due`'s `ORDER BY next_run_at LIMIT $2` orders on a key that is not unique — schedules sharing a cadence and hour tie exactly — so which rows the batch takes from a tied group is undefined, and a tied group larger than `dueBatchSize` can return the same subset on every poll.
R21-MDL-11	new	1	F0382	Nothing bounds how many schedules a single org may create and `Store.Due` takes the globally oldest `dueBatchSize` rows with no per-org fairness while `Worker.tick` processes the batch sequentially, so one org's schedules can monopolise every batch.
R21-MDL-12	new	4	F0224,F0225,F0795,F0797	`internal/exports/exports_test.go` covers only `Validate`, `NextRun`, `objectKey` and `formatValue`, so `Store` and all of its database methods, the `Worker` with its export/serialize path, and the three HTTP handlers ship with no tests at all.
R21-MDL-13	new	6	F0249,F0250,F0251,F0532,F0932,F0991	`Schedule.Enabled` is persisted, indexed and used as `Store.Due`'s predicate and is hardcoded to `true` by `exportHandler.create`, but no route or store method can ever set it to false, so the only way to stop a schedule is to delete it.
R21-MDL-14	new	3	F0258,F0260,F0261	`Schedule.LastError` is populated verbatim from `err.Error()` in `Worker.runSchedule` and returned by `GET /v1/export-schedules`, so raw storage-client and database error text — including internal schema names, endpoints and request details — reaches the customer.
R21-MDL-15	new	1	F0692	The comment above `datasets` claims anything not in the map is rejected before it ever reaches the worker, but `Worker.export` interpolates `datasets[s.Dataset]` for a schedule re-read from the database, where a missing key yields an empty table name and a malformed statement rather than a named refusal.
R21-MDL-16	new	1	F0977	`Store.ListByOrg` returns every row for an org with no limit or pagination, and the migration's only index is `idx_export_schedules_due ON (next_run_at) WHERE enabled`, so `WHERE org_id = $1 ORDER BY id` has no index behind it.
R21-MDL-17	new	3	F0431,F0978,F0995	`Schedule.Validate` imposes no length or content constraint on the free-text fields — `Name` is only rejected when blank and `Destination.Prefix` is not checked at all — so arbitrarily long or structured values, including path segments and control characters, are stored in unbounded TEXT columns and concatenated into the object key.
R21-MDL-18	new	4	F0402,F1066,F1068,F1069	The cadence vocabulary hourly/daily/weekly is spelled out as bare string literals in `Validate`, `NextRun`, `window` and the migration's CHECK constraint rather than as a named type with constants the way `Format` is, and `window`'s `default` branch silently returns the 24-hour window for any cadence it does not recognise.
R21-MIG-01	new	49	F0952,F0953,F0998,F1000,F1001,F1002,F1003,F1004,F1005,F1006,F1007,F1008,F1009,F1010,F1011,F1012,F1013,F1014,F1015,F1016,F1020,F1021,F1022,F1023,F1024,F1025,F1026,F1027,F1028,F1029,F1030,F1031,F1032,F1033,F1034,F1035,F1036,F1037,F1038,F1039,F1040,F1041,F1042,F1043,F1044,F1045,F1046,F1070,F1071	The destination credentials are stored in cleartext — `dest_access_key` and `dest_secret_key` are plain `TEXT` columns that `Store.Create` binds and `Store.query` scans unmodified, with no encryption, envelope, or KMS step anywhere in the change — while `docs/scheduled-exports.md` tells customers the destination credentials are stored encrypted.
R21-MIG-02	new	30	F0954,F0955,F0956,F0958,F0959,F0960,F0961,F0962,F0963,F0964,F0965,F0966,F0967,F0968,F0969,F0970,F0971,F0972,F0973,F0974,F0975,F0976,F0992,F1050,F1051,F1052,F1053,F1054,F1055,F1056	The migration's only index is the partial `idx_export_schedules_due ON export_schedules (next_run_at) WHERE enabled`, which serves the worker's `Due` query, so `Store.ListByOrg`'s `WHERE org_id = $1 ORDER BY id` has no supporting index.
R21-MIG-03	new	29	F0957,F0979,F0980,F0981,F0982,F0983,F0984,F0985,F0986,F0987,F0993,F1047,F1048,F1062,F1063,F1073,F1074,F1075,F1076,F1077,F1078,F1079,F1080,F1081,F1082,F1083,F1084,F1085,F1093	`CREATE TABLE export_schedules` gives `format` and `cadence` a `CHECK (... IN (...))` matching `Schedule.Validate` but leaves the other columns whose domains `Validate` also enforces — `dataset`, `hour_of_day`, `timezone` — unconstrained at the database level, so the domain-enforcement pattern is applied to only some of the table's peer columns.
R21-MIG-04	new	8	F1049,F1086,F1087,F1088,F1089,F1090,F1091,F1092	`migrations/0057_export_schedules.sql` contains only the forward `CREATE TABLE` and `CREATE INDEX` inside `BEGIN`/`COMMIT`, with no down or rollback counterpart.
R21-MIG-05	new	1	F1072	`migrations/0057_export_schedules.sql` adds no uniqueness constraint on a schedule's identity, so one org can hold two identical schedules whose runs contend for the same object key.
R21-MIG-06	new	1	F0994	"`last_status` and `last_error` default to `''`, an in-band sentinel that makes ""has never run"" indistinguishable from a run that recorded an empty value on `GET /v1/export-schedules`."
R21-MIG-07	new	2	F1064,F1065	The `enabled` column that `Store.Due` filters on and the partial index is built on can never become false, because `exportHandler.create` hardcodes `Enabled: true` and the change adds no update route or store method that writes it.
R21-RTR-01	new	45	F0069,F0396,F0397,F0398,F0399,F0400,F0401,F0433,F0435,F0533,F0534,F0536,F0537,F0538,F0539,F0540,F0541,F0542,F0543,F0544,F0545,F0546,F0547,F0548,F0549,F0550,F0551,F0575,F0576,F0694,F0844,F0845,F0846,F0847,F0848,F0849,F0850,F0851,F0852,F0853,F0913,F0914,F0915,F0916,F0917	The three new `/v1/export-schedules` routes registered in `NewRouter` (`internal/api/router.go`) are mounted behind `authed` inside `withRequestID(withRecovery(mux))` with no rate limiting applied to them.
R21-RTR-02	new	6	F0381,F0535,F0556,F0564,F0566,F0592	Nothing in the change bounds how many export schedules one org may hold: neither `exportHandler.create`, `Schedule.Validate`, `Store.Create`, nor `migrations/0057_export_schedules.sql` imposes a per-org cap or count constraint, so each accepted row adds another recurring window scan and upload.
R21-SCH-01	new	16	F0007,F0062,F0063,F0064,F0095,F0096,F0174,F0175,F0332,F0334,F0336,F0337,F0338,F0364,F0405,F0590	In `NextRun` (internal/exports/schedule.go), the daily/weekly path builds the fire time with `time.Date(..., s.HourOfDay, 0, 0, 0, loc)` and advances it with `AddDate(0, 0, 1)`, so on a DST transition day the configured local hour is silently normalised — a spring-forward hour that does not exist is moved to a neighbouring instant, and a fall-back hour that occurs twice resolves to one of them unspecified — making the run fire at an hour other than the one configured.
R21-SCH-02	new	23	F0067,F0232,F0256,F0257,F0484,F0485,F0486,F0487,F0488,F0489,F0490,F0491,F0492,F0493,F0494,F0495,F0496,F0497,F0498,F0499,F0500,F0790,F0791	In `NextRun` (internal/exports/schedule.go), the hourly branch `local.Add(time.Hour).Truncate(time.Hour).UTC()` truncates against absolute time rather than the wall clock in `loc`, so the `from.In(loc)` conversion has no effect on that branch and in a zone with a sub-hour offset (e.g. `Asia/Kolkata` +05:30, `Asia/Kathmandu` +05:45) the run lands at :30 or :45 past the customer's local hour instead of on it.
R21-SCH-03	new	2	F0379,F0388	"`Schedule.Validate` (internal/exports/model.go) never checks `Timezone`, so the API accepts any string, and `NextRun` (internal/exports/schedule.go) swallows the `time.LoadLocation` error by falling back to `time.UTC`, silently reinterpreting an invalid or mistyped IANA name as UTC — a behaviour the `""unknown timezone falls back to UTC""` case in internal/exports/exports_test.go pins as correct."
R21-SCH-04	new	2	F0477,F0478	`window` (internal/exports/schedule.go) returns a fixed absolute duration (24 hours daily, 7*24 hours weekly) while `NextRun` advances by calendar days at a fixed local hour in the customer's zone, so on a DST transition the local day is 23 or 25 hours and the exported window disagrees with the scheduled slot by an hour.
R21-SCH-05	new	3	F0615,F0747,F0831	`Worker.export` (internal/exports/worker.go) computes the window as `at.Add(-window(s.Cadence))` from `startedAt`, the wall-clock moment the poller picked the schedule up, rather than from the scheduled slot, so the interval between consecutive runs is not exactly `window(cadence)` and rows falling in the poll-jitter difference are exported by no run, contradicting the tiling guarantee in docs/scheduled-exports.md.
R21-SCH-06	new	2	F0996,F1067	The cadence vocabulary is spelled out independently in four places (`Validate` in internal/exports/model.go, `NextRun` and `window` in internal/exports/schedule.go, and the `CHECK (cadence IN (...))` constraint in migrations/0057_export_schedules.sql) with no shared constant or type as `Format` has, and `window`'s `default` branch maps any unrecognised cadence to 24 hours instead of failing, so a new cadence added at some but not all sites silently exports over the wrong interval.
R21-TST-01	new	49	F0094,F0098,F0114,F0223,F0300,F0454,F0455,F0554,F0579,F0580,F0581,F0582,F0583,F0584,F0585,F0586,F0587,F0601,F0617,F0661,F0689,F0703,F0714,F0735,F0737,F0779,F0794,F0796,F0798,F0799,F0800,F0801,F0802,F0803,F0833,F0834,F0835,F0836,F0837,F0838,F0839,F0840,F0841,F0842,F0843,F0882,F0910,F0911,F0912	The only test file in the change exercises the four pure functions Validate, NextRun, objectKey and formatValue, so the newly added Store and its Create/ListByOrg/Due/Record/Delete methods, the Worker and its tick/runSchedule/export/serialize path, and the three internal/api export handlers all ship with no test that executes them.
R21-TST-02	new	8	F0234,F0236,F0627,F0691,F0693,F0696,F0713,F0923	"TestValidateRejectsBadInput exercises only the SecretKey arm of Validate's credentials guard (AccessKey == """" || SecretKey == """") — the no credentials case clears SecretKey alone — so removing the AccessKey operand from model.go would leave the suite green."
R21-TST-03	new	8	F0121,F0226,F0235,F0237,F0238,F0690,F0789,F0855	Validate's guards are pinned only by rejected values, with HourOfDay tested at 24 against a single mid-range accepting fixture of 3 and no case at the adjacent accepted values 0 or 23 nor at the rejected -1, so a shifted or over-tight boundary in s.HourOfDay < 0 || s.HourOfDay > 23 survives the suite.
R21-WRK-01	new	51	F0065,F0124,F0411,F0412,F0427,F0428,F0430,F0449,F0450,F0451,F0452,F0453,F0698,F0699,F0700,F0701,F0702,F0706,F0711,F0778,F0782,F0783,F0784,F0785,F0786,F0788,F0856,F0857,F0858,F0859,F0860,F0861,F0862,F0863,F0864,F0890,F0891,F0892,F0893,F0894,F0895,F0896,F0897,F0898,F0899,F0900,F0901,F0902,F0903,F0904,F0905	"`Worker.runSchedule` passes the whole `s.Destination` struct as a slog attribute in the `""export failed""` log call, so the customer's `AccessKey` and `SecretKey` are written into the application log on every failed run."
R21-WRK-02	new	54	F0068,F0269,F0270,F0456,F0457,F0501,F0502,F0503,F0504,F0505,F0506,F0507,F0508,F0509,F0510,F0511,F0512,F0513,F0514,F0515,F0516,F0517,F0518,F0519,F0520,F0521,F0522,F0523,F0524,F0525,F0526,F0527,F0528,F0602,F0603,F0604,F0805,F0806,F0807,F0808,F0809,F0810,F0811,F0812,F0813,F0814,F0815,F0816,F0817,F0818,F0819,F0938,F0950,F0951	`objectKey` names the object with only the dataset, the calendar date and the format, so successive runs of an hourly schedule (and two schedules sharing dataset, format and prefix) compute the same key and each upload overwrites the previous object.
R21-WRK-03	new	54	F0008,F0009,F0070,F0071,F0072,F0073,F0074,F0075,F0076,F0077,F0078,F0079,F0080,F0081,F0082,F0083,F0084,F0085,F0086,F0087,F0088,F0089,F0118,F0458,F0662,F0663,F0664,F0665,F0666,F0667,F0668,F0669,F0670,F0671,F0672,F0673,F0674,F0675,F0676,F0677,F0678,F0679,F0680,F0681,F0682,F0683,F0684,F0685,F0686,F0687,F0688,F0928,F0944,F0945	The JSONL branch of `serialize` puts the raw `rows.Scan` values into the record instead of routing them through `formatValue`, so `[]byte` columns are base64-encoded and `time.Time` values are not normalised to UTC RFC 3339, making JSONL output differ from CSV output for the same row.
R21-WRK-04	new	53	F0003,F0004,F0005,F0006,F0090,F0091,F0092,F0093,F0160,F0161,F0162,F0163,F0164,F0165,F0166,F0167,F0168,F0169,F0170,F0171,F0172,F0173,F0176,F0267,F0268,F0359,F0360,F0369,F0474,F0475,F0476,F0480,F0481,F0482,F0483,F0553,F0611,F0628,F0629,F0630,F0631,F0632,F0633,F0634,F0635,F0636,F0637,F0739,F0792,F0825,F0826,F0827,F0828	The `LIMIT maxRows` (500,000) cap in `Worker.export` truncates an oversized window with no way for the code to detect that the cap was reached, so a short object is uploaded, the run is recorded `succeeded`, and the schedule advances past the rows that were dropped.
R21-WRK-05	new	51	F0119,F0120,F0363,F0403,F0404,F0459,F0612,F0613,F0614,F0616,F0740,F0741,F0742,F0743,F0744,F0745,F0746,F0748,F0749,F0750,F0751,F0752,F0753,F0754,F0755,F0756,F0757,F0758,F0759,F0760,F0761,F0762,F0763,F0764,F0765,F0766,F0767,F0768,F0769,F0770,F0771,F0772,F0773,F0774,F0775,F0776,F0777,F0780,F0781,F0947,F0948	The export window is a fixed `window(cadence)` duration measured back from `startedAt = time.Now().UTC()` rather than from the previous run's coverage or the scheduled slot, so scheduling jitter, restarts and DST transitions make consecutive runs leave gaps or duplicate rows.
R21-WRK-06	new	49	F0106,F0107,F0108,F0109,F0110,F0111,F0112,F0113,F0182,F0183,F0184,F0185,F0186,F0187,F0188,F0189,F0190,F0191,F0192,F0193,F0194,F0195,F0196,F0198,F0199,F0200,F0201,F0202,F0203,F0204,F0205,F0206,F0207,F0208,F0209,F0210,F0211,F0212,F0213,F0214,F0215,F0216,F0217,F0218,F0219,F0220,F0221,F0222,F0738	`Worker.export` projects `SELECT *` from the mapped analytics table, so the exported column set — and the CSV header and JSONL keys derived from `rows.Columns()` — is whatever the internal table currently holds, including internal columns such as `org_id` and any column a later migration adds.
R21-WRK-07	new	48	F0272,F0273,F0274,F0275,F0276,F0277,F0278,F0279,F0280,F0281,F0282,F0283,F0284,F0285,F0286,F0287,F0288,F0289,F0290,F0291,F0292,F0293,F0294,F0295,F0296,F0298,F0348,F0349,F0350,F0351,F0352,F0353,F0354,F0355,F0368,F0370,F0371,F0372,F0373,F0618,F0619,F0620,F0621,F0622,F0623,F0624,F0625,F0829	`serialize` never checks `rows.Err()` after its `for rows.Next()` loop, so an iteration cut short by a driver or connection error is indistinguishable from a completed scan and the truncated buffer is uploaded and recorded as succeeded.
R21-WRK-08	new	42	F0122,F0123,F0197,F0374,F0375,F0715,F0716,F0717,F0718,F0719,F0720,F0721,F0722,F0723,F0724,F0725,F0726,F0727,F0728,F0729,F0730,F0731,F0732,F0733,F0734,F0865,F0866,F0867,F0868,F0869,F0870,F0871,F0872,F0873,F0874,F0875,F0876,F0877,F0878,F0879,F0880,F0881	`Worker.export` accumulates the entire serialized export in a single `bytes.Buffer` and hands `buf.Bytes()` to `client.Put`, so peak memory is the whole object with no streaming path and no bound other than the row cap.
R21-WRK-09	new	30	F0010,F0011,F0012,F0013,F0014,F0015,F0016,F0017,F0018,F0019,F0020,F0021,F0022,F0023,F0394,F0460,F0461,F0462,F0463,F0464,F0465,F0466,F0467,F0468,F0469,F0470,F0471,F0472,F0473,F0926	Cell values are written into the CSV by `formatValue` and `csv.Writer` without neutralising a leading `=`, `+`, `-`, `@`, tab or CR, so exported event data is interpreted as a formula when the customer opens the file in a spreadsheet.
R21-WRK-10	new	21	F0097,F0099,F0356,F0357,F0367,F0563,F0567,F0568,F0569,F0570,F0571,F0572,F0573,F0574,F0605,F0606,F0607,F0608,F0609,F0712,F0736	The export path derives no per-run deadline — the worker's long-lived context is passed straight to `QueryContext` and `client.Put` — and `tick` runs the due batch serially, so one hung query or upload blocks every other schedule indefinitely.
R21-WRK-11	new	13	F0103,F0104,F0105,F0180,F0181,F0335,F0358,F0361,F0362,F0365,F0366,F0830,F0832	`runSchedule` calls `w.store.Record` with the same context that `Run` cancels at shutdown, so a cancellation after a successful upload also cancels the write that would have advanced `next_run_at` and recorded the outcome.
R21-WRK-12	new	13	F0239,F0240,F0241,F0383,F0384,F0884,F0885,F0888,F0906,F0907,F0908,F0988,F1094	`Worker.export` interpolates `datasets[s.Dataset]` into the query without the comma-ok check that `Schedule.Validate` uses, so a stored schedule whose dataset is not in the map yields an empty table name and malformed SQL instead of a named failure.
R21-WRK-13	new	12	F0339,F0436,F0441,F0442,F0447,F0561,F0562,F0596,F0600,F0883,F0939,F0941	Nothing claims a due schedule — `Due` is a plain `SELECT` with no lock or lease and `next_run_at` is advanced only by `Record` after the upload finishes — so the same due run is executed by every live worker and by repeated ticks of the same worker, contrary to the documented one-worker claim.
R21-WRK-14	new	11	F0102,F0259,F0262,F0263,F0264,F0265,F0266,F0529,F0530,F0820,F0933	The raw wrapped error from `export` is stored verbatim as `last_error` via `runSchedule`'s `runErr = err.Error()` and returned to the customer by `GET /v1/export-schedules`, exposing driver text, internal table names and host details.
R21-WRK-15	new	9	F0179,F0340,F0341,F0342,F0343,F0344,F0345,F0346,F0347	A failed `w.store.Record` in `runSchedule` is only logged, so `next_run_at` is never advanced and the schedule stays due and is re-exported on every subsequent 30-second poll.
R21-WRK-16	new	4	F0253,F0254,F0479,F0552	`formatValue`'s `default: return fmt.Sprint(t)` renders `float64` columns in Go's default notation, so large or small values are written to the CSV in scientific notation, and the test table covers every other driver type but no float.
R21-WRK-17	new	3	F0101,F0177,F0178	`ORDER BY occurred_at` in `Worker.export` is not a total order because `occurred_at` is a non-unique wall-clock timestamp, so the relative order of rows sharing an instant — and hence any cut made at that boundary — is undefined.
R21-WRK-18	new	3	F0886,F0887,F0909	`Worker.Run` waits on `ticker.C` before its first `tick`, so a freshly started worker does nothing for a full poll interval even when schedules are already overdue.
R21-WRK-19	new	2	F0252,F0333	`formatValue` renders a SQL NULL as the empty string, making NULL indistinguishable from a legitimately empty value in the exported CSV.
R21-WRK-20	new	2	F0297,F0299	`serialize` returns `out.Error()`, the `csv.Writer`'s error, on the JSONL path where that writer is never written to, so the function's terminal error check is unconditionally nil for JSONL exports.
R21-WRK-21	new	2	F0434,F0531	`s.Destination.Region` is passed straight into `storage.Config` although `Schedule.Validate` never constrains it, leaving the customer-supplied region unvalidated before it reaches the storage client.
R21-WRK-22	new	1	F0301	`Worker.tick` never checks `ctx.Err()` between schedules in its `for _, schedule := range due` loop, so on shutdown it keeps starting new exports for the rest of the batch.
R21-WRK-23	new	1	F0395	The window filters on `occurred_at`, so a row inserted after the run whose window covered its `occurred_at` is never exported by any run.
R21-WRK-24	new	1	F0565	There is no per-org quota or fairness in the due batch — `dueBatchSize = 25` is filled purely in `next_run_at` order and `create` caps nothing — so one org holding many schedules can occupy every slot of every tick and starve other orgs.
R21-WRK-25	new	1	F0707	`objectKey` only trims leading and trailing slashes from `Destination.Prefix` and `Validate` constrains it not at all, so `..` segments and empty segments survive into the object key.
R21-WRK-26	new	1	F0804	`objectKey` dates the object with the UTC calendar date of `startedAt` while the run hour is interpreted in the customer's timezone, so the filename can name a different day than the local day whose data it contains.
R21-WRK-27	new	1	F0889	`Worker` holds both a `*Store` and the raw `*sql.DB` and `export` queries `w.db` directly while every other read goes through `Store`, giving the package two data-access paths to the same database.
R21-WRK-28	new	1	F0931	`dueBatchSize = 25` caps how many schedules a tick takes and they are run serially, a limit the documentation does not mention, so schedules sharing a popular slot are deferred to later ticks and can accumulate a backlog.
R21-WRK-29	new	1	F0949	The first run of a new schedule reaches a full cadence back from its start instant, so it exports rows from before the schedule was created.
