cluster_id	n	member_ids	claim	status
BULK-11	6	J0046,J0065,J0072,J0081,J0116,J0351	Rejected rows are reported only as an integer count with no row identity or reason, and the staging rows that would identify them are deleted in the same request.	existing
BULK-14	2	J0051,J0150	`parseRows` maps an absent or empty name cell to `""` and `applyBatch`'s `update` branch writes it unconditionally, so an empty name column blanks an existing member's display name.	existing
BULK-19	5	J0001,J0009,J0114,J0125,J0138	`applyBatch` re-reads `role` out of `import_staging` and writes it into `membership` with no re-validation against `ALLOWED_ROLES`, and the staging column carries no `CHECK`, so the parser's allowlist does not survive the staging round trip.	existing
BULK-24	1	J0393	The `MAX_CSV_BYTES` gate runs after `await req.text()` has already buffered the entire body, and it compares `csv.length` — UTF-16 code units — against a byte limit, so a multi-byte body passes a gate documented as 5 MB at roughly three times that many bytes.	existing
BULK-29	1	J0035	The promotion path creates a membership for any CSV address with no resolution to an existing user, no existence check and no invitation or consent step, so authorization state is created for email addresses nobody has proven anyone owns.	new
BULK-30	1	J0037	`createMany` is not one of the actions `assertAudited` enumerates, so `enterSystemOperation`'s `skipAudit` grant is a no-op for the staging write it exists to permit and takes effect only on the enumerated writes — the promotion `upsert` and the `org_activity` insert.	new
BULK-31	1	J0043	The absent `org_id` column on `import_staging` does not create a cross-tenant exposure, because `batchId` carries `ctx.orgId` as a fixed-width prefix, so the collision the caller-nameable batch key admits is confined to a single org.	new
BULK-32	1	J0386	`import_staging.display_name` is declared nullable while `ImportRow.displayName` is a non-optional `string`, so a NULL read back by `applyBatch` reaches code whose type cannot represent it.	new
CTX-01	24	J0155,J0166,J0179,J0189,J0204,J0216,J0228,J0239,J0253,J0264,J0277,J0292,J0302,J0316,J0329,J0342,J0354,J0367,J0377,J0388,J0400,J0413,J0426,J0439	`enterSystemOperation()` sets `skipAudit = true` on the live `RequestContext` object held by the `AsyncLocalStorage` frame and nothing ever restores it, so the audit exemption lasts for the whole request instead of the staging write it was granted for.	existing
CTX-02	22	J0134,J0177,J0187,J0199,J0215,J0225,J0250,J0263,J0275,J0289,J0300,J0315,J0339,J0352,J0365,J0375,J0387,J0397,J0411,J0424,J0436,J0449	`contextSnapshot()` is added and exported with no call site anywhere in the diff, and its `Readonly<RequestContext>` return is a compile-time-only annotation over a shallow spread that provides no runtime immutability.	existing
CTX-03	4	J0185,J0223,J0323,J0421	The diff's new and changed production symbols — `enterSystemOperation`, `contextSnapshot`, `runImport`, `ImportSummary`, `POST`, and the rewritten `assertAudited` — ship with no test, the only test file being `test/import/parse.test.ts`, which covers `parseRows` alone.	existing
CTX-05	2	J0100,J0186	`docs/import.md` and the `enterSystemOperation` doc comment state guarantees the implementation does not provide — that staging writes are the single exception, that the promotion step runs audited as normal, and that only system operations may call the grant.	existing
CTX-06	1	J0036	`skipAudit` is an ordinary optional field on the exported `RequestContext`, so any caller of `runWithContext` can pass `skipAudit: true` directly and the "only system operations may call this" restriction is enforced by nothing.	existing
CTX-07	2	J0163,J0238	`contextSnapshot()` copies `skipAudit` into the snapshot, so restoring a context from a snapshot taken inside a granted scope re-establishes the audit suspension.	existing
CTX-08	4	J0016,J0083,J0120,J0154	`enterSystemOperation` is a plain exported function that takes no argument and checks nothing about its caller, so any module that imports `src/context/request.ts` can suspend the audit guard and the doc comment's "Only system operations may call this" is backed by no mechanism.	new
CTX-09	1	J0094	`createMany` is not a member of the new `MUTATIONS` set, so `assertAudited` returns before it ever reads `skipAudit` and the exemption `stageRows` requests changes nothing at the only call site it was written for.	new
CTX-10	1	J0119	`enterSystemOperation` calls `currentContext()`, which throws `Error("no request context")` when the `AsyncLocalStorage` store is empty, so the nightly reconciler and schema backfill its docstring names — neither of which runs inside a `runWithContext` frame — cannot call it at all.	new
DOC-01	7	J0207,J0273,J0324,J0337,J0396,J0403,J0448	The "Auditing" section of `docs/import.md` states guarantees the shipped code does not provide — that every membership change writes an audit record, that the Prisma middleware refuses any mutating query without one, that the staging writes are the single exception, and that the promotion step runs audited as normal.	existing
GUARD-01	24	J0156,J0167,J0180,J0190,J0205,J0217,J0229,J0240,J0254,J0265,J0278,J0293,J0303,J0317,J0330,J0343,J0355,J0368,J0379,J0389,J0401,J0414,J0427,J0440	The hand-written `MUTATIONS` set omits mutating Prisma actions — `createMany` above all, the action `stageRows` itself issues, plus variants such as `createManyAndReturn`, `updateManyAndReturn` and the raw-execute actions — so the new `if (!MUTATIONS.has(action)) return;` makes `assertAudited` exit without any check for those writes.	existing
GUARD-02	15	J0136,J0143,J0158,J0171,J0224,J0245,J0258,J0299,J0305,J0346,J0360,J0382,J0398,J0420,J0429	`assertAudited` only throws when `ctx.actorId` is empty and otherwise emits a log line, never writing or verifying an audit record, while its docstring and the "Auditing" section of `docs/import.md` state that every membership change writes an audit record and that the middleware refuses any mutating query not carrying one.	existing
GUARD-03	6	J0211,J0235,J0259,J0272,J0336,J0395	The diff materially changes `assertAudited` and adds new exported production symbols (`enterSystemOperation`, `contextSnapshot`, `runImport`, `POST`), but its only test file covers `parseRows`, so no test in the change executes the audit guard at all.	existing
GUARD-04	9	J0004,J0040,J0053,J0079,J0087,J0139,J0152,J0374,J0410	The audit-skip branch logs at `logger.debug` while audited writes log at `logger.info`, so the record that the audit control was bypassed is emitted below the level production deployments normally retain.	existing
GUARD-08	4	J0101,J0108,J0124,J0151	The Prisma middleware and `assertAudited` now each decide independently whether a query is mutating, by different semantics, so the two predicates disagree by construction.	existing
GUARD-09	1	J0364	The "audit skipped" log line omits `actorId` and any batch identifier, so a suspended write cannot be attributed to a principal, while the audited-write line beside it carries `actorId`.	existing
GUARD-10	1	J0019	The audit trail the change leaves records no per-row subject: `assertAudited` receives only a model name and an action string, `org_activity` gets one aggregate row per import holding applied/rejected counts, and the `import_staging` rows carrying the per-row detail are deleted in the same run, so nothing durable names which membership changed to which role.	new
GUARD-11	2	J0031,J0084	`stageRows` sets `ctx.skipAudit` and never clears it, and `createMany` is not in `MUTATIONS`, so the suspension does nothing for the staging write it was granted for while it does suppress the audit check for `membership.upsert` and `orgActivity.create`, which run later inside the same `runWithContext` scope.	new
GUARD-12	1	J0127	Placing `if (!MUTATIONS.has(action)) return;` above `const ctx = currentContext();` removes the `no request context` tripwire from every non-mutating query, so a read issued outside `runWithContext` now returns silently instead of throwing.	new
MIG-01	6	J0214,J0276,J0312,J0341,J0412,J0425	`import_staging` has no `org_id` column and no owning foreign key, so tenancy is carried only inside the free-text `batch_id` and no database constraint scopes rows to an org.	existing
MIG-02	6	J0165,J0202,J0227,J0291,J0437,J0451	`import_staging.role` is `text NOT NULL DEFAULT 'member'` with no `CHECK` constraint, so the role vocabulary is enforced only by `ALLOWED_ROLES` in `src/import/parse.ts` and the column accepts any string.	existing
MIG-05	1	J0251	`org_activity.org_id` and `org_activity.actor_id` declare `REFERENCES` with no `ON DELETE` clause, so they default to `NO ACTION` and block deletion of any org or user that has an activity row.	existing
MIG-06	3	J0078,J0097,J0198	Nothing in the diff ties the new snake_case tables to the Prisma models the code addresses (`prisma.importStaging`, `prisma.orgActivity`) — no Prisma schema change and no migration-verification step in CI.	existing
MIG-07	1	J0112	`import_staging.display_name` is nullable while `stageRows` always writes `r.displayName`, which `parseRows` guarantees to be a string, so the schema admits a NULL state the application never produces.	existing
PARSE-01	16	J0173,J0188,J0194,J0212,J0222,J0271,J0308,J0322,J0333,J0348,J0373,J0385,J0407,J0416,J0432,J0443	`parseRows` throws an unhandled `TypeError` on an empty or whitespace-only CSV, because the blank-line filter leaves `lines` empty, `header` is `undefined`, and `splitLine(undefined)` dereferences `line.length`.	existing
PARSE-02	10	J0044,J0164,J0213,J0236,J0248,J0286,J0326,J0362,J0394,J0417	`cols.indexOf(...)` returning `-1` for an absent header column is never checked and is used directly as a field index, so `f[-1] ?? ""` silently turns a missing or misspelled `email`/`name` column into an empty value for every row instead of rejecting the file.	existing
PARSE-03	15	J0038,J0045,J0052,J0061,J0069,J0073,J0103,J0110,J0226,J0247,J0261,J0270,J0288,J0313,J0363	`parseRows` splits the document on `/\r?\n/` before any quote parsing, so `splitLine`'s quote state cannot span a record and an RFC 4180 quoted field containing a newline is torn into two corrupt rows.	existing
PARSE-04	6	J0181,J0206,J0218,J0252,J0304,J0441	The CSV `role` column is validated only against the global `ALLOWED_ROLES` allowlist, which includes `owner`, and `applyBatch` writes it on both the create and update branches, so an actor admitted to the route as `admin` can grant or overwrite `owner` — including on their own membership — with no check against the actor's own rank.	existing
PARSE-05	6	J0012,J0015,J0026,J0109,J0147,J0314	The role is compared against `ALLOWED_ROLES` case-sensitively while the email is normalised with `.toLowerCase()`, so a capitalised spelling such as `Admin` fails the membership test and falls back to `member`.	existing
PARSE-07	4	J0178,J0262,J0327,J0376	The role vocabulary is spelled out independently in `ALLOWED_ROLES`, in the route's `session.role` comparison, and in the migration, with no shared definition.	existing
PARSE-08	7	J0050,J0093,J0113,J0148,J0176,J0203,J0260	`"member"` is both the fallback for an unrecognised or absent role and a legitimate role value, so a coerced row is indistinguishable from a row that genuinely said `member`, and neither the caller nor `ImportSummary` reports the substitution.	existing
PARSE-14	1	J0353	`displayName` has no length bound in `parseRows` and the backing column is unbounded `text`, so an arbitrarily long value reaches storage.	existing
PARSE-15	4	J0060,J0066,J0106,J0146	Email validity is adjudicated only by `applyBatch`'s `row.email.includes("@")` after the staging round trip rather than at the parse boundary, so values such as `@`, `a@`, and `@x` pass as addresses.	existing
PARSE-16	5	J0003,J0025,J0034,J0237,J0450	`splitLine` never inspects `quoted` after its loop ends, so a line with an unterminated quote silently yields the rest of the line as one trailing field instead of being reported as malformed.	existing
PARSE-19	2	J0121,J0340	`splitLine` toggles `quoted` on any `"` regardless of its position in the field, so a bare quote inside an unquoted value opens quote state mid-field and the following commas stop delimiting, merging the remaining cells into one.	new
PARSE-20	5	J0024,J0029,J0033,J0048,J0071	`parseRows` normalises header cells with `.trim().toLowerCase()` only, which does not strip a leading UTF-8 BOM, so a CSV exported by a spreadsheet yields `cols[0] === "﻿email"` and the `indexOf` lookups return `-1`.	new
ROUTE-01	23	J0042,J0055,J0161,J0174,J0184,J0193,J0209,J0221,J0232,J0244,J0256,J0269,J0281,J0297,J0309,J0321,J0332,J0347,J0359,J0406,J0422,J0433,J0442	The 5 MB upload cap in `POST /api/import` is evaluated only after `await req.text()` has buffered the entire body, and it compares `csv.length` — UTF-16 code units — against a constant named `MAX_CSV_BYTES`, so it neither prevents the allocation nor bounds bytes.	existing
ROUTE-02	10	J0287,J0301,J0310,J0338,J0361,J0371,J0384,J0409,J0423,J0446	The new `POST /api/import` endpoint ships with no rate limiter or concurrency bound, while each accepted request costs a multi-megabyte parse, a chunked insert, and one database round trip per CSV row.	existing
ROUTE-03	8	J0160,J0192,J0233,J0255,J0306,J0357,J0381,J0431	`batchId` is built from the unvalidated client-supplied `x-request-id` header and is the sole predicate for `applyBatch`'s `findMany` and the cleanup `deleteMany` against an `import_staging` table that carries no tenancy column, so two requests choosing the same header value read and delete each other's staged rows.	existing
ROUTE-05	3	J0014,J0090,J0098	The handler reads the raw request body with no `Content-Type` allowlist, no `Origin`/`Sec-Fetch-Site` check, and no CSRF token, so a cross-origin HTML form can issue this state-changing request as a CORS simple request.	existing
ROUTE-07	1	J0331	An `admin` caller can assign the `owner` role and rewrite the role of existing memberships through the import, because the route admits `admin`, `ALLOWED_ROLES` accepts `owner`, and `applyBatch` upserts the role with no check against the acting session's own privilege.	existing
ROUTE-08	1	J0091	The closed role vocabulary is spelled out independently in three places — the route's authorization gate, `ALLOWED_ROLES` in `parse.ts`, and the migration's `role` column default — with nothing tying them together.	existing
ROUTE-09	6	J0005,J0010,J0028,J0063,J0140,J0145	The only durable record of the import is a single free-text aggregate `orgActivity.create` written after `runImport` returns, with no transaction spanning the membership upserts and that row.	existing
ROUTE-13	1	J0059	Nothing in the change bounds the number of CSV rows a request may submit, and `applyBatch` promotes each staged row with its own sequential `prisma.membership.upsert`, so a single accepted upload costs one database round trip per row inside the request.	new
ROUTE-14	1	J0104	`await req.text()` decodes the body as UTF-8 unconditionally and substitutes U+FFFD for invalid sequences instead of failing, and the route never inspects `Content-Type` or its `charset`, so a CSV exported in a non-UTF-8 encoding is accepted and its display names are silently corrupted.	new
ROUTE-15	1	J0130	The route asserts no media type before handing the raw body to `parseRows`, so a browser `multipart/form-data` file upload — the flow `docs/import.md` describes — is parsed with the boundary marker as the header row and returns HTTP 200 rather than being rejected.	new
ROUTE-16	1	J0137	The `skipAudit` flag that `stageRows` sets via `enterSystemOperation()` is still set on the same live context frame when the `orgActivity.create` runs after `runImport` returns, so `assertAudited` takes its early return and the import's own activity write is itself unaudited.	new
ROUTE-17	3	J0022,J0039,J0057	The activity row's `detail` records only the applied and rejected counts — no `batchId`, no affected email addresses, no role transitions — while `runImport` deletes the staging rows in the same request, so nothing that outlives the import says which memberships were created or which roles were overwritten.	new
TEST-01	13	J0162,J0175,J0197,J0246,J0285,J0298,J0311,J0349,J0372,J0383,J0408,J0435,J0447	The new exported production symbols `enterSystemOperation`, `contextSnapshot`, `runImport`, `ImportSummary` and the route `POST`, together with the materially changed audit guard `assertAudited`, have no test anywhere in the diff, whose only test file covers `parseRows`.	existing
TEST-08	20	J0006,J0011,J0020,J0023,J0027,J0032,J0041,J0049,J0054,J0062,J0070,J0076,J0088,J0096,J0122,J0126,J0131,J0141,J0144,J0149	`it("keeps an allowed role")` asserts that a CSV-supplied `owner` survives `parseRows` unchanged, so the suite states the privilege-escalation path as the intended contract and any fix narrowing the role allowlist turns a green test red.	new
TEST-09	1	J0105	`it("defaults a missing role to member")` feeds a header with no `role` column, so it is green by way of the `cols.indexOf("role") === -1` → `f[-1] === undefined` path and pins that negative-index fallback as the expected contract instead of exercising a real default.	new
TEST-10	1	J0092	`it("accepts CRLF line endings")` asserts only `toHaveLength(1)`, so it passes for any implementation that yields one row — including one that leaves a trailing `\r` on the last field — and cannot fail for the reason its name states.	new
