id	arm	review	part	severity	file	title	what_is_wrong
J0011	C	1	1	Major	`test/import/parse.test.ts` — `it("keeps an allowed role")` and `it("defaults a missing ro	two of the nine tests pin the defects as the intended contract, and neither can fail for the reason its name states	`it("keeps an allowed role")` asserts that `owner` survives parsing, which is the escalation path three reviewers reported as Critical, so the suite will red when that is fixed and reads as a deliberate contract; and `it("defaults a missing role to member")` passes a header of `email,name` with no `role` column, so it 
J0012	C	1	1	Minor	`src/import/parse.ts` — `const role = (f[iRole] ?? "member").trim()` versus `email: (f[iEm	the role field is trimmed but not case-normalised, while the email field is	`email` is lowercased and `role` is not, so a CSV written by a human with `Admin` or `Member` fails `ALLOWED_ROLES.includes(role)` and falls through to `"member"` on the same branch that catches genuinely unknown roles.
J0013	C	1	1	Minor	`src/import/bulk.ts` — `applyBatch`'s `for (const row of staged)` loop; `migrations/0058_i	duplicate emails within one file are staged and promoted twice	nothing deduplicates rows at parse time or at the table, so two rows for one address are staged as two rows and upserted twice, with the second silently overwriting the first.
J0014	C	1	1	Minor	`src/routes/import.ts` — `POST`, `const csv = await req.text()`	is `POST /api/import` protected against a cross-site form post?	the handler reads a raw body with no `Content-Type` check and no CSRF token, and whether `getSession(req)` is cookie-based or bearer-based is not visible in this diff, so I cannot tell whether a `text/plain` cross-site post would carry the victim's session.
J0015	C	1	2	Major	`src/import/parse.ts` — `parseRows`, `const role = (f[iRole] ?? "member").trim()` and `rol	`role` is never case-normalised and an unrecognised role is silently rewritten to `member`	the role cell is trimmed but not lowercased, so the ordinary spreadsheet spellings `Admin` and `Owner` miss `ALLOWED_ROLES` and are substituted with `member` instead of being rejected.
J0016	C	1	2	Major	`src/context/request.ts` — `export function enterSystemOperation(): void` and its doc comm	`enterSystemOperation`'s "only system operations may call this" is enforced by a comment	the restriction the comment states has no implementation — the export takes no argument, names no subject, presents no capability, and checks nothing about its caller, so any module able to `import` it can suspend the audit control for the rest of the request.
J0017	C	1	2	Major	`src/import/bulk.ts` — `applyBatch`, `prisma.importStaging.findMany({ where: { batchId } }	duplicate emails in one CSV resolve to a role the storage engine picks	a CSV listing the same email twice with different roles produces two staged rows and two upserts against the same `orgId_email` key, and nothing in the three files gives that pair an order — the surviving role is whatever the unordered `findMany` returns last.
J0018	C	1	2	Major	`src/import/bulk.ts` — `runImport` (`stageRows` → `applyBatch` → `deleteMany` inside one c	the staging round-trip has no inspection window, so the audit suspension buys nothing	the operator-review step that both the comment and the doc give as the justification for bypassing the audit control does not exist in the change — there is no second endpoint, no `status` column in `migrations/0058_import.sql`, and no point at which `runImport` yields, so the rows are written and deleted within one re
J0019	C	1	2	Major	`src/audit/guard.ts` — `export function assertAudited(model: string, action: string): void	nothing durable records which membership changed to which role	the guard's signature carries a model name and an action string and no row identity, so it cannot name a subject even once it is fixed to write records; the only durable artifact the import leaves is one `org_activity` row holding two integers, and the staging rows that held the per-row detail are deleted in the same r
J0020	C	1	2	Minor	`test/import/parse.test.ts` — `it("keeps an allowed role")`, asserting `parseRows(header +	the test suite pins the privilege behaviour the Criticals ask to remove	the single behaviour three reviewers filed as Critical — the parser accepting `owner` from an uploaded file — is asserted as intended by a green test, so the fix turns a passing test red and reads as a regression rather than a repair.
J0021	C	2	0	Major	`src/import/bulk.ts` — `applyBatch`, `prisma.importStaging.findMany({ where: { batchId } }	one email listed twice in a CSV resolves to a role decided by an unordered scan, and inflates `applied`	nothing in the change collapses duplicate emails — `parseRows` maps rows one-to-one, `import_staging` has no `UNIQUE (batch_id, email)`, and `findMany` carries no `orderBy` — so two rows naming the same member produce two upserts against the same `orgId_email` key whose surviving `role` is whatever the database happene
J0022	C	2	0	Major	`src/routes/import.ts` — `prisma.orgActivity.create({ data: { ..., detail: `${result.appli	the only durable record of the import is two integers, and the evidence it summarises is deleted at the end of the run	`applyBatch` knows, per row, which membership was created and which existing `role` it overwrote, and discards all of it — the activity row stores two counts, and `runImport` then deletes the staging rows that were the only other copy of what was submitted.
J0023	C	2	0	Major	`test/import/parse.test.ts` — `it("keeps an allowed role")`, asserting `parseRows(header +	the test suite pins the privilege-escalation vector as the specification	the diff's only test file contains a green assertion that a CSV cell reading `owner` survives parsing unchanged, so the behaviour the prior reviewers correctly called Critical is not merely present but locked in by a passing test — and none of their proposed fixes names this file.
J0024	C	2	0	Minor	`src/import/parse.ts` — `parseRows`, `const cols = splitLine(header).map((c) => c.trim().t	a UTF-8 BOM makes a correctly-formed header miss the `email` column	nothing strips a leading `﻿`, and `String.prototype.trim` does not remove it, so a header exported by a spreadsheet as `﻿email,name,role` yields `cols[0] === "﻿email"` and `iEmail === -1`.
J0025	C	2	1	Major	`src/import/parse.ts` — `splitLine` (`quoted = !quoted` with no end-of-line check) and `pa	`splitLine` accepts an unterminated quote and `parseRows` never checks a row's field count against the header, so a malformed line is silently reinterpreted rather than rejected	`splitLine` toggles `quoted` on any `"` and never verifies the flag is back to `false` at end of input, and `parseRows` reads fields positionally by index without ever asserting the row has the arity the header declares, so both a stray quote and a stray comma silently change which cell means what instead of failing.
J0026	C	2	1	Major	`src/import/parse.ts` — `parseRows`, `const role = (f[iRole] ?? "member").trim();` and `ro	the role cell is compared case-sensitively while the email cell beside it is case-normalized, and an unrecognized role falls back to `member` — a legitimate value of the same field	within one object literal `email` gets `.trim().toLowerCase()` and `role` gets only `.trim()`, so `Admin` and `Owner` — the spellings a spreadsheet produces — miss `ALLOWED_ROLES` and are rewritten to `member`, and because the fallback is itself a legal role no consumer downstream can distinguish "the operator asked fo
J0027	C	2	1	Major	`test/import/parse.test.ts` — `it("keeps an allowed role")` (`expect(parseRows(header + "a	the only test file in the diff asserts the exact behaviour the change's Critical findings require to be removed, so a correct security fix arrives as a red suite	the suite does not merely fail to cover the importer — it positively pins `owner` as an importable role value and pins the silent unknown-role coercion, so the assertions encode as intended behaviour the two things the role-escalation and in-band-fallback findings require to change (RT7 shape (a): the acceptance case's
J0028	C	2	1	Major	`src/routes/import.ts` — `prisma.orgActivity.create` placed after `await runImport(csv)` i	a failed import leaves no record that it ran, because the only actor record is written after `runImport` returns	the activity row is on the success path only, and `runImport` has no error handling of its own, so any throw inside `applyBatch` propagates out of `runWithContext` with the memberships already committed by the preceding iterations and nothing written to `org_activity`.
J0029	C	2	1	Minor	`src/import/parse.ts` — `parseRows`, `const cols = splitLine(header).map((c) => c.trim().t	a UTF-8 BOM makes the header's first column unmatchable, which is the ordinary trigger for the already-reported `iEmail === -1` path	`.trim()` does not remove `U+FEFF`, so a CSV saved by a spreadsheet application yields `cols[0] === "﻿email"` and `cols.indexOf("email")` returns `-1` — the prior findings report the consequence of `iEmail === -1` but name no trigger, and the fix they imply (require an `email` column, else 400) turns the most common re
J0030	C	2	2	Critical	`src/import/bulk.ts` — `stageRows` docstring ("scratch rows the operator can inspect befor	the audit bypass is justified by an operator-inspection step that does not exist in the code	the only stated reason the staging writes are exempt from the audit control is that a human inspects and may discard them before promotion, but `runImport` promotes and then deletes every staged row inside the same call with no return to the operator, so the exemption rests on a gate that is not implemented anywhere in
J0031	C	2	2	Major	`src/audit/guard.ts` — `const MUTATIONS = new Set(["create", "update", "delete", "deleteMa	the bypass has no effect on the write it was granted for, so scoping it is the wrong remedy — it should be deleted and the guard's list inverted	`createMany` is absent from `MUTATIONS`, so `assertAudited` already returns before it ever reads `ctx.skipAudit` — the grant `stageRows` takes out does nothing for the staging write it exists to permit, and its entire observable effect is to disarm the two writes the docs say are audited (`membership.upsert` and `orgAc
J0032	C	2	2	Major	`test/import/parse.test.ts` — `it("keeps an allowed role")`, asserting `parseRows(header +	the test suite pins the privilege-escalation vector as expected behaviour, so the security fix will read as a regression	the one behaviour a reviewer must change — a CSV cell reading `owner` surviving parsing and reaching `applyBatch`'s `upsert` — is the behaviour a green test now asserts, and no test anywhere asserts that an `admin` actor cannot assign a role above its own.
J0033	C	2	2	Major	`src/import/parse.ts` — `parseRows`, `const cols = splitLine(header).map((c) => c.trim().t	a byte-order mark, the default of every spreadsheet export, makes the endpoint answer 200 after rejecting every row and destroying the staging copy	`parseRows` never strips a leading `﻿`, so an Excel- or Sheets-exported CSV yields `cols[0] === "﻿email"`, `iEmail === -1`, `f[-1] ?? ""` gives every row an empty email, `applyBatch` rejects all of them and `runImport` then deletes the staged rows, and the route reports HTTP 200 with `{ staged: N, applied: 0, rejected:
J0034	C	2	2	Minor	`src/import/parse.ts` — `splitLine`, the `quoted = !quoted` branch and the final `out.push	an unterminated quote silently swallows the rest of the line	an odd number of `"` on a line leaves `quoted` true at the end of the loop and `splitLine` returns without signalling it, so every remaining comma is treated as data and the row collapses into fewer fields than the header has.
J0035	C	3	0	Major	`src/import/bulk.ts` — `applyBatch`, `prisma.membership.upsert` (`where: { orgId_email: … 	memberships — and roles — are created for email addresses nobody has proven anyone owns	the promotion path creates authorization state keyed on a raw CSV string with no resolution to an existing user, no existence check, and no invitation or consent step — the only validation the address ever receives is `row.email.includes("@")` — while the same migration shows the codebase does hold users in a table wit
J0036	C	3	0	Major	`src/context/request.ts` — `RequestContext.skipAudit?: boolean` (the new interface member)	`skipAudit` is a public field of `RequestContext`, so the audit control is disabled by object literal, not only by the sanctioned call	the bypass is expressed as an optional property on the exported request-context type, so every construction site of a `RequestContext` — including the one this diff adds in the route — can suspend the audit guard by adding one key, and the only thing standing between that and the guard is the comment "Only system opera
J0037	C	3	0	Major	`src/import/bulk.ts` — `enterSystemOperation()` (immediately before `prisma.importStaging.	the grant at `stageRows` does nothing for the write it exists to permit, and everything for the writes the design says must stay audited	`createMany` is not in `MUTATIONS`, so `assertAudited` returns before it ever reads `skipAudit` — the staging write was already exempt without the grant — which means the call's only observable effect is on the actions that *are* enumerated, i.e. the `upsert` in `applyBatch` and the `create` on `org_activity`, the two 
J0038	C	3	0	Major	`src/import/parse.ts` — `parseRows`, `const lines = csv.split(/\r?\n/)…` (line splitting p	`parseRows` splits records on newlines before quoting is considered, so a quoted field containing a newline corrupts the import	quote state is tracked per line but records are cut before quotes are parsed, so an RFC 4180 field containing a newline — what a spreadsheet export produces for a two-line display name — becomes two records, and relatedly an odd number of `"` on a line makes every remaining comma non-delimiting, merging the rest of the
J0039	C	3	0	Major	`src/routes/import.ts` — `prisma.orgActivity.create`, `detail: \`${result.applied} applied	the org activity row is the only surviving trace of an import, and it records neither the batch nor what changed	the one durable record the change writes carries two integers and no `batchId`, no affected addresses, and no role transitions, while `src/import/bulk.ts` deletes the staging rows (`prisma.importStaging.deleteMany`) at the end of the same request and no audit row is written anywhere in the diff — so nothing that outliv
J0040	C	3	0	Major	`src/audit/guard.ts` — `logger.debug({ model, action, requestId: ctx.requestId }, "audit s	the audit bypass is logged one level below the writes it exempts	within one guard, the ordinary path logs at `info` and the security-exceptional path logs at `debug`, and the exceptional line also omits `actorId` — the single field that would say on whose behalf the exemption ran.
J0041	C	3	0	Major	`test/import/parse.test.ts` — `it("keeps an allowed role")` (asserts `parseRows(… "a@x.com	two of the existing tests assert the defects as intended behaviour, so the reported fixes cannot land without changing a green suite	the suite pins `owner` surviving the parser as correct, and pins the `-1`-sentinel path as correct, which are exactly the two behaviours the already-reported escalation finding and the `-1`/`member` collision findings require changing — so the reported remedies are not test-neutral, and the second test is green *becaus
J0042	C	3	0	Minor	`src/routes/import.ts` — `if (csv.length > MAX_CSV_BYTES)`	correction — the UTF-16 undercount is up to 3×, not "roughly double"	the already-reported findings give two different factors for the same defect, "roughly double the constant" and "roughly three times"; the reachable worst case is three UTF-8 bytes per UTF-16 code unit (any BMP codepoint above U+07FF — CJK, Hangul, Devanagari), while astral characters cost four bytes per *two* code uni
J0043	C	3	0	Minor	`src/import/bulk.ts` — `const batchId = \`${ctx.orgId}-${ctx.requestId}\``; `migrations/00	correction — the `batchId` collision is intra-org, and the tenancy claim in the reported finding does not follow from the missing column	one rendering of the reported finding presents "`import_staging` has no `org_id` column" and "two requests that supply the same header value share a batch" as one consequence, which reads as a cross-tenant hole; it is not one, because the org id occupies a fixed 36-character prefix (the migration types tenant ids as `u
J0044	C	3	1	Critical	`src/import/parse.ts` — `parseRows`, `displayName: (f[iName] ?? "").trim()` (line 235); co	the same `-1`/`?? ""` sentinel that was reported for `email` silently blanks `displayName` on every existing member	when the header has no `name` column `iName` is `-1`, so `f[-1] ?? ""` yields `""` for every row, and unlike `email` — where the empty string is caught by `row.email.includes("@")` and merely rejects the row — the empty `displayName` flows into the `update` branch of an upsert that writes it unconditionally over the st
J0045	C	3	1	Major	`src/import/parse.ts` — `parseRows`, `csv.split(/\r?\n/)` (line 222), against `splitLine`'	the CSV parser splits records on newlines before it knows the quote state, so a quoted field containing a line break silently produces one bad row and one rejected row	`splitLine` implements RFC 4180 quoting for embedded commas and doubled quotes, but records are cut by a regex split that runs before any quote state exists, so a quoted field containing `\n` — which every spreadsheet exports for a multi-line name or address — is torn across two records, and `splitLine` never reports t
J0046	C	3	1	Major	`src/import/bulk.ts` — `applyBatch` (lines 139-164) and `runImport`'s `prisma.importStagin	the import reports aggregate counts only and then destroys the per-row record, so neither the operator nor an incident responder can learn what it did	`applied` is incremented identically for an upsert that created a membership and one that rewrote an existing member's `role` and `displayName`, `rejected` carries no line numbers or reasons, the staging rows that held the submitted values are deleted unconditionally on the success path, and the single `org_activity` r
J0047	C	3	1	Minor	`src/import/bulk.ts` — `stageRows`, `staged += chunk.length` (line 126)	`staged` is computed from the input array, not from what the database reported inserting	`prisma.importStaging.createMany` returns `{ count }`, and that return value is discarded in favour of the length of the slice that was sent.
J0048	C	3	1	Minor	`src/import/parse.ts` — `const cols = splitLine(header).map((c) => c.trim().toLowerCase())	correction to the reported header finding — a UTF-8 BOM makes the `-1` path fire for ordinary spreadsheet exports, not just for typos	the prior reviewers characterised the `indexOf` sentinel as triggering on a *misspelled* header; `String.prototype.trim` does not strip `U+FEFF`'s effect here in the way that matters — Excel, Google Sheets and most Windows CSV exporters prefix the file with a UTF-8 BOM, so `cols[0]` is `"﻿email"`, `indexOf("email")` re
J0049	C	3	1	Minor	`test/import/parse.test.ts` — `it("keeps an allowed role")`, asserting `parseRows(header +	the test suite pins the privilege-escalation behaviour as intended	the only assertion in the diff that touches the `owner` role asserts that a CSV-supplied `owner` survives parsing, which is exactly the behaviour the reported escalation Critical requires to change.
J0050	C	3	2	Critical	`src/import/parse.ts` — `parseRows`, line 232 (`const role = (f[iRole] ?? "member").trim()	a CSV without a `role` column silently demotes every listed existing member to `member`, up to and including the last owner	when the header has no `role` column `iRole` is `-1`, `f[-1]` is `undefined`, so every row is manufactured with `role: "member"`, and `applyBatch`'s `update` branch writes that manufactured value over the existing membership unconditionally — absence of a column is turned into an explicit demotion for every address in 
J0051	C	3	2	Major	`src/import/bulk.ts` — `applyBatch`, line 157 (`update: { displayName: row.displayName, … 	the same unconditional `update` branch blanks the display name of every existing member when the CSV has no `name` column	`iName === -1` yields `""` for every row, and the `update` branch writes that empty string over the stored `displayName` — the parser's "column absent" marker and the legitimate value "this person has no display name" are the same datum, so the promotion cannot tell them apart.
J0052	C	3	2	Major	`src/import/parse.ts` — `parseRows`, line 222 (`csv.split(/\r?\n/).filter(…)`) with `split	`parseRows` splits the file into lines before quote parsing, so a quoted field containing a newline corrupts two rows, and an unterminated quote is accepted silently	line splitting happens outside the quote state machine, so the `"Ann\nSmith"` form that every spreadsheet exporter produces for a multi-line cell is cut in half before `splitLine` ever sees it, and `splitLine` returns normally when the loop ends with `quoted === true` rather than reporting an unterminated field.
J0053	C	3	2	Major	`src/audit/guard.ts` — `assertAudited`, line 79 (`logger.debug({…}, "audit skipped")`) aga	the audit bypass is recorded at `debug` while ordinary audited writes are recorded at `info`, so in production the skipped writes are the only ones that leave no trace	the two branches of the same control log at different levels, and the quieter level is on the branch that suppresses the control — under any normal production log configuration (`info` and above) every skipped write is invisible while every ordinary write is recorded, which is exactly inverted from what the events are 
J0054	C	3	2	Major	`test/import/parse.test.ts` — `it("keeps an allowed role")`, lines 341-343	an existing test asserts that `owner` survives the parser, pinning the reported privilege escalation as intended behaviour	the suite's only role-related allow case asserts `parseRows(… "a@x.com,Ann,owner")[0].role === "owner"`, so the escalation primitive already reported as Critical is written into the test suite as a requirement, and the deny side (`superuser` → `member`, line 315) is tested only in the direction that never mattered.
J0055	C	3	2	Minor	`src/routes/import.ts` — `csv.length > MAX_CSV_BYTES`, line 263	correction — the UTF-16 overshoot on `MAX_CSV_BYTES` is up to 3×, not "roughly double"	two of the already-reported findings give different factors for the same defect ("roughly double" and "roughly three times"); the correct worst case is 3, since a BMP code point outside Latin-1 (CJK, most punctuation and symbol blocks) is one UTF-16 unit and three UTF-8 bytes, while astral characters are two units and 
J0056	C	3	2	Minor	`src/import/bulk.ts` — `stageRows`, line 126 (`staged += chunk.length`)	`staged` is counted from the slice length rather than from what `createMany` reports inserting	`createMany` returns a `{ count }` the code discards, so `staged` is the number of rows *submitted*, not the number persisted, and the returned `ImportSummary.staged` would keep reporting success if the insert ever began dropping rows (for example the moment anyone adds `skipDuplicates`).
J0057	C	3	2	Minor	`src/routes/import.ts` — `prisma.orgActivity.create`, lines 277-284 (`detail: \`${result.a	the surviving activity record carries neither the batch key nor what changed	`detail` is a formatted count string with no `batchId` and no per-member content, and `runImport` deletes the staging rows before returning, so the one row that outlives an import cannot be joined to anything that says which memberships it touched.
J0058	C	4	0	Major	`src/import/bulk.ts` — `applyBatch()`'s `prisma.importStaging.findMany({ where: { batchId 	a duplicated address in one CSV is applied twice and the surviving role is decided by unordered rows	nothing between `parseRows` and the promotion collapses two rows with the same email — `createMany` stages both, and `findMany` reads them back with no `orderBy`, so the loop upserts the same `orgId_email` key twice and the role that survives is whichever row the planner returned last (R57: an ordering key with no tota
J0059	C	4	0	Major	`src/routes/import.ts` — `const MAX_CSV_BYTES = 5 * 1024 * 1024;` (the only bound in the c	the CSV row count is unbounded, and every row is promoted by a separate sequential upsert inside the request	the size cap is the only limit on the work the handler accepts, and a 5 MB file of `a@x.com,A,member` lines is roughly 200,000 rows, each of which costs one round-trip in a loop the request thread waits on (R45's shape: the per-item loop is the whole cost model, and RS3's "bound the size of anything you store").
J0060	C	4	0	Major	`src/import/parse.ts` — `parseRows()` returns `email: (f[iEmail] ?? "").trim().toLowerCase	the email is never validated at the boundary — the only check is `includes("@")`, after the row is already persisted	validation lives deep in the promotion loop rather than at the parse boundary (RS3), and the predicate it uses admits `@`, `a@b`, `a@b@c`, an address with internal spaces, and a 100 KB string — all of which become the identity half of the `orgId_email` upsert key.
J0061	C	4	0	Major	`src/import/parse.ts` — `parseRows()`'s `csv.split(/\r?\n/)` followed by `splitLine(line)`	`splitLine` is applied after the input has already been split on newlines, so a quoted field containing a newline silently corrupts two rows	the change decides CSV record structure from raw text before the field parser runs (R47 — its own partial parser standing in for the format's interpreter), so a newline inside quotes ends a record, and the one malformed state the parser can actually detect — `quoted === true` at end of input — is never reported.
J0062	C	4	0	Major	`test/import/parse.test.ts` — `it("keeps an allowed role")` asserting `parseRows(header + 	the suite's only role assertion pins the escalation as expected behaviour, and the route's authorization gate has no test on either side	this is not the coverage gap already reported (that new exports have no test) but its inverse — the one assertion the suite does make about roles asserts the permissive direction of the vulnerable path, and the gate that decides who may import has neither a deny fixture nor a boundary-adjacent allow fixture (RT10 claus
J0063	C	4	0	Major	`src/routes/import.ts` — `prisma.orgActivity.create({ ... })` placed after `const result =	the org-activity record — the only actor-attributed trace of an import — is written after the promotion and is skipped entirely when it fails	the record that says who ran the import is a separate statement sequenced after all the membership writes and outside any transaction, so any throw inside `applyBatch`'s loop propagates out of `runImport` and past the `create`, leaving the memberships that were already committed with no attributed record.
J0064	C	4	0	Minor	`src/import/bulk.ts` — `staged += chunk.length;` immediately after `await prisma.importSta	`stageRows` reports a staged count it made up rather than the count the database returned	`createMany` returns `{ count }`, and the code discards it in favour of the length of the slice it submitted.
J0065	C	4	0	Minor	`src/import/bulk.ts` — `applyBatch()`'s `rejected += 1; continue;` and `runImport()`'s `aw	rejected rows are counted and then deleted, so the operator is told a number and given no way to find the rows behind it	the only output for a rejected row is an increment, and the staging row that held it is deleted on the way out, so nothing identifies which line failed.
J0066	C	4	1	Major	`src/import/parse.ts` — `parseRows()` (returns `email: (f[iEmail] ?? "").trim().toLowerCas	email is never validated at the boundary — the only check is `includes("@")` deep inside `applyBatch`	the parser validates `role` against `ALLOWED_ROLES` at the boundary but applies no test at all to `email`, and the substitute check two modules downstream is a substring test that accepts `@`, `a@`, `@b`, `a@b@c`, `a b@c` and an address of arbitrary length — exactly the "validated deep in business logic rather than at 
J0067	C	4	1	Major	`src/import/bulk.ts` — `applyBatch()`'s `prisma.importStaging.findMany({ where: { batchId 	a CSV that names the same address twice applies a role the query planner picks, not the one the file specifies	nothing between the CSV and the database collapses duplicate addresses — `parseRows` emits one row per line, staging accepts both, and `findMany` is issued with no `orderBy`, so for `a@x.com,Ann,owner` followed by `a@x.com,Ann,member` the surviving role is whichever row Postgres happens to return last.
J0068	C	4	1	Major	`src/import/bulk.ts` — `const CHUNK = 200` (used only by `stageRows`), `applyBatch()`'s `f	the whole batch is read into memory and applied one round-trip per row — `CHUNK` is honoured on the write path only	the file already contains the chunking primitive the read/write path needs, and `applyBatch` reimplements the traversal without it — one unbounded `findMany` plus one awaited round trip per row (R1(e): the hazard the existing helper does not address is that `stageRows` chunks the *statement* size but nothing chunks the
J0069	C	4	1	Major	`src/import/parse.ts` — `parseRows()`'s `csv.split(/\r?\n/).filter((l) => l.trim() !== "")	a quoted field containing a newline is split into two rows, and an unterminated quote is accepted silently	the parser is quote-aware within a line (it handles `"Ann, the second"` and `""` unescaping, both pinned by tests) but the document is cut into lines first, so the one quoting case that spans lines — an embedded newline, which is exactly why RFC 4180 quoting exists — is impossible to represent, and a line ending inside
J0070	C	4	1	Major	`test/import/parse.test.ts` — `it("keeps an allowed role")`, asserting `parseRows(header +	the test suite asserts the escalation vector is correct behaviour, so the security fix will read as a regression	the diff's only test pins as *expected* the single step that makes the reported role-escalation Critical exploitable — that `owner` survives parsing untouched — and there is no counterpart test anywhere asserting that an actor cannot grant a role above their own (RT8: the denial side of this control has no test at all,
J0071	C	4	1	Minor	`src/import/parse.ts` — `const cols = splitLine(header).map((c) => c.trim().toLowerCase())	a UTF-8 BOM makes every column index `-1`, so the standard spreadsheet export imports nothing	Excel and Google Sheets prefix a CSV export with `﻿`, which `trim()` does not remove, so `cols[0]` is `"﻿email"` and `iEmail`, being computed from an exact match, is `-1` — the reported missing-`email`-column finding describes this consequence but not its most likely trigger, which is the ordinary path for an admin who
J0072	C	4	1	Minor	`src/import/bulk.ts` — `applyBatch()`'s `rejected += 1` (no identifier retained) and `runI	rejected rows are reported only as a count, and the staging rows holding them are deleted in the same request	the summary returns `rejected: N` with nothing identifying which rows failed, and the only copy of those rows is deleted before the response is written.
J0073	C	4	2	Critical	`src/import/parse.ts` — `parseRows`'s `const lines = csv.split(/\r?\n/)`, which runs befor	`parseRows` decides record boundaries by notation before the quote parser runs, so a newline inside a quoted field injects a row the uploader never sees	record separation is decided on raw text while field quoting is decided one function later, so a `\n` inside a quoted cell terminates the record — the CSV grammar says it does not — and the continuation text is parsed as a fresh data row with its own `email` and `role`.
J0074	C	4	2	Major	`src/import/bulk.ts` — `applyBatch`'s `await prisma.importStaging.findMany({ where: { batc	the 200-row chunking is applied to the staging write and to nothing else, so the promotion path loads and upserts an unbounded batch inside one request	`CHUNK = 200` bounds only the `createMany` loop; the read that follows it has no `take`, no cursor and no ordering, and the promotion is one awaited round trip per row (R3 — the two sites are superficially the same pattern, and the second never received it).
