id	arm	review	part	severity	file	title	what_is_wrong
K0011	T	1	2	Major	`src/audit/guard.ts` — `assertAudited`, `logger.debug({ model, action, requestId: ctx.requ	the audit-suspension path is the only one of the three logged below production level, and it is the only one that omits the actor	a refused write throws, a normal write logs `info` with `actorId`, but the write that bypasses the audit control logs `debug` with `requestId` and no `actorId` — so the suspension is invisible at a production log level and, even at debug, cannot be attributed to a principal.
K0012	T	1	2	Major	`src/import/parse.ts` — `splitLine`, the `else { quoted = !quoted; }` branch	a bare quote inside an unquoted field flips the parser into quoted mode, shifting every later column	`splitLine` toggles quoted mode on any `"` at any position, but RFC 4180 and every spreadsheet exporter treat a field as quoted only when the quote is its FIRST character, so `a@x.com,Sean O"Brien,member` parses as two fields — `["a@x.com", "Sean OBrien,member"]` — with the quote swallowed and the delimiter absorbed.
K0013	T	1	2	Major	`src/import/bulk.ts` — `applyBatch`, `prisma.importStaging.findMany({ where: { batchId } }	a duplicated email in one CSV is promoted twice through an unordered read, so the winning role is nondeterministic	nothing dedupes emails — `parseRows` does not, `import_staging` in `migrations/0058_import.sql` has no unique key on `(batch_id, email)`, and the promotion reads the staged rows with no `orderBy` — so two rows for one email both run `upsert` and the last one the engine happens to return decides the stored role.
K0014	T	1	2	Major	`test/import/parse.test.ts` — `it("defaults a missing role to member")`, and `src/import/p	the "defaults a missing role to member" test certifies the negative-index path, so it green-lights the header bug and will red when it is fixed	with header `email,name` the test passes only because `iRole` is `-1` and `f[-1]` is `undefined`, which is the identical mechanism that turns a mistyped or BOM-prefixed `email` header into `f[-1] ?? ""` and blanks every address — so the suite records the unrecognised-column behaviour as intended and no test distinguish
K0015	T	1	2	Major	`src/import/parse.ts` — `ALLOWED_ROLES`; `src/routes/import.ts` — `session.role !== "admin	the org-role vocabulary is written out three times in three languages with no shared source	the same three role strings are independently encoded in the parser's allowlist, the route's authorization test, and the migration's default, with no constraint tying them together and no `CHECK` on the column, and these are the same concept — all three name the value written to `membership.role` — so this is a genuine
K0016	T	2	0	Major	migrations/0058_import.sql — `CREATE TABLE import_staging` / `CREATE TABLE org_activity`, 	the two new tables have DDL but no Prisma model, so `prisma.importStaging` and `prisma.orgActivity` have nothing behind them	the change creates both tables for the first time in hand-written DDL and is also the first caller of both Prisma accessors, yet the eight-file change set contains no `schema.prisma` edit — and the Prisma Client is generated from the schema, never from the database, so the accessors have no model, and even once a model
K0017	T	2	0	Major	src/import/bulk.ts — `applyBatch`, `prisma.importStaging.findMany({ where: { batchId } })`	nothing in the pipeline has a per-batch identity key, so a CSV listing the same address twice upserts it twice in an order Postgres does not define	`parseRows` does not collapse repeated emails, `migrations/0058_import.sql` puts no unique constraint on `(batch_id, email)`, and the promotion read has no `orderBy`, so two rows for one address are both staged and both upserted with whichever one the planner happens to return last deciding the surviving `role` and `di
K0018	T	2	0	Major	test/import/parse.test.ts — `it("accepts CRLF line endings", ...)`, against src/import/par	`accepts CRLF line endings` cannot fail, because the `\r?` it claims to cover has no observable effect	I ran the mutation — replacing `/\r?\n/` with `"\n"` leaves that test's input producing a byte-identical result (`[{email:"a@x.com",displayName:"Ann",role:"member"}]`, length 1), because every downstream consumer of a field already calls `.trim()` (`cols` in the header map, `email`, `displayName`, `role`, and the blank
K0019	T	2	0	Minor	src/import/parse.ts — `const role = (f[iRole] ?? "member").trim();` and `ALLOWED_ROLES.inc	`role` is matched against the allowlist without the case-folding `email` gets two lines above	`email` is lowercased and `role` is not, so `Admin` and `OWNER` — the spellings a spreadsheet produces from a title-cased column — miss the allowlist and fall through to `member` (executed: `email,name,role\na@x.com,Ann,Admin` yields `role: "member"`).
K0020	T	2	1	Major	src/import/parse.ts — `parseRows`, lines `email: (f[iEmail] ?? "").trim().toLowerCase()` a	the role token is compared case-sensitively while the email beside it is normalized, so `Admin` silently becomes `member`	the email field is normalized with `.toLowerCase()` but the role field is matched against `ALLOWED_ROLES` in whatever case the file supplied, so any spreadsheet-cased spelling (`Admin`, `Owner`, `MEMBER`) misses the allowlist and is coerced to `member` with no signal.
K0021	T	2	1	Major	src/import/bulk.ts — `applyBatch`, `const staged = await prisma.importStaging.findMany({ w	duplicate emails in one CSV resolve to a database-order winner, and `applied` counts the same member twice	nothing between `parseRows` and the `upsert` de-duplicates on email, the staging read has no `orderBy`, and `import_staging` has no uniqueness constraint (`migrations/0058_import.sql` indexes `batch_id` only), so when one file lists an address twice the final role is whichever row the storage engine happens to return l
K0022	T	2	1	Major	test/import/parse.test.ts — `it("keeps an allowed role", ...)`, asserting `parseRows(heade	the parser suite asserts that a CSV may name `owner`, so fixing the escalation reds a green test	the only test that covers the top of the role vocabulary pins the escalation path as intended behaviour, and `ALLOWED_ROLES` is the sole place `owner` is admitted from user-supplied data, so the natural remedy for the already-reported escalation turns this test red — while no test anywhere asserts the denial.
K0023	T	2	1	Minor	src/import/parse.ts — `splitLine`, the `else { quoted = !quoted; }` branch	an unbalanced quote inside an unquoted field swallows the following comma and merges columns	a `"` anywhere in a field toggles quote state, including in a field that never opened as quoted, so `a@x.com,Ann" Smith,admin` produces two fields rather than three — the parser accepts malformed input instead of rejecting it.
K0024	T	2	1	Minor	src/routes/import.ts — the `session.role !== "admin" && session.role !== "owner"` guard, w	the 403 path runs outside `runWithContext`, so a refused privileged import leaves no record	the authorization denial writes no `org_activity` row and no audit line, because both the context and the activity write live inside the `runWithContext` callback below it.
K0025	T	2	1	Minor	src/import/bulk.ts — `stageRows`, `staged += chunk.length` after `await prisma.importStagi	`stageRows` reports the requested row count, not the inserted one	`createMany` returns `{ count }` and the code discards it, so `staged` is what the importer asked for rather than what the database accepted.
K0026	T	2	2	Major	`src/import/parse.ts` — `parseRows`, `role: ALLOWED_ROLES.includes(role) ? role : "member"	an unrecognized or differently-cased role is silently coerced to `member`, and the upsert then writes that over an existing member's real role	`email` is normalized with `.toLowerCase()` but `role` is only `.trim()`ed, so `Admin`, `OWNER` or any typo fails `ALLOWED_ROLES.includes` and becomes `member`, and `applyBatch`'s upsert `update: { role }` writes that value over the row already in `membership` while `rejected` is not incremented.
K0027	T	2	2	Major	`src/import/parse.ts` — `parseRows` (`f[iEmail] ?? ""`, `f[iName] ?? ""`, `f[iRole] ?? "me	`parseRows` never checks a row's field count or an unterminated quote, so a malformed row is accepted with defaults instead of being rejected	the row builder reads three independent fields through `??` defaults and never compares `f.length` with `cols.length`, and `splitLine` returns a truncated field list when a quote is left open at end of line, so both a short row and an unbalanced-quote row become a syntactically valid `ImportRow` rather than an error.
K0028	T	2	2	Major	`src/import/bulk.ts` — `runImport`; `stageRows` docstring; `docs/import.md` "Auditing" sec	the "stage, inspect, then apply" workflow that justifies the staging table and its audit exemption does not exist	`stageRows`'s docstring calls the rows "scratch rows the operator can inspect before applying" and `docs/import.md` describes staging as a separate step, but `runImport` calls `stageRows`, `applyBatch` and `deleteMany` in one uninterrupted async function and `src/routes/import.ts` exports only `POST`, so no code path i
K0029	T	2	2	Minor	`src/import/bulk.ts` — `applyBatch`, the `for (const row of staged)` loop	duplicate emails inside one CSV are applied twice and `applied` counts upserts rather than members	two rows for the same address produce two `membership.upsert` calls, so `applied` exceeds the number of members touched and the later row's role silently overwrites the earlier one with no rejection recorded.
K0030	T	2	2	Minor	`src/routes/import.ts` — `POST`, the `prisma.orgActivity.create` call, and `src/import/bul	a retried request re-runs the whole import and appends a second `org_activity` row	`x-request-id` is used only to name the batch and never as an idempotency key, so a client that retries after a timeout runs the pipeline again and writes a second activity record for one logical import.
K0031	T	3	0	Major	src/import/bulk.ts — `applyBatch`, the `update:` branch of `prisma.membership.upsert`; sou	a CSV that omits the `name` or `role` column silently blanks display names and demotes existing members	`parseRows` collapses "column absent from the header" into the same in-band value as "field supplied empty" (`displayName: (f[iName] ?? "").trim()` → `""`, `role: (f[iRole] ?? "member")` → `"member"`), and `applyBatch` then writes both keys unconditionally into the `update` branch, so an upload that says nothing about 
K0032	T	3	0	Major	src/import/parse.ts — `parseRows` line 1 (`csv.split(/\r?\n/)`) and `splitLine`	`parseRows` splits the file into lines before parsing quotes, so a quoted field containing a newline destroys the record — and an unterminated quote is never reported	`splitLine` is quote-aware but is only ever handed one already-split line, so `"Ann,\nthe second"` — a legal RFC 4180 field, and what a spreadsheet exports for any name or note containing a line break — is torn into two records, and `splitLine` returning with `quoted === true` at end of input is discarded silently inst
K0033	T	3	0	Major	src/import/parse.ts — `parseRows`, `const iEmail = cols.indexOf("email")`	a UTF-8 BOM makes the `email` column unmatchable, so every row of a spreadsheet-exported file is rejected — the reported "header typo" fix does not cover this	the header is normalised with `.trim().toLowerCase()` only, and `String.prototype.trim` does not strip `﻿`, so a file beginning with a UTF-8 BOM yields `cols[0] === "﻿email"` and `iEmail === -1`.
K0034	T	3	0	Major	src/context/request.ts — `enterSystemOperation`, first line `const ctx = currentContext()`	`enterSystemOperation()` throws for two of the three callers its own doc comment declares	the new doc comment declares three legitimate callers — "the importer's staging writes, the nightly reconciler, the schema backfill" — but the function's only path to a context is `currentContext()`, which throws `Error("no request context")` when `AsyncLocalStorage.getStore()` is `undefined`, and a nightly reconciler 
K0035	T	3	0	Major	test/import/parse.test.ts — `it("keeps an allowed role")` and `it("defaults a missing role	the parse test suite ratifies `owner` as a CSV-grantable role, so the reported escalation fix lands red	the suite asserts that `owner` survives parsing as a legitimate value and that an absent role column resolves to `member`, which pins as intended behaviour exactly the two mechanisms the escalation and the silent-demotion findings say must change, and it does so in the only test file the change ships.
K0036	T	3	0	Minor	src/import/bulk.ts — `stageRows`, `staged += chunk.length`	`stageRows` reports the rows it intended to insert, not the rows the database accepted	`createMany` returns `{ count }` and the return value is discarded, so `staged` is the size of the slice rather than the number of rows written.
K0037	T	3	0	Minor	migrations/0058_import.sql — `CREATE TABLE import_staging`	the staging table constrains none of what the code assumes about it	`role` carries a `DEFAULT 'member'` but no `CHECK (role IN ('member','admin','owner'))`, there is no unique constraint on `(batch_id, email)`, and `email`/`display_name` are unbounded `text`.
K0038	T	3	1	Major	src/audit/guard.ts — `assertAudited`, the `if (ctx.skipAudit)` branch	the audit bypass is logged at `debug` and without an identity, so in production a skipped write leaves no trace at all	The sanctioned-bypass path logs `logger.debug({ model, action, requestId }, "audit skipped")` while every enforced write logs at `info`, and the debug line omits `actorId` and `orgId` — the two fields an incident review needs — so at a normal production log level the bypass emits nothing and, even at debug, the emitted
K0039	T	3	1	Major	src/import/parse.ts — `parseRows`, `csv.split(/\r?\n/)`	`parseRows` splits records on newlines before any quote state exists, so a quoted field containing a newline shreds the row	Record splitting happens in `parseRows` before `splitLine` is ever called, and `splitLine`'s `quoted` flag is created and discarded per line, so a `\n` inside a quoted field — which `test/import/parse.test.ts` implies is supported, since it pins quoted commas and doubled quotes — terminates the record instead of being 
K0040	T	3	1	Major	src/routes/import.ts — `POST`, the `prisma.orgActivity.create` call after `await runImport	the org activity record is written only on the success path, so a partially applied import leaves membership changes with no actor attribution	`orgActivity.create` sits after an unguarded `await runImport(csv)` with no `try`/`catch` and no `finally`, so any throw inside `applyBatch` — a constraint violation on row 400 of 500 — propagates out of `runWithContext` before the activity row is written, even though the first 399 memberships are already committed.
K0041	T	3	1	Minor	src/import/parse.ts — `splitLine`, `quoted = !quoted`	a `"` anywhere inside an unquoted field is treated as a quote toggle, silently stripping it and, in even pairs, mangling the name	The tokenizer toggles quote state on any `"`, not only on one that opens a field, so a hand-written row like `a@x.com,Ann "Annie" Smith,admin` silently becomes `displayName === "Ann Annie Smith"` with the quotes deleted, and this pair-balanced case is invisible to any end-of-input quote check.
K0042	T	3	1	Minor	src/context/request.ts — the doc comment above `enterSystemOperation`	`enterSystemOperation`'s doc comment justifies the API with callers the change does not contain	The comment states that "the importer's staging writes, the nightly reconciler, the schema backfill" announce themselves here, but the change adds exactly one caller (`stageRows` in src/import/bulk.ts), so the plural list makes a general-purpose audit-bypass API look like an established convention rather than a one-cal
K0043	T	3	1	Minor	src/import/bulk.ts — `runImport`, `prisma.importStaging.deleteMany` after `applyBatch`	rejected rows are counted but never identified, and the only evidence of which they were is deleted before the response is built	`applyBatch` returns only a `rejected` count while `runImport` deletes the staging rows unconditionally on the success path, so an admin who uploads 5,000 rows and is told 137 were rejected has no way to learn which addresses those were.
K0044	T	3	2	Major	src/import/bulk.ts — `applyBatch`, the `update:` payload of `prisma.membership.upsert`	the promotion upsert unconditionally overwrites `displayName`, so a CSV without a `name` column blanks the stored name of every existing member it touches	`parseRows` coerces an absent or empty `name` column to `""` (`displayName: (f[iName] ?? "").trim()`, with `iName === -1` when the header has no `name`), and `applyBatch` writes that `""` into the `update` branch with no check that the CSV supplied the field at all — verified by executing the parser: `parseRows("email,
K0045	T	3	2	Major	src/import/parse.ts — `parseRows`, `csv.split(/\r?\n/)` at the head of the function; `spli	`parseRows` splits on newlines before it parses quotes, so a quoted field containing a newline is torn into a phantom row	quote state is reset at every physical line because the record split happens before field parsing, so an RFC 4180 quoted field spanning a newline is truncated and its continuation is parsed as a separate record — executed against the diff's own code, `parseRows('email,name,role\na@x.com,"Ann\nevil@x.com,Evil,owner",mem
K0046	T	3	2	Minor	test/import/parse.test.ts — `it("keeps an allowed role")`; src/import/parse.ts — `ALLOWED_	correction — the reported privilege escalation cannot be fixed in `ALLOWED_ROLES`, and `test/import/parse.test.ts` pins the parser behaviour that makes it look like it can	three of the already-reported findings name the escalation but locate it in the role vocabulary, and the obvious edit — removing `"owner"` from `ALLOWED_ROLES` — reds a currently-green test and still leaves an admin able to write `admin` onto an existing `owner`, because the parser has no knowledge of the caller's own 
K0047	T	3	2	Minor	src/routes/import.ts — `prisma.orgActivity.create` placed after `await runImport(csv)`	a partially applied import leaves no entry in the activity feed that the docs present as the record of the run	the activity write is sequenced after the whole import, so any throw inside `runImport` — the empty-CSV `TypeError`, a mid-loop upsert failure — skips it, while the memberships already upserted before the throw remain.
K0048	T	3	2	Minor	src/context/request.ts — `contextSnapshot`	correction — the criticism of `contextSnapshot`'s `Readonly` return is misdirected	two reported findings say the `Readonly<RequestContext>` return "promises more than it delivers" / "is only shallow", but `RequestContext` is three strings and one boolean, so there is no nested structure for shallowness to reach, and the function returns a spread copy — mutating the result cannot touch the stored fram
K0049	T	4	0	Major	src/import/bulk.ts — `applyBatch`, lines `const staged = await prisma.importStaging.findMa	`applyBatch` reads the whole batch unbounded and applies it one round-trip at a time, ignoring the `CHUNK` batching the same file already uses	the write path in `stageRows` deliberately chunks at `CHUNK = 200`, but the read-back in `applyBatch` has no `take`/cursor and the promotion loop issues one sequential `upsert` per row, so the file's own batching helper is reimplemented as "no batching" three lines later (R1: the shared path exists in the change and th
K0050	T	4	0	Major	src/import/parse.ts — `parseRows` line `const lines = csv.split(/\r?\n/)`, together with `	quoted fields containing a line break are torn into fragment rows, and an unterminated quote has no error state	`parseRows` splits the document into lines *before* `splitLine` ever sees a quote, so the RFC-4180 quoting that `splitLine` otherwise implements (the change tests it for embedded commas and doubled quotes) does not extend to embedded newlines, and `splitLine` returning with `quoted === true` — an unterminated quote — i
K0051	T	4	0	Major	src/import/bulk.ts — `applyBatch`, the `update: { displayName: row.displayName, role: row.	the promotion upsert overwrites `displayName` unconditionally, so a CSV without a `name` column erases every matched member's display name	when the header has no `name` column, `iName` is `-1`, `f[-1]` is `undefined`, and `displayName` becomes `""` for every row, which the `update` branch then writes over the existing membership — the same `-1` hazard the reviewers already reported for `email` applies verbatim to `name`, and only `role` escapes it because
K0052	T	4	0	Major	src/import/bulk.ts — `applyBatch` line `if (!row.email.includes("@"))`; src/import/parse.t	nothing bounds the length of an imported cell, and the only content check before the write is `includes("@")`	`parseRows` performs no validation at the boundary at all (it never rejects a row), and the single check downstream accepts `@`, `a@`, and `@b` as emails while nothing anywhere bounds the size of `email` or `displayName`, so a request body under the 5 MB cap can be one row whose display name is ~5 MB (RS3: validate at 
K0053	T	4	0	Major	src/import/bulk.ts — `applyBatch`, `findMany({ where: { batchId } })` with no `orderBy`, a	duplicate addresses in one CSV are resolved by an unspecified row order, and `applied` counts them twice	the staging read has no ordering key at all, so when a CSV lists the same address twice with different roles the winning `upsert` is decided by whatever order the engine happens to return rows in (R57: the query has no total order and the code depends on one), and `applied` is incremented per staged row rather than per
K0054	T	4	0	Major	src/import/bulk.ts — `runImport`, the `await prisma.importStaging.deleteMany({ where: { ba	rejected rows are counted but never identified, and the only record of them is deleted moments later	`applyBatch` returns `rejected` as a bare integer and `runImport` immediately deletes the staging rows the number refers to, so nothing in the change — not the response, not `org_activity` (whose `detail` is the same two counts), not the log line — records *which* addresses were dropped.
K0055	T	4	0	Major	test/import/parse.test.ts — all nine cases, each built from `const header = "email,name,ro	every parse test uses the same column order, so the header-mapping logic the parser is built around is never exercised	`parseRows`'s entire reason for computing `cols.indexOf("email"/"name"/"role")` is to tolerate arbitrary column order, and not one test permutes the header — an implementation that ignored the header and read `f[0]`, `f[1]`, `f[2]` positionally would pass all nine assertions, including `defaults a missing role to membe
K0056	T	4	0	Minor	src/import/bulk.ts — `stageRows`, `staged += chunk.length`	`staged` is the number of rows the code intended to write, not the number the database accepted	`createMany` returns `{ count }`, and the function discards it in favour of the length of the slice it submitted, so the returned `staged` is an assumption rather than an observation.
K0057	T	4	1	Major	`src/import/parse.ts` — `parseRows`, the `csv.split(/\r?\n/)` line, and `splitLine`	the CSV parse is not RFC 4180 — a newline inside a quoted field and a bare quote each silently corrupt rows	`csv` is split into lines *before* quoting is considered, so a quoted field containing a newline is torn into two records, and `splitLine` toggles `quoted` on a `"` wherever it occurs, so a bare quote inside an unquoted field swallows every separator after it.
K0058	T	4	1	Major	`src/import/parse.ts` — `parseRows`, `email: (f[iEmail] ?? "").trim().toLowerCase()`; `src	the email is never validated at the boundary; `includes("@")` after the rows are already persisted is the only check	The parse boundary applies no shape check and no length bound and rejects nothing — every row is staged whatever the cell held — and the only validation runs one transaction later, accepting `"@"`, a 10 KB local part, and any string containing an `@` (RS3: validation belongs at the boundary, not deep in business logic)
K0059	T	4	1	Major	`src/import/bulk.ts` — `applyBatch`, `prisma.importStaging.findMany({ where: { batchId } }	duplicate addresses in one CSV resolve to a nondeterministic role, and `applied` overcounts (R57)	`parseRows` does not de-duplicate by email and the staging read has no ordering key, so when one CSV lists the same address twice with different roles, the surviving role is whichever row the engine happens to return last — a value with no total order behind it.
K0060	T	4	1	Major	`src/import/bulk.ts` — `applyBatch` (`findMany({ where: { batchId } })` with no `take`/cur	`applyBatch` and the cleanup `deleteMany` are unbounded, while the file's own `CHUNK` is used only on the staging path	The change already contains the batching helper it needs — `const CHUNK = 200`, applied in `stageRows` — and neither of the other two batch paths uses it, so the apply path loads the entire batch into memory and issues one round trip per row.
K0061	T	4	1	Minor	`src/import/bulk.ts` — `ImportSummary.rejected: number`; `src/import/parse.ts` — `role: AL	rejected and role-downgraded rows are counted but never identified	The response carries counts only, and `parseRows` silently rewrites any unrecognized role to `member`, reporting nothing — so a file whose role column says `Admin` (the already-reported case-sensitivity defect) returns a 200 with every one of those members downgraded and no indication of which rows or why.
K0062	T	4	2	Critical	src/import/parse.ts — `parseRows`, `const role = (f[iRole] ?? "member").trim()` and `role:	`"member"` is fabricated for a role that was never supplied, and `applyBatch` writes it back — a name-only CSV silently demotes every listed admin and owner	`"member"` is an in-band sentinel that means both "the CSV asked for member" and "the CSV said nothing about role" — `iRole` is `-1` when the header has no `role` column, an unrecognised value is coerced rather than rejected, and `applyBatch` then writes that fabricated value into the `update` payload of every matched 
K0063	T	4	2	Major	src/import/bulk.ts — `CHUNK` used only in `stageRows`; `applyBatch`'s `prisma.importStagin	the 200-row chunking guards only the staging INSERTs — the read, the promotion loop and the cleanup are unbounded, so one 5 MB upload is ~100k sequential round trips in a single re	the pattern the change introduces for the write path is not propagated to the three other statements that walk the same row set (R3), so `MAX_CSV_BYTES = 5 * 1024 * 1024` at roughly 40 bytes per row admits >100k staged rows that are then loaded whole into memory and upserted one `await` at a time.
K0064	T	4	2	Major	src/import/bulk.ts — `stageRows`'s doc comment ("scratch rows the operator can inspect bef	the staging table is written, read and deleted inside one request, so the "operator can inspect before applying" justification is false — and that justification is the only thing t	R49 clause 2 — a claim materially stronger than the implementation, made about the control the change relaxes: nothing in the diff exposes staged rows (`src/routes/import.ts` is the only route added and it returns counts, and the rows are deleted before it returns), so the inspection step the comment sells does not exi
K0065	T	4	2	Major	src/import/parse.ts — `parseRows`, `csv.split(/\r?\n/)` executed before `splitLine`, whose	a newline inside a quoted field is split before the quote-aware splitter ever sees it, truncating the name, resetting the role, and injecting a garbage row	RFC 4180 permits an embedded newline in a quoted field, but the record split happens first, so `a@x.com,"Ann\nSmith",admin` parses as `{ email: "a@x.com", displayName: "Ann", role: "member" }` — the `,admin` is never seen — plus a second record `Smith",admin` whose whole content lands in one field and becomes the email
K0066	T	4	2	Minor	src/import/bulk.ts — `applyBatch`'s `applied += 1` inside the per-row loop; migrations/005	a duplicate email inside one file is upserted twice, so `applied` and the activity-feed detail overstate what changed	`applied` counts upsert calls rather than distinct memberships, and two rows for the same address both count while only the later one's values survive.
K0067	T	4	2	Minor	src/routes/import.ts — `detail: \`${result.applied} applied, ${result.rejected} rejected\`	`rejected` is a bare count with no way to find which rows it refers to	the only record of which rows failed is destroyed in the same request that reports the count.
K0068	T	5	0	Critical	`src/import/parse.ts` — `parseRows` (`role: ALLOWED_ROLES.includes(role) ? role : "member"	an absent, unknown, or wrongly-cased `role` column collapses to the in-band value `"member"`, and the unconditional upsert writes it over the existing membership — a partial CSV de	`"member"` is simultaneously the marker for "no `role` column in the header" (`iRole === -1` → `f[-1]` → `undefined` → `?? "member"`), the marker for "role not recognised" (`superuser`, and `Admin` too, since the check is case-sensitive), and a legitimate role, so `applyBatch` cannot tell a caller who asked for `member
K0069	T	5	0	Major	`migrations/0058_import.sql` (`batch_id`, `display_name`, `org_id`, `actor_id`) against `s	the migration declares snake_case columns while every client call addresses camelCase fields, and nothing in the change reconciles the two	the change ships the DDL half of two brand-new tables as hand-written SQL but no Prisma model for `importStaging` or `orgActivity`, and a Prisma model generated for these field names addresses `batchId`/`display_name`-less columns unless every field carries an explicit `@map` and the model carries `@@map` — the diff co
K0070	T	5	0	Major	`src/context/request.ts` — `interface RequestContext` (`skipAudit?: boolean`)	`skipAudit` is a public field of `RequestContext`, so any `runWithContext` call site can construct an unaudited request without ever calling `enterSystemOperation`	the suspension is part of the same caller-supplied object literal every route builds and passes to `runWithContext`, so the doc comment "Only system operations may call this" guards one of two doors — the second door is simply adding `skipAudit: true` to the context literal, which no reviewer of a route file would read
K0071	T	5	0	Major	`test/import/parse.test.ts` — `"keeps an allowed role"` and `"defaults a missing role to m	the parse suite pins the defective behaviour as the specification, so the reported fixes will red tests that read as requirements	the first test asserts that `owner` supplied in a CSV survives parsing, and the second asserts that a header with no `role` column yields `role: "member"` — the two behaviours that the already-reported escalation defect and the demotion defect above require to change — so the suite currently documents them as intended,
K0072	T	5	0	Major	`src/import/bulk.ts` — `runImport` (`await prisma.importStaging.deleteMany({ where: { batc	every rejected row and the reason it was rejected is destroyed by `deleteMany`, leaving counts as the only output	`applyBatch` discards the offending row's identity when it rejects it and `runImport` then deletes the staging rows unconditionally, so `{ staged: 5000, applied: 4863, rejected: 137 }` is the complete record of what happened and no query can recover which 137 rows failed or why.
K0073	T	5	0	Minor	`src/import/bulk.ts` — `applyBatch` (`if (!row.email.includes("@")) { rejected += 1; conti	correction — a CSV whose header lacks the `email` column is not imported, it is wholly rejected, and reported as a successful 200	a previously reported title states that such a file "is imported as a file of empty emails" — it is not; `parseRows` yields `email: ""`, which fails `includes("@")`, so every row is staged (under the suspended audit control) and then rejected, and the response is `200` with `applied: 0`.
