cluster_id	status	n	member_ids	claim
NEWDEL-03	existing	2	F0306,F0308	endpoint.active is filtered only in enqueue_for_event and is re-checked in neither _claim_batch nor deliver, so rows queued before an endpoint was deactivated are still POSTed to it.
NEWDEL-05	existing	2	F0309,F0310	enqueue_for_event is declared async but contains no await, so its coroutine signature promises a yield to the event loop that never happens.
NEWDEL-08	existing	1	F0307	deliver opens its own session and re-fetches the endpoint by primary key for every delivery, so a batch of 100 issues 100 single-row lookups for what is typically a handful of distinct endpoints.
NEWSCH-01	existing	1	F0616	WebhookDelivery.to_dict returns next_attempt_at but omits created_at and updated_at, so a caller has no timestamp for when an attempt actually happened.
NEWSCH-02	existing	1	F0622	webhook_deliveries stores a full copy of every event payload and the full remote response_body with no retention policy, TTL, purge job, or size bound.
NEWSCH-03	existing	1	F0892	migration 0042 combines the two CREATE TABLE statements with an ALTER TABLE on the existing organizations table, so a lock wait or failure on that hot table rolls back the whole feature's schema.
NEWSCH-05	existing	2	F0856,F0857	webhook_deliveries.endpoint_id is declared REFERENCES webhook_endpoints (id) ON DELETE CASCADE, so deleting an endpoint destroys its entire delivery history.
NEWSCH-06	existing	1	F0862	webhook_endpoints has no index on org_id, the column both list_webhook_endpoints and enqueue_for_event filter on.
NEWSET-01	existing	36	F0096,F0097,F0101,F0102,F0103,F0104,F0105,F0106,F0107,F0108,F0109,F0110,F0112,F0113,F0121,F0122,F0154,F0155,F0156,F0157,F0158,F0160,F0161,F0162,F0163,F0164,F0165,F0166,F0167,F0168,F0169,F0170,F0171,F0172,F0173,F0174	None of the three new routes create_webhook_endpoint, list_webhook_endpoints and list_deliveries carries a rate-limit dependency or decorator, so each is callable without any per-caller throttle.
NEWSET-02	existing	10	F0058,F0059,F0060,F0061,F0062,F0075,F0141,F0142,F0148,F0150	list_deliveries orders by WebhookDelivery.created_at with no unique tie-break before applying limit, and rows written by one enqueue_for_event fan-out share that timestamp, so which rows fall inside the cut is undefined among ties.
NEWSIG-01	existing	1	F0671	serialize calls json.dumps pinning only sort_keys, leaving ensure_ascii and separators at the running Python's defaults, so the canonical signed form is not fully specified by the code.
NEWTD-01	existing	15	F0785,F0786,F0787,F0788,F0791,F0793,F0794,F0796,F0797,F0799,F0800,F0801,F0802,F0803,F0804	docs/webhooks.md states several behaviours at once that the implementation in the same change does not have — https-only URL acceptance, a signing secret that cannot be read back, jittered backoff, immediate permanent failure on 4xx, a signature over the raw request body, and delivery of every subscribed event type.
NEWTD-02	existing	1	F0970	the documented retry table lists four delays (2s, 4s, 8s, 16s) while MAX_ATTEMPTS = 5 implies a fifth attempt whose 32s wait is neither documented nor covered by test_backoff_grows_exponentially, which parametrizes only attempts 1-4.
NEWTD-03	existing	3	F0956,F0969,F1025	test_backoff_grows_exponentially hardcodes its expected delays as literals instead of deriving them from BASE_DELAY_SECONDS.
NEWTD-04	existing	2	F0957,F0968	the two coroutine tests are marked @pytest.mark.asyncio while the change adds neither a pytest-asyncio dependency nor an asyncio_mode configuration, so they may never actually run.
R18-DEL-01	new	1	F0406	no query on the worker path carries an organization predicate, and deliver re-fetches the endpoint by delivery.endpoint_id without confirming it still belongs to the organization whose event produced the delivery.
R18-DEL-02	new	2	F0415,F0416	the change depends on app.db.session_scope committing its writes and on its expire_on_commit setting, neither of which is part of the diff and so cannot be confirmed from it.
R18-DSP-01	new	2	F0188,F0189	enqueue_for_event returns the number of delivery rows it created and dispatch discards that return value at the only call site.
R18-MIG-01	new	2	F0837,F0838	webhook_deliveries.event_id is declared BIGINT NOT NULL with no foreign key to the events table, so the reference to events exists by convention only.
R18-SET-01	new	1	F0001	the new settings routes create_webhook_endpoint, list_webhook_endpoints and list_deliveries are declared async def while calling the synchronous session_scope and session.query, so the blocking database work runs on the event loop instead of the threadpool a def handler would have been given.
R18-SET-02	new	2	F0082,F0083	the change hand-rolls rate limiting, an outbound HTTP client and a signing-secret generator without establishing whether the repository already provides shared helpers of those kinds that the new code should have adopted instead.
R18-SET-03	new	1	F0111	the three new routes are annotated -> dict and -> list[dict] with no FastAPI response_model, so nothing constrains or filters the fields the handlers serialize into the response.
R18-SIG-01	new	2	F0672,F0673	verify is exported and called by nothing in the change except the tests, so the reference verifier the docs point customers at has no production caller.
R18-SIG-02	new	1	F0690	new_signing_secret builds a prefixed opaque token from scratch although the codebase's ApiKey model already carries a prefix column of that shape, so it may duplicate an existing token generator.
SETTINGS-01	existing	36	F0012,F0015,F0016,F0017,F0018,F0019,F0043,F0044,F0045,F0046,F0047,F0048,F0049,F0050,F0051,F0052,F0053,F0054,F0055,F0056,F0057,F0063,F0069,F0070,F0071,F0077,F0078,F0079,F0080,F0081,F0140,F0143,F0144,F0145,F0146,F0147	list_deliveries filters only on the endpoint_id taken from the path and never checks that the endpoint belongs to the caller's organization, so any authenticated user can read another organization's delivery rows.
SETTINGS-02	existing	36	F0002,F0003,F0004,F0005,F0007,F0009,F0010,F0067,F0068,F0073,F0074,F0084,F0085,F0086,F0087,F0088,F0089,F0090,F0091,F0092,F0093,F0094,F0095,F0098,F0116,F0117,F0118,F0119,F0123,F0125,F0152,F0159,F0175,F0176,F0462,F0600	create_webhook_endpoint performs no host validation, so a caller can register a loopback, link-local, or internal address that the delivery worker will then POST to from inside the network.
SETTINGS-03	existing	8	F0006,F0008,F0026,F0065,F0135,F0136,F0789,F0790	"create_webhook_endpoint validates the URL with parsed.scheme.startswith(""http""), which accepts plaintext http:// and any scheme merely beginning with those characters such as httpfoo://, contradicting the documented https-only rule."
SETTINGS-04	existing	20	F0027,F0028,F0029,F0030,F0031,F0032,F0033,F0034,F0035,F0036,F0037,F0038,F0039,F0040,F0041,F0042,F0137,F0138,F0139,F0151	the limit parameter is declared Query(50, ge=1) with no upper bound, so one request can pull an unbounded number of delivery rows.
SETTINGS-05	existing	9	F0020,F0021,F0022,F0023,F0024,F0025,F0124,F0126,F0153	event_types is persisted as an unconstrained list[str] with no membership check against the event types the system emits, so a misspelled or unknown name is accepted and silently never matches.
SETTINGS-06	existing	11	F0011,F0013,F0014,F0127,F0128,F0129,F0130,F0131,F0132,F0133,F0134	EndpointIn.url is a bare str with no length or format constraint, so an arbitrarily long string is accepted, stored, and later used as a request target.
SETTINGS-07	existing	1	F0100	nothing caps how many endpoints one organization can register, so a caller can multiply the per-event fan-out and delivery rows without limit.
SETTINGS-08	existing	1	F0064	list_webhook_endpoints calls .all() with no limit, offset, or pagination, so the response size grows with the number of endpoints in the org.
SETTINGS-09	existing	2	F0066,F0099	the change adds only create and read routes, so an endpoint cannot be deactivated, deleted, or have its signing secret rotated through the API.
SIGNING-01	existing	31	F0487,F0489,F0508,F0509,F0510,F0511,F0512,F0513,F0572,F0573,F0574,F0575,F0576,F0577,F0578,F0579,F0670,F0704,F0709,F0746,F0747,F0748,F0756,F0757,F0758,F0759,F0760,F0761,F0762,F0763,F0783	sign HMACs json.dumps(payload, sort_keys=True) while the request is sent with client.post(json=...), so the signed bytes differ from the transmitted body and a receiver hashing the raw request body cannot reproduce the signature.
SIGNING-02	existing	26	F0749,F0750,F0751,F0752,F0753,F0754,F0755,F0764,F0765,F0766,F0767,F0768,F0769,F0770,F0771,F0772,F0773,F0774,F0775,F0776,F0777,F0778,F0779,F0780,F0781,F0782	sign MACs only the serialised payload, so the X-Acme-Timestamp header is unauthenticated and a replayer can rewrite it without invalidating the signature.
SIGNING-03	existing	1	F0795	verify recomputes a fresh timestamp from time.time() and accepts no received timestamp, so it cannot enforce the documented five-minute freshness window.
SIGNING-04	existing	35	F0657,F0658,F0674,F0675,F0676,F0677,F0678,F0679,F0680,F0681,F0682,F0683,F0684,F0685,F0686,F0687,F0688,F0689,F0691,F0692,F0693,F0694,F0695,F0696,F0697,F0698,F0699,F0700,F0701,F0702,F0703,F0705,F0706,F0707,F0708	verify compares digests with expected == signature instead of a constant-time comparison, so the comparison short-circuits on the first differing byte.
SIGNING-05	existing	36	F0710,F0711,F0712,F0713,F0714,F0715,F0716,F0717,F0718,F0719,F0720,F0721,F0722,F0723,F0724,F0725,F0726,F0727,F0728,F0729,F0730,F0731,F0732,F0733,F0734,F0735,F0736,F0737,F0738,F0739,F0740,F0741,F0742,F0743,F0744,F0745	new_signing_secret builds the secret from random.choice, which draws on the non-cryptographic Mersenne Twister PRNG rather than a CSPRNG.
SIGNING-06	existing	11	F0659,F0660,F0661,F0662,F0663,F0664,F0665,F0666,F0667,F0668,F0669	SECRET_BYTES = 32 is used as a character count over a 62-symbol alphabet, so the constant's name misstates the entropy of the secret it produces.
TESTS-01	existing	15	F0951,F0961,F0972,F0973,F0981,F0984,F0994,F0995,F0996,F0997,F1004,F1005,F1006,F1009,F1012	test_send_once_posts_the_signed_payload captures both the request body and the signature header but asserts only the sha256= prefix, never verifying the signature against the captured body.
TESTS-02	existing	34	F0420,F0427,F0428,F0429,F0458,F0595,F0950,F0958,F0959,F0960,F0965,F0966,F0967,F0971,F0975,F0976,F0977,F0978,F0979,F0980,F0982,F0983,F0985,F0986,F0987,F0988,F0989,F0990,F0991,F0992,F0993,F0998,F0999,F1027	deliver, _finish, _claim_batch, _acquire_lock, enqueue_for_event and run_worker have no tests; only the pure helpers and send_once are exercised.
TESTS-03	existing	10	F0955,F0963,F0964,F1003,F1007,F1008,F1010,F1011,F1013,F1014	test_verify_accepts_signature_produced_by_sign is tautological because verify calls sign internally, so the assertion holds for any implementation and pins nothing about the on-the-wire format.
TESTS-04	existing	1	F0962	the new HTTP routes create_webhook_endpoint, list_webhook_endpoints and list_deliveries have no tests, so the URL validation and org scoping are unexercised.
TESTS-05	existing	4	F0784,F0949,F0952,F0953	test_max_attempts_matches_documented_limit asserts MAX_ATTEMPTS == 5 against a literal and exercises no retry code, so it cannot fail for a behavioural reason.
TESTS-08	existing	5	F0954,F1000,F1001,F1002,F1015	test_new_signing_secret_has_prefix_and_length asserts only the prefix and length, which a predictable or constant generator satisfies exactly as well as a CSPRNG.
TESTS-10	existing	11	F0974,F1016,F1017,F1018,F1019,F1020,F1021,F1022,F1023,F1024,F1026	the tests substitute hand-rolled FakeEndpoint and FakeDelivery class-attribute stubs for the real ORM models, so detached-instance and missing-row behaviour is never exercised.
