id	arm	review	part	severity	target	file	title	what_is_wrong
F0019	N	2	c	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries()`	`GET /webhook-endpoints/{id}/deliveries` is not scoped to the caller's organization	the query filters on `WebhookDelivery.endpoint_id == endpoint_id` only, with no join to `WebhookEndpoint.org_id == user.org_id`, while every sibling route in the same file (`get_profile`, `list_api_keys`, `list_webhook_endpoints`, `create_webhook_endpoint`) scopes by `user.org_id`.
F0020	W2	5	a	Minor	app/api/routes/settings.py	`app/api/routes/settings.py` — `EndpointIn.event_types: list[str] = []`; `app/events/dispatcher.py` — `WEBHOOK_EVENT_TYPES`	`event_types` is accepted as an arbitrary list of strings	The change already declares the closed set of deliverable types (`WEBHOOK_EVENT_TYPES`), but the request model accepts any strings, so a typo like `invoice.payed` is stored and silently subscribes the endpoint to nothing.
F0021	N	5	a	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `EndpointIn.event_types: list[str] = []`; `app/webhooks/delivery.py` — `if not endpoint.event_types or event_type in endpoint.event_types`	"`event_types` is accepted unvalidated and the empty list silently means ""everything"""	"Nothing checks the submitted strings against `dispatcher.WEBHOOK_EVENT_TYPES`, and the empty list is an in-band sentinel meaning ""subscribe to all"" that is indistinguishable from ""the client sent no selection"" or ""the field was dropped"" (RS3; R55 — one value carrying several meanings in a domain where it is also a legitimate datum). The mutable `[]` default on the Pydantic model is safe under Pydantic but is copied into a JSONB column whose SQLAlchemy `default=list` and whose SQL `DEFAULT '[]'::jsonb` are a third and fourth spelling of the same decision."
F0022	W2	5	c	Minor	app/api/routes/settings.py	`app/api/routes/settings.py` — `EndpointIn.event_types: list[str] = []`	`event_types` is accepted without validation against known event types	any string is accepted, with no membership check against the event types the system emits and no length bound on the list or its elements.
F0023	W2	6	b	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `EndpointIn.event_types: list[str] = []`	`event_types` is accepted without validation against the set of types we emit	any list of arbitrary strings is stored and later compared with `event_type in endpoint.event_types` in `enqueue_for_event`, with no check that the members are types the system actually emits.
F0024	W2	4	b	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `EndpointIn.event_types: list[str] = []`, written straight to `WebhookEndpoint.event_types`; `app/events/dispatcher.py` — `WEBHOOK_EVENT_TYPES`	`event_types` is stored unvalidated and unbounded	The request's `event_types` is accepted with no membership check against the three types the system actually emits (`WEBHOOK_EVENT_TYPES`, defined in `dispatcher.py`) and with no cap on list length or element length, then persisted into JSONB and used as the filter in `enqueue_for_event` (RS3).
F0025	N	4	a	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `EndpointIn.event_types`; `app/events/dispatcher.py` — `WEBHOOK_EVENT_TYPES`; `docs/webhooks.md`	"`event_types` is unvalidated and the dispatcher's hardcoded type set contradicts the documented ""every event"""	"`event_types: list[str] = []` accepts any string with no membership check, while fan-out is gated by a hardcoded three-element `WEBHOOK_EVENT_TYPES` in the dispatcher and the docs promise that an empty list ""subscribes the endpoint to every event type we emit"" — three definitions of the same class with no shared source (R12/R42)."
F0026	W2	6	a	Major	app/api/routes/settings.py	"`app/api/routes/settings.py` — `create_webhook_endpoint`, `if not parsed.scheme.startswith(""http"")`; `docs/webhooks.md` ""Registering an endpoint"""	`http://` endpoints are accepted although the docs promise HTTPS only	"`startswith(""http"")` accepts `http`, `https` and any scheme with that prefix, while the doc states ""Only `https://` URLs are accepted"" — the surface-form prefix test is both weaker than an exact match and weaker than the claim (R47 sub-clause, R49)."
F0027	N	3	a	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, `limit: int = Query(50, ge=1)`	`limit` has a floor but no ceiling	The parameter is validated only from below (RS3); `?limit=100000000` is accepted and passed straight to `.limit()`.
F0028	N	5	c	Major	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries`, `limit: int = Query(50, ge=1)`	`limit` has a floor but no ceiling	The query parameter is constrained only from below, so `?limit=100000000` is accepted and passed straight to `.limit()` (RS3: a new request parameter validated incompletely at the schema level).
F0029	N	1	a	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, `limit: int = Query(50, ge=1)`	`limit` has a floor but no ceiling	`Query(50, ge=1)` bounds the parameter only from below, so `?limit=100000000` is accepted and passed straight to `.limit()` (RS3 — validation at the boundary that is present but incomplete).
F0030	W2	1	c	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, `limit: int = Query(50, ge=1)`	`limit` has a floor but no ceiling	`ge=1` bounds the parameter below but not above, so `?limit=100000000` is accepted and passed straight to `.limit()` (RS3 — a new request parameter validated only partially at the schema level).
F0031	W2	6	a	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, `limit: int = Query(50, ge=1)`	`limit` has a floor but no ceiling	the query parameter is bounded below and unbounded above, so a caller may request an arbitrarily large page from a table that grows with every event times every endpoint (RS3 — validation at the boundary, incomplete).
F0032	W2	5	b	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, `limit: int = Query(50, ge=1)`	`limit` has a floor but no ceiling	the query parameter is validated for a lower bound only, so `?limit=100000000` is accepted and passed straight to `.limit()`.
F0033	W2	1	b	Major	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries`, `limit: int = Query(50, ge=1)`	`limit` has a floor but no ceiling	the query parameter is validated only at the lower bound, so `?limit=100000000` is accepted and passed straight to `.limit()` (RS3: validation present at the boundary but incomplete on the axis that matters).
F0034	N	2	a	Major	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries`, `limit: int = Query(50, ge=1)`	`limit` has a floor but no ceiling (RS3)	the query parameter is validated only from below, so `?limit=100000000` is accepted and passed straight to `.limit()`.
F0035	N	3	c	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries`, `limit: int = Query(50, ge=1)`	`limit` has a lower bound but no upper bound	`ge=1` is set with no `le`, so `?limit=1000000` is accepted.
F0036	W2	6	b	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, `limit: int = Query(50, ge=1)`	`limit` has a lower bound but no upper bound	the query parameter constrains only the lower end, so `?limit=100000000` is accepted and passed straight into `.limit()`.
F0037	N	1	b	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries` (`limit: int = Query(50, ge=1)`) and `EndpointIn.event_types: list[str] = []`	`limit` has no upper bound and `event_types` is not validated	`Query(50, ge=1)` constrains only the lower bound, so `?limit=100000000` is accepted, and `event_types` accepts arbitrary strings of arbitrary length with no membership check against known event types and no length cap on the list (RS3 — validation belongs at the schema level).
F0038	N	1	c	Major	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries`, `limit: int = Query(50, ge=1)`	`limit` is bounded below but not above	The query parameter has a lower bound and no upper bound, so a caller may request an arbitrarily large page of delivery rows.
F0039	W2	4	b	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, `limit: int = Query(50, ge=1)`	`limit` is unbounded above on the deliveries listing	The query parameter has a lower bound but no upper bound, and there is no index supporting the query, so a caller controls how many rows the DB materializes and serializes (RS3: a new request parameter validated only on one side).
F0040	W2	3	c	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `limit: int = Query(50, ge=1)`	`limit` on `list_deliveries` has a floor but no ceiling	the query parameter is validated only for a lower bound, so any caller-supplied upper value passes schema validation and reaches `.limit()` directly (RS3).
F0041	N	4	a	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, `limit: int = Query(50, ge=1)`	`limit` on the deliveries route has a floor but no ceiling	`ge=1` is declared but no `le`, so `?limit=100000000` is accepted by the schema and passed straight into `.limit()` — validation was applied on one side of the range only (RS3).
F0042	W2	4	a	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries()`, `limit: int = Query(50, ge=1)`	`limit` on the deliveries route has a floor but no ceiling	the query parameter is bounded below by `ge=1` but not above, so `?limit=100000000` is accepted and passed straight into `.limit()`; the `WebhookDelivery` rows each carry a JSONB `payload`, so the result set is unbounded in bytes as well as rows (RS3).
F0043	W2	5	a	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, `.filter(webhook_models.WebhookDelivery.endpoint_id == endpoint_id)`	`list_deliveries` has no organization filter — any tenant can read any endpoint's delivery payloads	The query filters only on the caller-supplied `endpoint_id` and never joins to `WebhookEndpoint.org_id`, so an authenticated user of any organization can enumerate integer endpoint ids and read another tenant's delivery rows.
F0044	W2	6	a	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, the `.filter(WebhookDelivery.endpoint_id == endpoint_id)` clause	`list_deliveries` has no organization scope	the query filters on the caller-supplied `endpoint_id` only and never joins to `WebhookEndpoint.org_id == user.org_id`, while every sibling route in the same file (`get_profile`, `list_api_keys`, `list_webhook_endpoints`) and `enqueue_for_event` all scope by `org_id` — the tenancy predicate was not propagated to the one new route that takes an object id from the client (R3, Critical because security-relevant).
F0045	W2	4	b	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, `.filter(WebhookDelivery.endpoint_id == endpoint_id)`	`list_deliveries` has no organization scope — any authenticated user reads any tenant's event payloads	The query filters on the path parameter alone, while both sibling handlers in the same file (`list_api_keys`, `list_webhook_endpoints`) filter on `user.org_id` — the tenancy predicate was not propagated to the third route (R3, security-relevant → Critical).
F0046	N	4	a	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`	`list_deliveries` has no organization scope — cross-tenant read of every webhook delivery	the query filters only on `WebhookDelivery.endpoint_id == endpoint_id` and never joins to `WebhookEndpoint.org_id == user.org_id`, while every sibling route in the same file (`get_profile`, `list_api_keys`, `list_webhook_endpoints`, and `enqueue_for_event` in `delivery.py`) does scope by `org_id` — this is the one site the tenancy pattern was not propagated to (R3, Critical branch: the pattern is security-relevant).
F0047	N	1	c	Critical	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries`, `.filter(WebhookDelivery.endpoint_id == endpoint_id)`	`list_deliveries` has no tenancy filter	The query scopes on the caller-supplied `endpoint_id` alone and never joins to `WebhookEndpoint.org_id == user.org_id`, so any authenticated user of any organization can read any other organization's deliveries.
F0048	W2	1	c	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, the `.filter(WebhookDelivery.endpoint_id == endpoint_id)` clause	`list_deliveries` has no tenancy filter — any authenticated user can read any org's webhook payloads	The query is scoped only by the caller-supplied `endpoint_id` and never joins back to `WebhookEndpoint.org_id == user.org_id`, so `user` is used solely to authenticate, never to authorize.
F0049	N	5	a	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, the `.filter(WebhookDelivery.endpoint_id == endpoint_id)` clause	`list_deliveries` has no tenancy filter — any authenticated user can read any organization's webhook payloads	The query filters only on the caller-supplied `endpoint_id` and never joins to `WebhookEndpoint.org_id == user.org_id`, while the sibling handler `list_webhook_endpoints` two functions above already contains exactly that org-scoping predicate — the pattern was propagated to one new route and not the other (R3, security-relevant).
F0050	W2	3	b	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, `.filter(webhook_models.WebhookDelivery.endpoint_id == endpoint_id)`	`list_deliveries` has no tenancy predicate	The query is filtered on the caller-supplied `endpoint_id` only; `user.org_id` never enters it, unlike the sibling routes `list_api_keys` and `list_webhook_endpoints` in the same file which both filter on `org_id` (R3: the established tenancy pattern in this file was not propagated to the new route).
F0051	N	3	c	Critical	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries`	`list_deliveries` has no tenancy predicate — any org can read any org's webhook payloads	The query filters only on `WebhookDelivery.endpoint_id`, an integer the caller supplies in the path, while its two sibling handlers added in the same file (`list_webhook_endpoints`, `create_webhook_endpoint`) both scope on `user.org_id`, so the org check was propagated to two of three new routes and dropped on the one that returns event payloads.
F0052	W2	1	b	Critical	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries`, `.filter(webhook_models.WebhookDelivery.endpoint_id == endpoint_id)`	`list_deliveries` has no tenancy predicate — any user reads any organization's delivery history	the query filters on the caller-supplied `endpoint_id` alone and never joins to `WebhookEndpoint.org_id == user.org_id`, while the two sibling handlers added in the same diff (`create_webhook_endpoint`, `list_webhook_endpoints`) do scope to `user.org_id` — the org predicate was propagated to two of three new routes (R3, security-relevant → Critical).
F0053	W2	2	b	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, `.filter(webhook_models.WebhookDelivery.endpoint_id == endpoint_id)`	`list_deliveries` has no tenant filter, exposing every organization's event payloads	the query filters on the caller-supplied `endpoint_id` alone and never joins to `WebhookEndpoint.org_id == user.org_id`, while every sibling route in the same file (`get_profile`, `list_api_keys`, `list_webhook_endpoints`, `create_webhook_endpoint`) scopes to `user.org_id` — the tenancy pattern was propagated to two of the three new routes and missed on the third (R3, security-relevant).
F0054	N	5	c	Critical	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries`	`list_deliveries` is not scoped to the caller's organization	The query filters only on `WebhookDelivery.endpoint_id == endpoint_id` with no join to `WebhookEndpoint.org_id == user.org_id`, so any authenticated user can enumerate integer endpoint ids belonging to other tenants (R3: the sibling `list_webhook_endpoints` in the same file does filter on `org_id`, and the pattern was not propagated; security-relevant → Critical).
F0055	W2	6	b	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`	`list_deliveries` is not scoped to the caller's organization	the query filters on `WebhookDelivery.endpoint_id == endpoint_id` only, with no join back to `WebhookEndpoint.org_id == user.org_id`, even though the sibling `list_webhook_endpoints` two functions above in the same diff does filter by `org_id`.
F0056	N	5	b	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, filter `WebhookDelivery.endpoint_id == endpoint_id`	`list_deliveries` is not scoped to the caller's organization	"the query filters on the path parameter alone and never joins `WebhookEndpoint` to check `org_id == user.org_id`, so any authenticated user can enumerate `endpoint_id` values and read other tenants' delivery rows; `docs/webhooks.md` claims the route returns attempts ""for an endpoint belonging to your organization"", which the code does not enforce (R49)."
F0057	W2	3	a	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`	`list_deliveries` is not scoped to the caller's organization	the query filters only `WebhookDelivery.endpoint_id == endpoint_id` with no join to `WebhookEndpoint.org_id == user.org_id`, while the two sibling routes in the same file (`list_api_keys`, `list_webhook_endpoints`) both filter on `org_id` — the org-scoping pattern is present in the diff and this new route is the missed site (R3).
F0058	N	1	c	Major	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries`, `.order_by(WebhookDelivery.created_at.desc()).limit(limit)`	`list_deliveries` orders by a key with no total order	`created_at` defaults to `now()`, which in PostgreSQL is transaction-start time, so every delivery row inserted by one `enqueue_for_event` call shares an identical timestamp; ordering by it alone leaves ties unresolved and the `LIMIT` cut can fall inside a tie group (R57).
F0059	W2	1	c	Minor	app/api/routes/settings.py	`app/api/routes/settings.py` — `.order_by(WebhookDelivery.created_at.desc()).limit(limit)`	`list_deliveries` orders by a non-unique key	`created_at` is a wall-clock timestamp with no uniqueness constraint, and a batch enqueue writes many rows within the same clock tick, so the order among tied rows is undefined (R57).
F0060	W2	6	a	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, `.order_by(WebhookDelivery.created_at.desc()).limit(limit)`	`list_deliveries` orders on a non-total key	`created_at` is a wall-clock timestamp with no uniqueness guarantee, and `enqueue_for_event` writes every row of one event's fan-out in a single statement, so ties at the same instant are the normal case rather than the edge case (R57).
F0061	N	2	a	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries`, `.order_by(WebhookDelivery.created_at.desc())`	`list_deliveries` orders on a non-unique key (R57)	`created_at` is a wall-clock value with no uniqueness constraint, so rows created in the same instant have undefined relative order and the `limit` cut can fall through a tie.
F0062	W2	3	c	Minor	app/api/routes/settings.py	`app/api/routes/settings.py` — `.order_by(WebhookDelivery.created_at.desc()).limit(limit)`	`list_deliveries` paginates on `created_at` with no tie-break	"`created_at` ties across rows enqueued for the same event, so the ""most recent N"" set is not stable between two identical requests (R57)."
F0063	W2	3	c	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, filter on `WebhookDelivery.endpoint_id == endpoint_id`	`list_deliveries` reads any organization's delivery rows	the query filters only on the caller-supplied `endpoint_id` and never joins to `WebhookEndpoint.org_id == user.org_id`, unlike the two sibling handlers in the same file which both scope by `org_id`.
F0064	W2	6	c	Minor	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_webhook_endpoints`, `.all()`	`list_webhook_endpoints` has no pagination and no ordering	the query returns every endpoint for the org with no `limit` and no `order_by`, unlike its two siblings in the same file which both order by `created_at desc` and one of which paginates.
F0065	N	3	b	Minor	app/api/routes/settings.py	`app/api/routes/settings.py` — `create_webhook_endpoint`	"`parsed.scheme.startswith(""http"")` matches schemes that are not HTTP"	`httpx://`, `httpfoo://` and similar pass the prefix test.
F0066	W2	3	b	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — the three new routes; `app/webhooks/models.py` — `WebhookEndpoint.active`; `app/webhooks/delivery.py` — `.filter(..., m.WebhookEndpoint.active.is_(True))`	a signing secret can never be rotated and an endpoint can never be removed	`active` is written `True` at creation and read by `enqueue_for_event`, but no route, function or migration in the change ever sets it `False`, and there is no DELETE route and no secret-rotation route (R41: `active` is a declared control with no path that can exercise it).
F0067	N	3	a	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `create_webhook_endpoint`; `app/webhooks/delivery.py` — `run_worker` (`follow_redirects=True`)	any URL is accepted and redirects are followed — server-side request forgery	"Validation is `parsed.scheme.startswith(""http"") and parsed.netloc`, which admits `http://` (the docs say ""Only `https://` URLs are accepted""), admits any scheme merely *prefixed* with `http`, and performs no address check, while the delivery client follows redirects — so `http://169.254.169.254/latest/meta-data/`, `http://127.0.0.1:6379/`, or an https URL that 302s to either, is a valid endpoint (RS3)."
F0068	N	4	b	Critical	app/api/routes/settings.py	"`app/api/routes/settings.py` — `create_webhook_endpoint`, `if not parsed.scheme.startswith(""http"") or not parsed.netloc`; `app/webhooks/delivery.py` — `httpx.AsyncClient(..., follow_redirects=True)`"	any `http*` URL to any host is accepted and redirects are followed, with no SSRF containment	"The check adjudicates the notation of the URL string rather than the destination the HTTP client will actually resolve (R47): `startswith(""http"")` admits `http`, `httpx`, `httpsomething`, admits plaintext `http://` that `docs/webhooks.md` says is rejected, and admits `http://127.0.0.1:6379/`, `http://169.254.169.254/latest/meta-data/`, or any internal hostname — and `follow_redirects=True` means even a validated public URL can redirect the signed POST into the private network."
F0069	W2	2	a	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`	any authenticated user can read any organization's webhook deliveries	The query filters only on `WebhookDelivery.endpoint_id`, with no join back to `WebhookEndpoint.org_id`, while its two sibling handlers added in the same diff (`create_webhook_endpoint`, `list_webhook_endpoints`) both scope to `user.org_id`.
