cluster_id	status	n	member_ids	claim
DELIVERY-14	existing	48	F0538,F0539,F0540,F0541,F0542,F0543,F0544,F0545,F0546,F0547,F0548,F0549,F0550,F0551,F0552,F0553,F0554,F0555,F0556,F0557,F0558,F0559,F0560,F0561,F0562,F0563,F0564,F0565,F0566,F0567,F0568,F0569,F0570,F0571,F0572,F0573,F0574,F0575,F0576,F0577,F0578,F0579,F0580,F0581,F0583,F0584,F0711,F0787	_finish assigns row.status immediately after session.get without a None check, raising AttributeError when the delivery row no longer exists.
DELIVERY-17	existing	16	F0434,F0481,F0585,F0586,F0587,F0588,F0708,F0709,F0710,F0712,F0714,F0716,F0717,F0795,F0880,F1033	asyncio.gather is called without return_exceptions=True, so the first delivery to raise propagates out and its sibling coroutines are abandoned.
DELIVERY-18	existing	22	F0591,F0592,F0593,F0702,F0703,F0704,F0705,F0706,F0715,F0718,F0719,F0720,F0721,F0722,F0723,F0724,F0725,F0726,F0727,F0728,F0729,F0731	batch is assigned only inside the try while if not batch is evaluated after the try/finally, so a failure in _claim_batch can reach the test with batch unbound.
DELIVERY-19	existing	1	F0631	the delivery AsyncClient is constructed with follow_redirects=True, so a receiver can redirect the signed payload and its signature headers to another host.
DELIVERY-20	existing	58	F0437,F0441,F0442,F0443,F0444,F0445,F0446,F0490,F0491,F0504,F0505,F0732,F0733,F0734,F0735,F0736,F0813,F0824,F0825,F0826,F0827,F0828,F0829,F0834,F0835,F0836,F0837,F0838,F0839,F0840,F0841,F0882,F0883,F0884,F0901,F0902,F0903,F0904,F0909,F0959,F0960,F0985,F0986,F0987,F0988,F0989,F0990,F0992,F0993,F0998,F1010,F1011,F1012,F1013,F1014,F1015,F1016,F1017	send_once logs the full header dict at INFO, writing the X-Acme-Signature and timestamp values into application logs on every attempt.
DELIVERY-21	existing	18	F0582,F0690,F0691,F0692,F0693,F0694,F0695,F0696,F0697,F0698,F0699,F0700,F0885,F1030,F1045,F1046,F1047,F1048	_finish stores the remote response.text in response_body with no truncation or size bound, so a receiver controls how much content is persisted per attempt.
DELIVERY-25	existing	3	F0609,F0611,F0612	enqueue_for_event, _claim_batch and _finish perform blocking synchronous SQLAlchemy work while called from coroutines, so every database round trip stalls the event loop.
DELIVERY-30	existing	10	F0499,F0500,F0810,F0879,F0950,F0951,F0983,F0984,F1027,F1372	the POSTed body is the bare event payload with no event_id or event_type in the body or headers, so a receiver has no id to deduplicate on.
DISPATCH-01	existing	41	F0312,F0316,F0317,F0323,F0324,F0326,F0327,F0328,F0329,F0331,F0332,F0333,F0334,F0335,F0336,F0337,F0338,F0339,F0340,F0341,F0342,F0343,F0344,F0346,F0354,F0368,F0369,F0370,F0394,F0395,F0396,F0397,F0398,F0399,F0400,F0403,F0404,F0405,F0409,F0410,F0411	dispatch gates the webhook enqueue on the hardcoded three-entry WEBHOOK_EVENT_TYPES set, so an endpoint subscribed to any other type, or to all types via an empty event_types, receives nothing.
DISPATCH-02	existing	21	F0314,F0348,F0349,F0350,F0351,F0352,F0364,F0365,F0367,F0374,F0376,F0379,F0383,F0385,F0387,F0389,F0391,F0392,F0393,F0415,F0416	the except Exception around enqueue_for_event logs a warning and lets dispatch return the event id as success, so a failed enqueue drops the webhook with no retry or failure signal.
DISPATCH-03	existing	43	F0310,F0311,F0313,F0318,F0319,F0320,F0321,F0322,F0347,F0353,F0355,F0356,F0357,F0358,F0359,F0360,F0361,F0362,F0363,F0371,F0372,F0373,F0375,F0377,F0378,F0380,F0381,F0382,F0384,F0386,F0388,F0390,F0401,F0402,F0407,F0408,F0412,F0413,F0414,F0417,F0418,F0419,F0420	the event row is committed when session_scope exits and enqueue_for_event then opens its own transaction, so a failure between the two leaves a persisted event with no delivery rows.
MIGRATION-01	existing	66	F1421,F1422,F1423,F1424,F1425,F1426,F1427,F1428,F1429,F1430,F1431,F1432,F1433,F1434,F1435,F1436,F1437,F1438,F1439,F1440,F1441,F1442,F1443,F1444,F1445,F1446,F1447,F1448,F1449,F1450,F1451,F1452,F1453,F1544,F1614,F1615,F1616,F1617,F1618,F1619,F1620,F1621,F1622,F1623,F1624,F1625,F1626,F1627,F1628,F1629,F1630,F1631,F1632,F1633,F1634,F1635,F1636,F1637,F1638,F1639,F1640,F1641,F1642,F1643,F1644,F1645	CREATE UNIQUE INDEX idx_webhook_deliveries_event on webhook_deliveries (event_id) permits only one delivery row per event, so fan-out to a second endpoint violates the index and the whole enqueue fails.
MIGRATION-02	existing	66	F1405,F1406,F1407,F1408,F1409,F1410,F1413,F1416,F1418,F1419,F1420,F1458,F1527,F1529,F1530,F1531,F1532,F1533,F1542,F1543,F1545,F1546,F1562,F1568,F1569,F1571,F1572,F1573,F1574,F1575,F1576,F1577,F1578,F1579,F1580,F1581,F1582,F1583,F1584,F1585,F1586,F1587,F1588,F1589,F1590,F1591,F1592,F1593,F1594,F1595,F1596,F1597,F1598,F1599,F1600,F1601,F1602,F1603,F1604,F1605,F1608,F1609,F1610,F1611,F1612,F1613	_finish writes the status failed_permanent, which the migration's CHECK constraint ('pending','in_flight','delivered','failed') does not allow, so a permanent failure cannot be recorded.
MIGRATION-03	existing	65	F0325,F1417,F1459,F1460,F1461,F1462,F1463,F1464,F1465,F1466,F1467,F1468,F1469,F1470,F1471,F1472,F1473,F1474,F1475,F1476,F1477,F1478,F1479,F1480,F1481,F1482,F1483,F1484,F1485,F1486,F1487,F1488,F1489,F1490,F1491,F1492,F1493,F1494,F1495,F1496,F1497,F1498,F1504,F1505,F1506,F1507,F1508,F1509,F1510,F1511,F1512,F1513,F1514,F1515,F1516,F1517,F1518,F1519,F1520,F1521,F1522,F1523,F1524,F1525,F1547	the migration adds organizations.webhooks_enabled NOT NULL DEFAULT FALSE but no code in the change reads it, so the flag has no effect on endpoint creation or delivery.
MIGRATION-04	existing	31	F0537,F1411,F1412,F1414,F1415,F1454,F1455,F1456,F1457,F1501,F1528,F1539,F1540,F1548,F1549,F1550,F1551,F1552,F1553,F1554,F1555,F1556,F1557,F1558,F1559,F1560,F1561,F1563,F1564,F1565,F1646	the only index available to the claim query is on status, while _claim_batch also filters on and orders by next_attempt_at, so the pending set is sorted on every poll.
MIGRATION-07	existing	1	F0230	there is no unique constraint on (org_id, url), so the same URL can be registered repeatedly for one organization and every event is delivered to it more than once.
MODELS-01	existing	65	F0176,F1052,F1054,F1055,F1056,F1057,F1058,F1059,F1060,F1061,F1072,F1073,F1074,F1075,F1076,F1077,F1078,F1079,F1080,F1081,F1082,F1083,F1084,F1085,F1086,F1087,F1088,F1091,F1092,F1101,F1102,F1103,F1104,F1105,F1106,F1107,F1110,F1111,F1115,F1116,F1118,F1119,F1120,F1121,F1123,F1124,F1125,F1126,F1127,F1128,F1129,F1130,F1131,F1132,F1133,F1134,F1135,F1136,F1137,F1138,F1139,F1140,F1141,F1142,F1143	WebhookEndpoint.to_dict includes signing_secret, so GET /v1/settings/webhook-endpoints returns every endpoint's signing secret rather than exposing it only in the creation response.
MODELS-02	existing	1	F1108	signing_secret is stored as plaintext TEXT with no encryption or hashing, so database, replica, or backup access yields every customer's HMAC key.
MODELS-03	existing	8	F1534,F1535,F1536,F1537,F1538,F1570,F1606,F1607	models.py declares created_at, updated_at and next_attempt_at as DateTime(timezone=True) while migration 0042 creates them as TIMESTAMP without time zone, so offsets are dropped on write.
MODELS-04	existing	15	F0819,F1062,F1063,F1064,F1065,F1066,F1067,F1093,F1094,F1095,F1096,F1097,F1098,F1099,F1100	the STATUSES tuple is referenced by no column, validator, or check, and lists failed_permanent where the migration's CHECK lists failed.
MODELS-05	existing	4	F1112,F1113,F1499,F1500	WebhookDelivery.updated_at has a creation default but no onupdate, so writes that do not go through _finish, such as the in_flight flip, leave the timestamp stale.
MODELS-07	existing	1	F1090	WebhookDelivery.event_type is declared String(100) in the model while the migration creates the column as unbounded TEXT.
NEWDEL-01	existing	27	F0021,F0028,F0053,F0055,F0112,F0186,F0251,F0273,F0454,F0482,F0483,F0498,F0519,F0520,F0522,F0799,F0801,F0802,F0803,F0815,F0816,F0947,F0949,F0954,F0955,F0958,F1044	_claim_batch orders by next_attempt_at and list_deliveries orders by created_at, both non-unique wall-clock timestamps with no unique tie-break ahead of the LIMIT, so the order among tied rows is undefined.
NEWDEL-02	existing	8	F0707,F0713,F0790,F0792,F0793,F0794,F1031,F1032	run_worker's poll body wraps _claim_batch, asyncio.gather and the Redis calls in a try whose only clause is finally, so any exception propagates out of the while True loop and terminates the worker.
NEWDEL-03	existing	2	F0605,F0791	endpoint.active is filtered only in enqueue_for_event and is re-checked in neither _claim_batch nor deliver, so rows queued before an endpoint was deactivated are still POSTed to it.
NEWDEL-04	existing	1	F1379	backoff_for has no ceiling and is defined at attempt 0, returning 1 second there and unbounded delays if MAX_ATTEMPTS is raised.
NEWDEL-05	existing	2	F0608,F0610	enqueue_for_event is declared async but contains no await, so its coroutine signature promises a yield to the event loop that never happens.
NEWSCH-03	existing	2	F1566,F1567	migration 0042 combines the two CREATE TABLE statements with an ALTER TABLE on the existing organizations table, so a lock wait or failure on that hot table rolls back the whole feature's schema.
NEWSCH-04	existing	1	F1109	WebhookDelivery.to_dict omits endpoint_id, so a serialized delivery does not identify the endpoint it belongs to.
NEWSCH-05	existing	1	F1526	webhook_deliveries.endpoint_id is declared REFERENCES webhook_endpoints (id) ON DELETE CASCADE, so deleting an endpoint destroys its entire delivery history.
NEWSCH-06	existing	3	F1502,F1503,F1541	webhook_endpoints has no index on org_id, the column both list_webhook_endpoints and enqueue_for_event filter on.
NEWSET-01	existing	61	F0014,F0015,F0016,F0018,F0019,F0020,F0030,F0031,F0032,F0182,F0183,F0184,F0185,F0193,F0213,F0214,F0215,F0216,F0217,F0218,F0219,F0220,F0223,F0231,F0232,F0233,F0234,F0235,F0236,F0237,F0238,F0239,F0240,F0241,F0242,F0244,F0245,F0246,F0247,F0248,F0249,F0284,F0285,F0286,F0287,F0288,F0289,F0290,F0291,F0292,F0296,F0297,F0298,F0299,F0300,F0301,F0302,F0303,F0304,F0305,F0306	None of the three new routes create_webhook_endpoint, list_webhook_endpoints and list_deliveries carries a rate-limit dependency or decorator, so each is callable without any per-caller throttle.
NEWSET-02	existing	15	F0005,F0054,F0161,F0162,F0163,F0164,F0165,F0166,F0167,F0169,F0190,F0192,F0274,F0275,F0278	list_deliveries orders by WebhookDelivery.created_at with no unique tie-break before applying limit, and rows written by one enqueue_for_event fan-out share that timestamp, so which rows fall inside the cut is undefined among ties.
NEWTD-01	existing	32	F1368,F1369,F1370,F1371,F1373,F1374,F1375,F1377,F1378,F1380,F1381,F1383,F1384,F1386,F1387,F1388,F1389,F1390,F1391,F1392,F1393,F1394,F1395,F1396,F1397,F1398,F1399,F1400,F1401,F1402,F1403,F1404	docs/webhooks.md states several behaviours at once that the implementation in the same change does not have — https-only URL acceptance, a signing secret that cannot be read back, jittered backoff, immediate permanent failure on 4xx, a signature over the raw request body, and delivery of every subscribed event type.
NEWTD-03	existing	2	F1693,F1765	test_backoff_grows_exponentially hardcodes its expected delays as literals instead of deriving them from BASE_DELAY_SECONDS.
NEWTD-04	existing	2	F1667,F1677	the two coroutine tests are marked @pytest.mark.asyncio while the change adds neither a pytest-asyncio dependency nor an asyncio_mode configuration, so they may never actually run.
R24DEL-01	new	1	F0629	The rule that an empty event_types subscribes an endpoint to every event type exists only as the inline expression `not endpoint.event_types or event_type in endpoint.event_types` inside enqueue_for_event, with no named helper or test, while docs/webhooks.md states it as a customer-facing contract.
R24DEL-02	new	1	F0630	enqueue_for_event matches event_type against endpoint.event_types with an exact `in` comparison over unvalidated JSONB content, so the match is case- and whitespace-sensitive and becomes a substring test if the stored value is a bare string rather than a list.
R24DEL-03	new	1	F0701	run_worker awaits asyncio.sleep(poll_interval) only when the claimed batch was empty, so after a non-empty batch the loop immediately re-acquires the lock and re-queries with no delay.
R24DEL-04	new	1	F0730	run_worker's `if not batch: await asyncio.sleep(poll_interval)` sits after the finally that deletes LOCK_KEY, so the empty-batch back-off is taken with the lock already released and the loop re-acquires the lock once per poll.
R24DEL-05	new	1	F0820	enqueue_for_event, _claim_batch and _finish write through session_scope with no flush or commit of their own, relying on the scope's commit-on-exit semantics, while create_webhook_endpoint in the same change calls session.flush() explicitly.
R24MOD-01	new	4	F1068,F1069,F1070,F1071	WebhookDelivery.to_dict calls self.next_attempt_at.isoformat() with no None guard, unlike the sibling fields it passes through raw, so serializing a row whose next_attempt_at is unset raises AttributeError.
R24MOD-02	new	2	F1053,F1122	"The ForeignKey declarations on WebhookEndpoint.org_id and WebhookDelivery.endpoint_id omit ondelete=""CASCADE"" while migration 0042 declares ON DELETE CASCADE, so the ORM-level delete behaviour and any schema built from the model metadata differ from the migration's DDL."
R24MOD-03	new	2	F0001,F1114	"An empty WebhookEndpoint.event_types list is the column default at both the model and the SQL level and is also read by enqueue_for_event as ""subscribe to every event type"", so one in-band value carries both ""not configured yet"" and ""send everything""."
R24MOD-04	new	1	F1117	Each WebhookDelivery row stores its own full copy of the event payload, so an event fanned out to N endpoints persists N copies of the payload in addition to the one on the event row.
R24SET-02	new	1	F0022	The three new route handlers are declared async def while their bodies perform only synchronous blocking session_scope/session.query work, so FastAPI runs that database work on the event loop instead of in the threadpool a def handler would get.
R24SET-03	new	4	F0026,F0027,F0049,F0051	create_webhook_endpoint builds and returns endpoint.to_dict() after session.flush() but before session_scope commits, so the 201 body including the id and signing secret is produced from an uncommitted row.
R24SET-05	new	1	F0050	create_webhook_endpoint performs only a syntactic URL check and never probes the registered endpoint, so a 201 and a signing secret are returned for a URL that every delivery attempt will fail against.
R24SIG-01	new	1	F1195	signing.verify is exported and covered by tests but is called by no production code path in the change, so nothing under app/ inbound-verifies a webhook signature.
SETTINGS-01	existing	66	F0006,F0009,F0010,F0040,F0041,F0042,F0043,F0113,F0114,F0115,F0116,F0117,F0118,F0119,F0120,F0121,F0122,F0123,F0124,F0125,F0126,F0127,F0128,F0129,F0130,F0131,F0132,F0133,F0134,F0135,F0136,F0137,F0138,F0139,F0140,F0141,F0142,F0143,F0144,F0145,F0146,F0147,F0148,F0149,F0150,F0151,F0152,F0153,F0154,F0155,F0156,F0157,F0159,F0160,F0170,F0171,F0172,F0173,F0174,F0178,F0179,F0180,F0191,F0272,F0276,F0279	list_deliveries filters only on the endpoint_id taken from the path and never checks that the endpoint belongs to the caller's organization, so any authenticated user can read another organization's delivery rows.
SETTINGS-02	existing	43	F0004,F0007,F0008,F0013,F0023,F0024,F0036,F0181,F0187,F0188,F0189,F0200,F0206,F0207,F0208,F0209,F0210,F0211,F0224,F0225,F0226,F0227,F0228,F0229,F0252,F0254,F0255,F0256,F0257,F0258,F0259,F0260,F0261,F0262,F0263,F0277,F0280,F0307,F0308,F0309,F0456,F0809,F0881	create_webhook_endpoint performs no host validation, so a caller can register a loopback, link-local, or internal address that the delivery worker will then POST to from inside the network.
SETTINGS-03	existing	27	F0003,F0011,F0012,F0025,F0033,F0034,F0035,F0047,F0048,F0194,F0195,F0196,F0197,F0198,F0199,F0201,F0202,F0203,F0204,F0205,F0253,F0265,F0267,F0269,F0281,F0282,F0283	"create_webhook_endpoint validates the URL with parsed.scheme.startswith(""http""), which accepts plaintext http:// and any scheme merely beginning with those characters such as httpfoo://, contradicting the documented https-only rule."
SETTINGS-04	existing	47	F0072,F0073,F0074,F0075,F0076,F0077,F0078,F0079,F0080,F0081,F0082,F0083,F0084,F0085,F0086,F0087,F0088,F0089,F0090,F0091,F0092,F0093,F0094,F0095,F0096,F0097,F0098,F0099,F0100,F0101,F0102,F0103,F0104,F0105,F0106,F0107,F0108,F0109,F0110,F0111,F0158,F0168,F0175,F0222,F0264,F0270,F0271	the limit parameter is declared Query(50, ge=1) with no upper bound, so one request can pull an unbounded number of delivery rows.
SETTINGS-05	existing	24	F0037,F0038,F0046,F0056,F0057,F0058,F0059,F0060,F0061,F0062,F0063,F0064,F0065,F0066,F0067,F0068,F0069,F0070,F0071,F0315,F0330,F0345,F0366,F0406	event_types is persisted as an unconstrained list[str] with no membership check against the event types the system emits, so a misspelled or unknown name is accepted and silently never matches.
SETTINGS-06	existing	5	F0039,F0052,F0221,F0266,F0268	EndpointIn.url is a bare str with no length or format constraint, so an arbitrarily long string is accepted, stored, and later used as a request target.
SETTINGS-07	existing	2	F0029,F0250	nothing caps how many endpoints one organization can register, so a caller can multiply the per-event fan-out and delivery rows without limit.
SETTINGS-08	existing	1	F0017	list_webhook_endpoints calls .all() with no limit, offset, or pagination, so the response size grows with the number of endpoints in the org.
SETTINGS-09	existing	11	F0002,F0044,F0045,F0177,F0212,F0243,F0293,F0294,F0295,F1089,F1144	the change adds only create and read routes, so an endpoint cannot be deactivated, deleted, or have its signing secret rotated through the API.
SIGNING-01	existing	55	F0492,F0493,F0506,F0905,F0906,F0907,F0908,F0911,F0912,F0941,F0942,F0943,F0944,F0945,F0946,F1009,F1018,F1019,F1020,F1021,F1022,F1023,F1024,F1025,F1026,F1028,F1029,F1145,F1146,F1149,F1151,F1152,F1153,F1154,F1256,F1257,F1258,F1259,F1262,F1315,F1316,F1317,F1323,F1330,F1331,F1332,F1333,F1334,F1335,F1336,F1337,F1338,F1339,F1362,F1363	sign HMACs json.dumps(payload, sort_keys=True) while the request is sent with client.post(json=...), so the signed bytes differ from the transmitted body and a receiver hashing the raw request body cannot reproduce the signature.
SIGNING-02	existing	41	F1150,F1166,F1167,F1168,F1169,F1170,F1193,F1255,F1318,F1319,F1320,F1321,F1322,F1324,F1325,F1326,F1327,F1328,F1329,F1340,F1342,F1343,F1344,F1345,F1346,F1347,F1348,F1349,F1350,F1351,F1352,F1353,F1354,F1355,F1356,F1357,F1358,F1359,F1360,F1361,F1364	sign MACs only the serialised payload, so the X-Acme-Timestamp header is unauthenticated and a replayer can rewrite it without invalidating the signature.
SIGNING-03	existing	1	F1385	verify recomputes a fresh timestamp from time.time() and accepts no received timestamp, so it cannot enforce the documented five-minute freshness window.
SIGNING-04	existing	66	F1147,F1148,F1194,F1196,F1197,F1198,F1199,F1200,F1201,F1202,F1203,F1204,F1205,F1206,F1207,F1208,F1209,F1210,F1211,F1212,F1213,F1214,F1215,F1216,F1217,F1218,F1219,F1220,F1221,F1222,F1223,F1224,F1225,F1226,F1227,F1228,F1229,F1230,F1231,F1232,F1233,F1234,F1235,F1236,F1237,F1238,F1239,F1240,F1241,F1242,F1243,F1244,F1245,F1246,F1247,F1248,F1249,F1250,F1251,F1252,F1253,F1254,F1260,F1261,F1365,F1382	verify compares digests with expected == signature instead of a constant-time comparison, so the comparison short-circuits on the first differing byte.
SIGNING-05	existing	66	F1155,F1156,F1157,F1158,F1159,F1160,F1161,F1162,F1163,F1164,F1165,F1191,F1192,F1263,F1264,F1265,F1266,F1267,F1268,F1269,F1270,F1271,F1272,F1273,F1274,F1275,F1276,F1277,F1278,F1279,F1280,F1281,F1282,F1283,F1284,F1285,F1286,F1287,F1288,F1289,F1290,F1291,F1292,F1293,F1294,F1295,F1296,F1297,F1298,F1299,F1300,F1301,F1302,F1303,F1304,F1305,F1306,F1307,F1308,F1309,F1310,F1311,F1312,F1313,F1314,F1341	new_signing_secret builds the secret from random.choice, which draws on the non-cryptographic Mersenne Twister PRNG rather than a CSPRNG.
SIGNING-06	existing	20	F1171,F1172,F1173,F1174,F1175,F1176,F1177,F1178,F1179,F1180,F1181,F1182,F1183,F1184,F1185,F1186,F1187,F1188,F1189,F1190	SECRET_BYTES = 32 is used as a character count over a 62-symbol alphabet, so the constant's name misstates the entropy of the secret it produces.
TESTS-01	existing	31	F1651,F1654,F1655,F1656,F1669,F1685,F1690,F1692,F1697,F1698,F1699,F1722,F1724,F1725,F1726,F1727,F1728,F1729,F1730,F1731,F1732,F1737,F1738,F1739,F1740,F1741,F1742,F1745,F1755,F1760,F1761	test_send_once_posts_the_signed_payload captures both the request body and the signature header but asserts only the sha256= prefix, never verifying the signature against the captured body.
TESTS-02	existing	57	F0455,F0457,F0503,F0822,F0823,F0830,F0878,F0957,F0991,F1647,F1648,F1652,F1653,F1659,F1660,F1661,F1666,F1678,F1679,F1680,F1681,F1683,F1684,F1686,F1687,F1688,F1689,F1691,F1694,F1695,F1696,F1701,F1706,F1707,F1708,F1709,F1711,F1712,F1713,F1714,F1715,F1716,F1717,F1718,F1719,F1720,F1721,F1723,F1733,F1734,F1735,F1736,F1757,F1758,F1762,F1763,F1764	deliver, _finish, _claim_batch, _acquire_lock, enqueue_for_event and run_worker have no tests; only the pure helpers and send_once are exercised.
TESTS-03	existing	17	F1649,F1657,F1658,F1670,F1671,F1672,F1673,F1674,F1675,F1676,F1682,F1700,F1743,F1744,F1746,F1747,F1748	test_verify_accepts_signature_produced_by_sign is tautological because verify calls sign internally, so the assertion holds for any implementation and pins nothing about the on-the-wire format.
TESTS-04	existing	1	F1710	the new HTTP routes create_webhook_endpoint, list_webhook_endpoints and list_deliveries have no tests, so the URL validation and org scoping are unexercised.
TESTS-05	existing	1	F1668	test_max_attempts_matches_documented_limit asserts MAX_ATTEMPTS == 5 against a literal and exercises no retry code, so it cannot fail for a behavioural reason.
TESTS-10	existing	17	F1650,F1662,F1663,F1664,F1665,F1702,F1703,F1704,F1705,F1749,F1750,F1751,F1752,F1753,F1754,F1756,F1759	the tests substitute hand-rolled FakeEndpoint and FakeDelivery class-attribute stubs for the real ORM models, so detached-instance and missing-row behaviour is never exercised.
