id	arm	review	part	severity	target	file	title	what_is_wrong
F0012	N	7	b	Critical	app/api/routes/settings.py	"app/api/routes/settings.py — `create_webhook_endpoint`, `if not parsed.scheme.startswith(""http"") or not parsed.netloc` / app/webhooks/delivery.py — `httpx.AsyncClient(..., follow_redirects=True)`"	Endpoint URL validation accepts plaintext HTTP and internal addresses, and the client follows redirects	"`scheme.startswith(""http"")` admits `http://` (the docs say HTTPS only) and any scheme literally prefixed with those four characters, nothing rejects `http://169.254.169.254/`, `http://localhost:6379/`, or an RFC1918 host, and `follow_redirects=True` means even a validated HTTPS host can 302 the signed request anywhere it likes."
F0013	W	6	a	Critical	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`; app/webhooks/delivery.py — `run_worker` (`follow_redirects=True`), `_finish` (`response.text`)	Endpoint URL validation permits internal targets, and the worker follows redirects and returns the response body to the caller	"`parsed.scheme.startswith(""http"")` accepts `http://`, and also `httpx://` or `http-foo://`, with no host restriction, so `http://169.254.169.254/latest/meta-data/` or `http://localhost:6379/` is a valid endpoint; the worker then follows redirects to any target and stores `response.text` where `list_deliveries` hands it straight back."
F0014	W	10	b	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`	Is there a rate limiter covering the new settings routes?	The new POST route creates an unbounded number of endpoint rows per organization and I can see no per-route limiter in the diff — but the two pre-existing handlers in the same file also carry none, which is consistent with a limiter applied as middleware outside this change.
F0015	W	4	b	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`, `list_webhook_endpoints`, `list_deliveries`	Is there a shared rate limiter these three new routes should be registered with?	RS2 asks that every new route carry rate limiting, and none of the three shows a limiter decorator or dependency; the diff does not show the router's mounting or any app-level middleware, so I cannot tell from the change whether one already applies.
F0016	N	1	a	Major	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`, `list_webhook_endpoints`, `list_deliveries`	New routes ship with no rate limiting	Three new public API routes are added with no rate limiter and no per-org quota, and `create_webhook_endpoint` places no cap on how many endpoints an organization may register.
F0017	W	4	b	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `list_webhook_endpoints`, `create_webhook_endpoint`	No pagination on `list_webhook_endpoints`, and no per-org endpoint cap	The listing returns every endpoint for the org with no limit, and nothing bounds how many endpoints an org may register, while `enqueue_for_event` fans out one request per active endpoint per event.
F0018	N	8	b	Major	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`, `list_webhook_endpoints`, `list_deliveries`	No rate limiting on any of the three new routes (RS2)	All three new endpoints are added with no throttle, and `create_webhook_endpoint` performs an unbounded write (each call inserts a row and, once fixed, triggers a DNS resolution).
F0019	N	7	b	Major	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`, `list_webhook_endpoints`, `list_deliveries`	None of the three new API routes has rate limiting	The diff adds three authenticated endpoints, one of which performs a write plus a CSPRNG secret generation and one of which returns unbounded JSONB payloads, with no throttle of any kind.
F0020	N	12	a	Major	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`, `list_webhook_endpoints`, `list_deliveries`	None of the three new API routes has rate limiting	The diff adds three authenticated routes, one of them a write that mints a secret and registers an outbound-request target, with no throttling anywhere in the diff (RS2).
F0021	W	10	a	Major	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries` (`.order_by(WebhookDelivery.created_at.desc()).limit(limit)`) and app/webhooks/delivery.py — `_claim_batch` (`.order_by(WebhookDelivery.next_attempt_at).limit(BATCH_SIZE)`)	Ordering keys are wall-clock timestamps with no tie-break, so paged listings skip and repeat rows	Both queries order by a timestamp that is not unique — `enqueue_for_event` writes an identical `next_attempt_at` to every row of one fan-out, and `created_at` defaults to the same Python-side `_now()` for all of them — so the order among tied rows is undefined and a `LIMIT` cut can fall inside a tie group.
F0022	W	10	a	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`, `list_webhook_endpoints`, `list_deliveries`; app/webhooks/delivery.py — `enqueue_for_event`, `_claim_batch`	Route handlers are `async def` but perform synchronous, blocking database work	All five are declared `async def` yet their bodies are entirely synchronous `session_scope()` / `session.query()` calls, so FastAPI runs them on the event loop rather than in the threadpool it would use for a `def` handler.
F0023	W	4	c	Critical	app/api/routes/settings.py	"app/api/routes/settings.py — `create_webhook_endpoint`, `if not parsed.scheme.startswith(""http"")`; app/webhooks/delivery.py — `httpx.AsyncClient(..., follow_redirects=True)`"	SSRF — arbitrary URLs accepted, redirects followed, no private-network block	"The only URL check is `scheme.startswith(""http"")` plus a non-empty netloc, so `http://`, `httpfoo://` and any internal host pass (the docs claim ""Only `https://` URLs are accepted""), and the delivery client follows redirects to wherever the destination points."
F0024	N	4	b	Critical	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`; app/webhooks/delivery.py — `run_worker` (`follow_redirects=True`)	SSRF — arbitrary internal URLs accepted, and redirects are followed	"The only destination check is `parsed.scheme.startswith(""http"") and parsed.netloc`, which admits `http://169.254.169.254/latest/meta-data/`, `http://localhost:6379/`, any RFC1918 address, and even bogus schemes such as `httpfoo://` (whose scheme literally starts with `http`); the delivery client then sets `follow_redirects=True`, so even a correct allowlist would be bypassed by a 302 from a public host to an internal one."
F0025	W	7	a	Critical	app/api/routes/settings.py	"app/api/routes/settings.py — `create_webhook_endpoint`, `if not parsed.scheme.startswith(""http"") or not parsed.netloc`"	SSRF — plaintext and internal URLs are accepted and redirects are followed	"The only URL check is a `startswith(""http"")` prefix test, so `http://`, `httpx://` and `http-anything://` all pass, no host is excluded, and `run_worker` builds its client with `follow_redirects=True` — while `docs/webhooks.md` claims ""Only `https://` URLs are accepted""."
F0026	N	2	b	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint` (`session.flush()` then `return endpoint.to_dict()` inside the `with` block)	The 201 response is built before the transaction commits	the response body — including the generated id and the signing secret — is produced from a flushed-but-uncommitted row.
F0027	W	10	b	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`	The create handler returns a body built before its transaction commits	`endpoint.to_dict()` is returned after `session.flush()` but before `session_scope` commits, so the response is constructed from state that a commit failure would roll back.
F0028	N	12	a	Major	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries` (`order_by(WebhookDelivery.created_at.desc()).limit(limit)`) and app/webhooks/delivery.py — `_claim_batch` (`order_by(m.WebhookDelivery.next_attempt_at)`)	The deliveries query and the claim query both order on a non-unique timestamp	Both order on a wall-clock timestamp with no tie-break, and the ties are guaranteed rather than incidental — `enqueue_for_event` writes the SAME `next_attempt_at` to every row of a fan-out, and a burst of events shares `created_at` to sub-second resolution (R57: an ordering key without a total order).
F0029	W	6	a	Major	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`	The three new routes add no rate limit and no per-org endpoint cap	`create_webhook_endpoint` inserts unconditionally with no count check, so an org can register an unbounded number of endpoints, and each one multiplies our outbound request volume for every matching event.
F0030	N	6	c	Major	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`, `list_webhook_endpoints`, `list_deliveries`	The three new routes have no rate limiting	All three endpoints are added with only `Depends(current_user)` and no throttle, and `list_deliveries`'s `limit` is `Query(50, ge=1)` with a lower bound but no upper bound (RS2, RS3).
F0031	N	2	b	Major	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`, `list_webhook_endpoints`, `list_deliveries` (`limit: int = Query(50, ge=1)`)	The three new routes have no rate limiting and no bounds on endpoint count or page size	no rate limiter is applied to any new route, nothing caps how many endpoints an org may register, and `limit` has a lower bound but no upper bound.
F0032	W	10	a	Major	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`, `list_webhook_endpoints`, `list_deliveries`	Three new routes ship with no rate limiting	All three new handlers are added with only `Depends(current_user)` and no throttling dependency, while `create_webhook_endpoint` performs an unbounded row insert and `list_deliveries` performs an unbounded scan per call.
F0033	W	10	a	Critical	app/api/routes/settings.py	"app/api/routes/settings.py — `create_webhook_endpoint`, line `if not parsed.scheme.startswith(""http"") or not parsed.netloc:`"	"URL validation accepts `http://` and any scheme merely prefixed ""http"", with no SSRF guard"	"`scheme.startswith(""http"")` admits `http`, and also `httpfoo`/`httpsx`, while docs/webhooks.md states ""Only `https://` URLs are accepted""; nothing rejects loopback, link-local, or RFC1918 destinations."
F0034	N	7	a	Major	app/api/routes/settings.py	"app/api/routes/settings.py — `create_webhook_endpoint` (`if not parsed.scheme.startswith(""http"") or not parsed.netloc`)"	URL validation accepts non-HTTP schemes and plain HTTP, contradicting the docs	"`startswith(""http"")` accepts any scheme with that prefix — `httpfoo://`, `httpx://` — and accepts `http://` although `docs/webhooks.md` states ""Only `https://` URLs are accepted""; nothing rejects embedded credentials (`https://user:pass@host`), fragments, or non-ASCII/IDN homograph hosts."
F0035	N	8	b	Critical	app/api/routes/settings.py	"app/api/routes/settings.py — `create_webhook_endpoint`, `if not parsed.scheme.startswith(""http"") or not parsed.netloc`; app/webhooks/delivery.py — `httpx.AsyncClient(..., follow_redirects=True)`"	URL validation accepts plaintext `http` and any internal address; redirects are followed (SSRF)	"`scheme.startswith(""http"")` admits `http://` (docs/webhooks.md claims ""Only `https://` URLs are accepted""), and nothing rejects loopback, link-local, or RFC1918 hosts, while the delivery client follows redirects so even an https-validated host can bounce the signed request to `http://169.254.169.254/`."
F0036	N	1	a	Critical	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint()` URL check; app/webhooks/delivery.py — `httpx.AsyncClient(..., follow_redirects=True)`	Worker delivers to arbitrary operator-supplied URLs with redirects followed and no egress restriction	"The only validation is `parsed.scheme.startswith(""http"") and parsed.netloc`, which admits plaintext `http://`, admits any scheme merely prefixed with `http` (`httpfoo://`), admits `http://169.254.169.254/` and `http://localhost:6379/`, and `follow_redirects=True` means even a validated public host can 302 the signed request to an internal address at delivery time."
F0037	N	1	c	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn`	`EndpointIn` accepts unbounded and unknown `event_types` with no schema validation	`event_types: list[str] = []` accepts any strings, any list length, and a mutable default, with no check against `dispatcher.WEBHOOK_EVENT_TYPES` — and the constant that defines the valid vocabulary lives in `app/events/dispatcher.py` while the API that filters on it lives here (R2).
F0038	N	9	a	Major	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn.event_types: list[str] = []` and `list_deliveries`'s `limit: int = Query(50, ge=1)`	`EndpointIn` performs no schema-level validation of `event_types`, and `limit` has no upper bound	`event_types` accepts an arbitrary-length list of arbitrary strings straight into a `JSONB` column with no membership check against the emitted event types and no length cap, and `Query(50, ge=1)` bounds the low side only (RS3: validation is absent at the boundary, not merely deep in business logic).
F0039	N	8	a	Major	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn`, `create_webhook_endpoint`	`EndpointIn` performs no schema-level validation of externally supplied structure	"`url: str` and `event_types: list[str] = []` are type hints over an externally supplied body with no constraints — no `HttpUrl`, no length caps, no `extra=""forbid""` — and the only check is the `urlparse`/`startswith` test performed in business logic rather than at the schema, while `event_types` flows straight into a JSONB column and then into the `event_type in endpoint.event_types` membership test in `enqueue_for_event`."
F0040	N	8	a	Critical	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries`	`GET /webhook-endpoints/{endpoint_id}/deliveries` has no tenancy check	The query filters only on `WebhookDelivery.endpoint_id == endpoint_id` and never joins to `WebhookEndpoint.org_id == user.org_id`, unlike its sibling `list_webhook_endpoints` in the same file which does scope by `org_id`.
F0041	N	6	a	Critical	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries`	`GET /webhook-endpoints/{endpoint_id}/deliveries` has no tenancy filter	The query filters only on `WebhookDelivery.endpoint_id` and never joins to `WebhookEndpoint` to confirm the endpoint belongs to `user.org_id`, even though the sibling handlers `list_api_keys` and `list_webhook_endpoints` in the same file both scope by `org_id`.
F0042	W	2	c	Critical	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries`	`GET /webhook-endpoints/{endpoint_id}/deliveries` has no tenancy predicate	the query filters only on `WebhookDelivery.endpoint_id == endpoint_id` and never joins to `WebhookEndpoint.org_id == user.org_id`, while the sibling route `list_webhook_endpoints` two functions above does apply exactly that predicate — the pattern is present in the diff and missing at this one site.
F0043	W	6	b	Critical	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries()`	`GET /webhook-endpoints/{endpoint_id}/deliveries` is not scoped to the caller's organization	the query filters only on `WebhookDelivery.endpoint_id == endpoint_id` and never joins to `WebhookEndpoint.org_id == user.org_id`, unlike the two sibling handlers in the same file (`list_api_keys`, `list_webhook_endpoints`) which both filter on `org_id`.
F0044	W	8	a	Minor	app/api/routes/settings.py	`app/api/routes/settings.py` — the three new routes; `app/webhooks/models.py` — `WebhookEndpoint.active`	`WebhookEndpoint` exposes no deactivation or deletion route despite `active` being modelled	`active` is stored, defaulted to `True`, and read by `enqueue_for_event`'s filter, but no route in the change can ever set it to `False`, and there is no delete route either.
F0045	N	12	a	Minor	app/api/routes/settings.py	app/api/routes/settings.py — the three new routes; app/webhooks/models.py — `WebhookEndpoint.active`	`WebhookEndpoint` has an `active` column but no route can change it, and no route can delete an endpoint	`enqueue_for_event` filters on `active.is_(True)` and the migration defines the column, but the API exposes only create and list — there is no way for a customer to deactivate, update, or delete an endpoint.
F0046	W	6	c	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn.event_types: list[str] = []`	`create_webhook_endpoint` accepts arbitrary `event_types` with no membership check	the field is stored verbatim into JSONB without checking membership in `app/events/dispatcher.py:WEBHOOK_EVENT_TYPES`, the only set the dispatcher will ever fan out for.
F0047	N	2	a	Critical	app/api/routes/settings.py	"app/api/routes/settings.py — `create_webhook_endpoint`, `if not parsed.scheme.startswith(""http"") or not parsed.netloc`; app/webhooks/delivery.py — `httpx.AsyncClient(..., follow_redirects=True)`"	`create_webhook_endpoint` accepts non-HTTPS and internal URLs, and the client follows redirects	"The guard adjudicates the URL's surface form (`scheme.startswith(""http"")` admits `http`, and also `httpx:`, `http+unix:`) rather than resolving what the HTTP client will actually connect to (R47), and there is no check that `netloc` resolves outside the private/link-local ranges, while `follow_redirects=True` lets a compliant public URL redirect the signed request anywhere."
F0048	N	11	c	Critical	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`; app/webhooks/delivery.py — `run_worker` (`follow_redirects=True`)	`create_webhook_endpoint` accepts non-HTTPS and internal URLs, and the client follows redirects — SSRF	"`parsed.scheme.startswith(""http"")` accepts `http`, and also any scheme merely prefixed with it (`httpfoo://`), there is no check that the host is publicly routable, and the delivery client is constructed with `follow_redirects=True`, so a registered endpoint can redirect the worker to `http://169.254.169.254/` or an internal service (RS3, R49; `docs/webhooks.md` claims ""Only `https://` URLs are accepted"", which the code does not implement)."
F0049	N	11	c	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`	`create_webhook_endpoint` returns `endpoint.to_dict()` after only `flush()`	The dict is built inside the `session_scope` block after `flush()` but the response is serialized by FastAPI after the context manager commits and (by default) expires the instance's attributes — this happens to work only because `to_dict()` materializes plain values before the block exits.
F0050	W	9	b	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`	`create_webhook_endpoint` returns a 201 for a URL the delivery path may never accept	Registration performs only a syntactic check and never probes the endpoint, so a customer receives a 201 and a signing secret for a URL that will fail every delivery.
F0051	N	11	b	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`	`create_webhook_endpoint` returns a body built before its transaction commits	`endpoint.to_dict()` is evaluated inside the `session_scope()` block after `flush()`, so the client receives a 201 with an assigned id even if the surrounding commit subsequently fails; `enqueue_for_event` has the same shape, returning `len(rows)` before its commit.
F0052	N	3	a	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn` / `create_webhook_endpoint`	`create_webhook_endpoint` validates the URL outside the schema	The scheme check is written imperatively in the handler while `EndpointIn` is a pydantic model that could carry the constraint (`HttpUrl`/`AnyHttpUrl` plus a field validator), so a second creation path would not inherit it.
F0053	W	3	c	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, `.order_by(WebhookDelivery.created_at.desc()).limit(limit)`; `app/webhooks/delivery.py` — `_claim_batch`, `.order_by(m.WebhookDelivery.next_attempt_at).limit(BATCH_SIZE)`	`created_at` and `next_attempt_at` are used as ordering keys with no tiebreaker	Both orderings are on wall-clock timestamps that tie by construction — `enqueue_for_event` inserts every fan-out row for one event in a single transaction so they share `created_at`, and `next_attempt_at` is set to the same `_now()` for all of them — while the query pairs the ordering with a `LIMIT`, making the cut through the tied group non-deterministic (R57).
F0054	W	2	c	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries` (`.order_by(WebhookDelivery.created_at.desc())`)	`created_at` is the sole ordering key for the deliveries listing	`created_at` is a wall-clock value with no uniqueness guarantee, and a fan-out enqueues all of an event's deliveries in one transaction, so ties are the normal case rather than the edge case.
F0055	N	6	b	Major	app/api/routes/settings.py	app/api/routes/settings.py — `list_deliveries`, `.order_by(WebhookDelivery.created_at.desc()).limit(limit)`; app/webhooks/delivery.py — `_claim_batch`, `.order_by(WebhookDelivery.next_attempt_at)`	`created_at` ordering with `limit` has no total order, so paged reads can skip or repeat rows	Both queries order on a wall-clock timestamp that is not unique — deliveries fanned out to several endpoints for one event are inserted in the same transaction and receive identical `created_at`/`next_attempt_at` values — so the order among tied rows is undefined and the `limit` cut can fall in the middle of a tie group.
F0056	N	8	b	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn.event_types: list[str] = []`	`event_types` accepts arbitrary strings at registration	The field is an unconstrained list of free-form strings with no membership check against the known event types and no length bound.
F0057	N	3	a	Major	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn.event_types: list[str] = []`; app/events/dispatcher.py — `WEBHOOK_EVENT_TYPES`	`event_types` accepts arbitrary strings that can never be delivered	The request model validates only that the entries are strings, while the deliverable set is the hardcoded `WEBHOOK_EVENT_TYPES` in the dispatcher — a typo like `invoice.payed` is accepted at registration and silently matches nothing, and the class of deliverable types is duplicated between the dispatcher constant and the prose in `docs/webhooks.md`.
F0058	W	4	b	Major	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn.event_types`, `list_deliveries`'s `limit: int = Query(50, ge=1)`	`event_types` and `limit` are accepted unvalidated at the request boundary	`event_types: list[str] = []` accepts arbitrary strings of arbitrary length in an unbounded list, persisted straight into `WebhookEndpoint.event_types` JSONB, and `limit` has a lower bound but no `le=`, so the caller chooses the page size (RS3).
F0059	N	10	a	Major	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn.event_types` / `create_webhook_endpoint`; app/events/dispatcher.py — `WEBHOOK_EVENT_TYPES`	`event_types` is accepted unvalidated and is a silent misconfiguration sink	`event_types: list[str] = []` accepts any strings with no membership check against the authoritative `WEBHOOK_EVENT_TYPES` set, no length bound, and no bound on `url` length, and the filter in `enqueue_for_event` (`event_type in endpoint.event_types`) simply never matches a typo.
F0060	N	3	b	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn.event_types`, `list_deliveries`	`event_types` is accepted unvalidated and ordering ties are undefined	`event_types: list[str] = []` accepts any strings, including ones not in `WEBHOOK_EVENT_TYPES`, so a typo like `invoice.payed` silently subscribes the endpoint to nothing; separately, `order_by(created_at.desc()).limit(limit)` orders on a non-unique timestamp, so rows written in the same instant have undefined relative order.
F0061	W	3	c	Major	app/api/routes/settings.py	`app/api/routes/settings.py` — `EndpointIn.event_types: list[str] = []`; `app/webhooks/delivery.py` — `if not endpoint.event_types or event_type in endpoint.event_types`	"`event_types` is accepted unvalidated and silently means ""subscribed to nothing"""	Any string list is accepted and stored in JSONB with no membership check against the authoritative set, which the change already defines as `WEBHOOK_EVENT_TYPES` in `app/events/dispatcher.py`, and the list is unbounded in length (RS3, R12: the enum exists and the new boundary does not consult it).
F0062	W	2	b	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn.event_types: list[str] = []`, and `create_webhook_endpoint`	`event_types` is accepted unvalidated and unbounded	"The schema accepts any list of arbitrary strings of any length, and `enqueue_for_event` matches them against `event_type` by membership — while `app/events/dispatcher.py` in this same diff defines the authoritative set `WEBHOOK_EVENT_TYPES = {""invoice.paid"", ""invoice.payment_failed"", ""subscription.updated""}`, which the schema does not consult."
F0063	W	7	a	Major	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn.event_types`, `create_webhook_endpoint`	`event_types` is accepted unvalidated and unbounded	`event_types: list[str] = []` accepts any strings with no membership check against `app/events/dispatcher.WEBHOOK_EVENT_TYPES` (the authoritative set added in the same diff) and no length cap, and `url: str` is a bare string rather than pydantic's `HttpUrl`; the list goes directly into a JSONB column that `enqueue_for_event` later matches with `event_type in endpoint.event_types`.
F0064	W	1	c	Major	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn.event_types: list[str] = []`; app/events/dispatcher.py — `WEBHOOK_EVENT_TYPES = {...}`	`event_types` is accepted unvalidated, and the dispatch allowlist duplicates the event taxonomy	`event_types` is accepted as any list of arbitrary strings with no membership check against a known event taxonomy, and the set of webhook-eligible types is hardcoded a second time in `dispatcher.py` — so a customer subscribing to `invoice.payed` or to a real type outside those three gets an endpoint that validates, persists, and never fires.
F0065	W	9	c	Major	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn.event_types: list[str] = []`	`event_types` is accepted unvalidated, so a typo silently subscribes to nothing	The request body's `event_types` is stored verbatim with no check against the emitting set, which lives as `WEBHOOK_EVENT_TYPES` in `app/events/dispatcher.py`, and `enqueue_for_event` then filters with `event_type in endpoint.event_types` — a membership test that simply never matches an unknown string (RS3).
F0066	W	4	c	Major	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn.event_types: list[str] = []`; app/webhooks/delivery.py — `if not endpoint.event_types or event_type in endpoint.event_types`	`event_types` is accepted unvalidated, so a typo silently subscribes to nothing	`event_types` is a bare `list[str]` with no membership check against `WEBHOOK_EVENT_TYPES` (which lives in `app/events/dispatcher.py`, a third place the event-type vocabulary is spelled), and the mutable `[]` default on the Pydantic model is shared across instances.
F0067	W	3	a	Minor	app/api/routes/settings.py	app/api/routes/settings.py — `EndpointIn.event_types`	`event_types` is accepted without validation against the emitted set	`event_types: list[str] = []` accepts any strings, unbounded in count and length, and nothing checks them against the types we actually emit.
