id	arm	review	part	severity	file	title	what_is_wrong
G0015	W	1	1	Critical	src/import/parse.ts — `ALLOWED_ROLES`; src/import/bulk.ts — `applyBatch` (`prisma.membersh	an org admin can grant and revoke `owner` through the CSV role column	the route admits callers whose role is `admin`, the parser accepts `owner` as an allowed role, and `applyBatch` writes `row.role` into both the `create` and the `update` branch of the membership upsert without comparing it to the caller's own role or to the target membership's existing role.
G0016	W	1	1	Major	src/routes/import.ts — `POST`, `const csv = await req.text();` followed by `if (csv.length	the 5 MB upload limit is applied after the whole body is buffered, and counts UTF-16 units rather than bytes	the body is fully materialised in memory before the limit is consulted, so the 413 never prevents the allocation it exists to prevent, and `String.prototype.length` counts UTF-16 code units, so a CSV of non-ASCII names passes a constant named `MAX_CSV_BYTES` at up to roughly three times that many bytes.
G0017	W	1	1	Major	src/import/parse.ts — `parseRows` (`const [header, ...body] = lines;`, `const iEmail = col	`parseRows` throws on an empty body and silently rejects every row when the `email` header is absent or BOM-prefixed	for an empty or all-blank CSV `lines` is `[]`, so `header` is `undefined` and `splitLine(header)` dereferences `line.length` on `undefined`; and when `email` is not found `cols.indexOf` returns `-1`, so `f[-1] ?? ""` yields an empty email for every row instead of reporting a malformed header — the case a UTF-8 BOM prod
G0018	W	1	1	Major	src/import/bulk.ts — `runImport` (`const batchId = \`${ctx.orgId}-${ctx.requestId}\``), `a	`batchId` is derived from a client-supplied header and `import_staging` has no tenant column, so concurrent imports read and delete each other's rows	`requestId` is taken verbatim from the `x-request-id` request header with no validation, and it is the only entropy in the key that separates one staging batch from another, while the staging table carries no `org_id` to scope the read and the delete.
G0019	W	1	1	Major	src/import/bulk.ts — `runImport` (`stageRows` → `applyBatch` → `prisma.importStaging.delet	staging, promotion and cleanup are three uncoordinated operations with no transaction and no cleanup on the failure path	the read of staged rows and the writes derived from it are not wrapped in a transaction (R5), and the `deleteMany` runs only on the success path, so a throw anywhere inside `applyBatch` leaves memberships partially applied and the whole staging batch orphaned.
G0020	W	1	1	Major	src/import/bulk.ts — `applyBatch` (`for (const row of staged) { await prisma.membership.up	the number of rows per import is unbounded and promotion is a sequential per-row round trip inside the request	a 5 MB CSV yields on the order of a hundred thousand rows, and `applyBatch` awaits one database round trip per row inside the HTTP handler, while `stageRows` chunks the inserts but the promotion does not.
G0021	W	1	1	Major	test/import/parse.test.ts — the only test file in the diff; untested new or changed export	the audit guard change and the entire import path ship with no tests	the diff adds and materially changes a security control and five exported symbols while the only test file exercises `parseRows`, so no test proves the audit guard can fail (RT7), none asserts the invariant in the SAME context immediately after the sanctioned call returns — the one test R54 names as the one that catche
G0022	W	1	1	Major	docs/import.md — "Every membership change writes an audit record; the Prisma middleware re	the docs and comments claim a stronger control and a different workflow than the code implements	`assertAudited` writes no audit record — it checks that `ctx.actorId` is a non-empty string and emits a log line — so the documented control is a presence check described as an append-only audit requirement (R49 clause 2); the promotion is not audited at all because of Finding 1 (R29: the rationale is false under a tru
G0023	W	1	1	Minor	src/context/request.ts — `contextSnapshot`	`contextSnapshot` is an unused export and its `Readonly` is compile-time only	the function is newly exported and has no caller anywhere in the diff, and `Readonly<RequestContext>` is erased at runtime, so it conveys no protection to a JavaScript consumer.
G0024	W	1	1	Minor	src/import/bulk.ts — `applyBatch` (`if (!row.email.includes("@")) { rejected += 1; continu	email acceptance is `includes("@")` and rejected rows carry no reason	`"@"`, `"a@"` and `"a@b c"` all pass, and the response reports only a rejected count, so an operator cannot tell which of a thousand rows failed or why.
G0025	W	1	1	Minor	migrations/0058_import.sql — `role text NOT NULL DEFAULT 'member'`	`import_staging.role` has no CHECK constraint mirroring `ALLOWED_ROLES`	the allowlist exists only in `src/import/parse.ts:ALLOWED_ROLES`, so any other writer to the staging table can insert an arbitrary role string that `applyBatch` will copy into a membership.
G0026	W	1	2	Critical	`src/context/request.ts` — `enterSystemOperation` (l.47-50), consumed at `src/import/bulk.	`enterSystemOperation` suspends the audit control for the whole request, not for the staging write	The grant is expressed by writing `ctx.skipAudit = true` onto the object `currentContext()` returns — the same frame `runWithContext` installed in `src/routes/import.ts:267` — so its lifetime is the enclosing request rather than the staging write it was granted for, and nothing ever restores it (R54, ambient-flag form;
G0027	W	1	2	Critical	`src/audit/guard.ts` — `MUTATIONS` (l.66) and the early return (l.75)	the audit guard's new action allowlist omits `createMany` — the exact write the importer performs	`MUTATIONS` is a hand-written list (`create, update, delete, deleteMany, updateMany, upsert`) that does not contain `createMany`, which `src/import/bulk.ts:118` calls, nor `createManyAndReturn`, `updateManyAndReturn`, or the raw-execute actions — the member set was taken from a remembered list instead of derived from t
G0028	W	1	2	Critical	`src/import/parse.ts` — `ALLOWED_ROLES` (l.195); `src/routes/import.ts` — role check (l.25	the CSV can grant `owner`, and the route admits `admin` — self-service privilege escalation	The route authorizes `session.role === "admin"`, `ALLOWED_ROLES` accepts `"owner"`, and `applyBatch` writes `role: row.role` in both the `create` and the `update` branch with no comparison whatsoever between the actor's privilege and the privilege being granted.
G0029	W	1	2	Major	`src/import/bulk.ts` — `runImport` (l.167-181), `batchId` (l.169); `src/routes/import.ts` 	stage → apply → delete is not transactional, and the batch id is caller-nameable	The three steps are separate awaits with no `prisma.$transaction`, the `deleteMany` cleanup at l.177 sits only on the success path, and `batchId` is `${ctx.orgId}-${ctx.requestId}` where `requestId` is the client-supplied `x-request-id` header.
G0030	W	1	2	Major	`src/routes/import.ts` — `MAX_CSV_BYTES` check (l.262-265); `src/import/bulk.ts` — `applyB	the 5 MB limit measures the wrong thing, after the whole body is already in memory, and nothing caps row count	`await req.text()` buffers the entire body before the check runs, so the limit never prevents the allocation it names; `csv.length` counts UTF-16 code units rather than bytes, so a multi-byte CSV passes at roughly 3× `MAX_CSV_BYTES` actual bytes; and no bound exists on row count, while `applyBatch` awaits one `upsert` 
G0031	W	1	2	Major	`test/import/parse.test.ts` — whole file; control changed at `src/audit/guard.ts` (l.66-86	the only security control the change modifies ships with no test at all	All 71 lines of new test cover `parseRows`; `assertAudited`'s new action filter and `skipAudit` branch, `enterSystemOperation`, `stageRows`, `applyBatch`, `runImport` and the route's 401/403 paths have no test exercising either their deny or their allow side, so both fail-open defects above are green under the suite as
G0032	W	1	2	Major	`src/import/parse.ts` — `parseRows` (l.222-238)	`parseRows` crashes on an empty upload and silently rejects every row when the header column is named differently	After the blank-line filter `lines` can be empty, making `header` `undefined` and `splitLine(header)` dereference `line.length` on `undefined`; and when `cols.indexOf("email")` returns `-1`, `f[iEmail] ?? ""` reads index `-1`, yielding `""` for every row rather than reporting a bad header.
G0033	W	1	2	Major	`docs/import.md` — Auditing section (l.389-393); claim mirrored at `src/context/request.ts	`docs/import.md` claims an audit guarantee the code does not provide	The doc states "Every membership change writes an audit record" and "the promotion step runs audited as normal", both of which the leaked `skipAudit` makes false, and it presents the staging exception as narrow when `createMany` never reaches the guard's mutation set at all; the comment "Only system operations may call
G0034	W	1	2	Minor	`src/context/request.ts` — `contextSnapshot` (l.52-54)	`contextSnapshot` is exported, unused, and its `Readonly` is cosmetic	The export has no call site in the change, and `Readonly<RequestContext>` is a compile-time shallow annotation over a spread copy — it neither freezes the returned object nor prevents `skipAudit` being written on the original, which `enterSystemOperation` does two lines above.
G0035	W	1	2	Minor	`migrations/0058_import.sql` — `import_staging` (l.354-361)	`import_staging` has no constraint on `role` and no retention path	`role text NOT NULL DEFAULT 'member'` accepts any string, duplicating in a third place a vocabulary already spelled in `ALLOWED_ROLES` and in the route's role check, and no retention or cleanup exists for the rows the failure path abandons.
G0036	W	2	0	Critical	`src/import/bulk.ts` — `applyBatch`, the `prisma.membership.upsert` `create`/`update` bloc	an org admin can promote themselves (or anyone) to `owner` through the CSV	`src/routes/import.ts:POST` admits `session.role === "admin"`, `src/import/parse.ts:ALLOWED_ROLES` keeps `"owner"` as a valid value, and `applyBatch` writes `role: row.role` into both the `create` and the `update` branch of an upsert keyed on `orgId_email`, so nothing ever compares the role being granted against the ro
G0037	W	2	0	Critical	`src/context/request.ts` — `enterSystemOperation`; consumed at `src/import/bulk.ts:stageRo	`enterSystemOperation` leaks the audit exemption to the rest of the request (R54)	`enterSystemOperation` sets `ctx.skipAudit = true` on the object returned by `currentContext()`, which is the very object `runWithContext` stored in the `AsyncLocalStorage` (the store holds the reference, not a copy), so the grant's lifetime is the whole request rather than the staging loop it was written for, and noth
G0038	W	2	0	Critical	`src/audit/guard.ts` — `const MUTATIONS` (line 66) and the added `if (!MUTATIONS.has(actio	the new `MUTATIONS` early return turns a blanket audit control into an allowlist that fails open (R42/R12)	before this diff `assertAudited` ran for every action the Prisma middleware handed it; the new guard returns silently for any action not in a hand-written six-element set, and that set omits `createMany` — the exact call `src/import/bulk.ts:stageRows` makes — as well as `createManyAndReturn`, `updateManyAndReturn`, `ex
G0039	W	2	0	Major	`docs/import.md` — the "Auditing" section; `src/audit/guard.ts` — the `assertAudited` doc 	the audit control is documented as an enforceable boundary but implemented as logging only (R49)	the doc asserts "Every membership change writes an audit record; the Prisma middleware refuses any mutating query that does not carry one", but nothing in the diff writes an audit record anywhere — `assertAudited` checks only that `ctx.actorId` is a non-empty string and then calls `logger.info`, and `src/routes/import.
G0040	W	2	0	Major	`src/import/bulk.ts` — `runImport`, `` const batchId = `${ctx.orgId}-${ctx.requestId}` ``;	the staging batch key is derived from a client-controlled header, and staging rows are not tenant-scoped	`requestId` comes straight from the caller's `x-request-id` header in `src/routes/import.ts` with no validation, so the caller chooses the batch key; `import_staging` has no `org_id` column (unlike `org_activity`, which has one with an FK in the same migration), so `applyBatch`'s `findMany({ where: { batchId } })` and 
G0041	W	2	0	Major	`src/import/bulk.ts` — `runImport` (`stageRows` → `applyBatch` → `prisma.importStaging.del	stage → apply → delete is not transactional, so a mid-batch failure leaves half-applied members and orphaned staging rows (R5)	three independent statements run outside any transaction, and `applyBatch` reads the staged rows and then writes memberships in a separate query per row, so a failure on row 900 of 1000 commits the first 899 memberships, never reaches the `deleteMany`, and returns a 500 that carries no `batchId`.
G0042	W	2	0	Major	`src/routes/import.ts` — `const csv = await req.text();` then `if (csv.length > MAX_CSV_BY	the 5 MB cap is applied after the whole body is buffered, and it counts UTF-16 units rather than bytes (RS3)	`await req.text()` materialises the entire request body in memory *before* the size check can run, so the constant named `MAX_CSV_BYTES` bounds nothing at read time; and `String.length` counts UTF-16 code units, so a CSV of non-ASCII display names can pass a 5,242,880-"byte" check while being roughly three times that m
G0043	W	2	0	Major	`src/import/parse.ts` — `parseRows`, the `cols.indexOf("email") / indexOf("name") / indexO	`parseRows` cannot read a BOM-prefixed or mislabelled header, and reports the failure as ordinary rejections	a UTF-8 BOM is never stripped, so a file exported by Excel or Google Sheets yields `cols[0] === "﻿email"`, `iEmail === -1`, and `f[-1] ?? ""` gives every row an empty email; the same `-1` fallback applies when the header simply lacks an `email` column or when the file has no header row at all (the first data row is con
G0044	W	2	0	Major	`test/import/parse.test.ts` — the only test file in the diff	no test covers any of the new production exports, and the two new branches of the security control have none at all (RT6/RT7/RT8/RT5)	the diff adds the exports `enterSystemOperation`, `contextSnapshot`, `runImport`, `ImportSummary` and `POST`, plus two new branches inside `assertAudited` (the `MUTATIONS` early return and the `skipAudit` early return), and every one of the eight tests exercises `parseRows` only — the two branches that decide whether a
G0045	W	2	0	Minor	`src/context/request.ts` — `contextSnapshot`	`contextSnapshot` is exported and never called	the function is added and exported but no site in the diff calls it, and it is a defensive copy of exactly the context object that `enterSystemOperation` mutates in place two lines above — it reads like the beginning of the fix that was never wired up.
G0046	W	2	0	Minor	`src/import/bulk.ts` — `applyBatch`, `if (!row.email.includes("@"))`	email validity is decided deep in the promotion loop, and `"@"` alone passes	the only address check in the change is a substring test performed after the rows have already been staged, rather than at the parse boundary, so `"@"`, `"a@"` and `"@b"` all become memberships.
G0047	W	2	0	Minor	`src/import/parse.ts` — `role: ALLOWED_ROLES.includes(role) ? role : "member"`	an unknown role is silently rewritten to `member` with no signal to the uploader	a typo such as `admni` is silently converted to `member`; it is not counted in `rejected` and does not appear anywhere in `ImportSummary`.
G0048	W	2	1	Critical	`src/import/parse.ts` — `ALLOWED_ROLES` (line 195); `src/import/bulk.ts` — `applyBatch` up	an org admin can promote themself to `owner` through the CSV, and the route's authorization never re-runs on the grant	the route admits any session whose role is `admin` or `owner`, the parser accepts `"owner"` as a legal cell value, and `applyBatch` writes `role: row.role` straight into the membership upsert keyed on `{orgId, email}` — so nothing checks that the actor is permitted to *grant* the role they are importing.
G0049	W	2	1	Critical	`src/context/request.ts` — `enterSystemOperation` (lines 47-50); call site `src/import/bul	`enterSystemOperation()` mutates the caller's shared context frame and nothing restores it, so the audit control stays off for the rest of the request	the grant is expressed by writing `skipAudit = true` onto the object returned by `currentContext()` — the caller's own AsyncLocalStorage frame — so its lifetime is the whole request rather than the staging call, and `stageRows` returns with the flag still set (R54, ambient-flag suspension; clause (c) context-carried va
G0050	W	2	1	Critical	`src/audit/guard.ts` — `MUTATIONS` (line 66)	the audit guard's `MUTATIONS` set is a recalled list, not a derived one, and it omits `createMany` — the very action the new importer uses	`assertAudited` now returns early for any action outside a hand-written six-member set, but Prisma's mutating-action set also contains `createMany`, `createManyAndReturn`, `updateManyAndReturn`, `executeRaw`/`executeRawUnsafe` and `$executeRaw*`; the omission is visible inside this same change, because `src/import/bulk
G0051	W	2	1	Major	`src/audit/guard.ts` — `assertAudited` (lines 82-85); `docs/import.md` — "Auditing" sectio	`assertAudited` verifies that an actor is known, not that an audit record exists — and the docs claim the stronger property	the guard's only enforcement is `if (!ctx.actorId) throw`, followed by `logger.info(..., "audited write")`, yet its own docstring says "a write that carries no audit intent is refused" and `docs/import.md` states "Every membership change writes an audit record; the Prisma middleware refuses any mutating query that does
G0052	W	2	1	Major	`src/audit/guard.ts` — line 79	the audit-bypass event is logged one level quieter than the ordinary write it replaces	the sanctioned bypass emits `logger.debug({model, action, requestId}, "audit skipped")` while the ordinary audited write beside it emits `logger.info(...)`, and the bypass line omits `actorId` and `orgId` — the single most security-relevant branch in the guard is the one least likely to reach production logs and the on
G0053	W	2	1	Major	`src/import/bulk.ts` — `runImport` (lines 167-181)	stage → apply → delete is three independent commits, and the cleanup does not run on the error path	`stageRows`, `applyBatch` and `prisma.importStaging.deleteMany` each commit separately with no `$transaction` and no `try/finally`, so a throw anywhere in the per-row upsert loop skips the cleanup entirely (R5).
G0054	W	2	1	Major	`src/routes/import.ts` — line 269 (`req.headers.get("x-request-id")`); `src/import/bulk.ts	the batch key is a client-supplied header, so two imports in one org read and delete each other's staged rows	`requestId` is taken verbatim from an attacker-controlled header with no length, charset or uniqueness validation, and `applyBatch`/`deleteMany` re-derive their row set from that *name* rather than carrying the identity of the rows `stageRows` actually wrote (R51; RS3 at the boundary). Cross-tenant collision is blocked
G0055	W	2	1	Major	`src/routes/import.ts` — lines 262-265; `src/import/bulk.ts` — `applyBatch` loop (line 142	`MAX_CSV_BYTES` is compared against a UTF-16 length, after the whole body is already buffered, and no row limit exists	`await req.text()` buffers the entire body *before* the size check runs, and `csv.length` counts UTF-16 code units rather than bytes, so a body of multi-byte characters passes a gate documented as "5 MB" at roughly three times that payload; nothing then bounds the row count the parser produces (RS3 at the boundary).
G0056	W	2	1	Major	`src/import/parse.ts` — `ALLOWED_ROLES` (line 195); `src/routes/import.ts` — line 258; `sr	the role vocabulary and its default are restated in four places with no shared constant and no DB constraint	the same closed role set and the same `member` default appear as literals in a parser, a route guard and a migration, and no constraint ties them together (R2).
G0057	W	2	1	Major	`src/import/bulk.ts` — `runImport` (lines 174-177) and the `stageRows` docstring (lines 10	the staging table's stated purpose — operator inspection before applying — has no backing path in the code	`stageRows` and `applyBatch` run back to back inside one call and the rows are deleted immediately after, so the "scratch rows the operator can inspect before applying" described in both the docstring and the docs never exist at any point an operator can observe them (R41 — a declared capability whose backing path neve
G0058	W	2	1	Major	`test/import/parse.test.ts` (whole file); untested subjects `src/audit/guard.ts` `assertAu	none of the security-relevant new code carries a test	the diff adds four exported production symbols and materially changes the audit guard itself, and the only test file exercises `parseRows` — there is no test that a write after the sanctioned call is still refused, none that `assertAudited` throws for any action, and none for the 401/403 branches (RT6; RT7 for the chan
G0059	W	2	1	Minor	`src/import/parse.ts` — `parseRows` (lines 222-224)	`parseRows` throws a `TypeError` on an empty body instead of returning a 400	an empty or whitespace-only body leaves `lines` empty, so `header` is `undefined` and `splitLine(header)` dereferences `line.length`.
G0060	W	2	1	Minor	`src/context/request.ts` — `contextSnapshot` (lines 52-54)	`contextSnapshot` is exported, unused, and its `Readonly` return type is a compile-time claim over a mutable object	the function has no caller anywhere in the change, and `Readonly<RequestContext>` over a fresh spread is erased at runtime, so a caller can cast it back and mutate the copy — and it copies `skipAudit` along with everything else.
G0061	W	2	1	Minor	`migrations/0058_import.sql`	`import_staging` has no retention bound and no `org_id`, and `org_activity.detail` is free text	the table holds email addresses and display names with no TTL, no owning-org column, and no `ON DELETE` behaviour tied to `orgs`, so an org deletion leaves its staged PII behind; `detail` stores a rendered English sentence rather than the counts, so the activity feed cannot be queried or re-rendered.
G0062	W	2	2	Critical	`src/context/request.ts` — `enterSystemOperation()`; call site `src/import/bulk.ts` — `sta	audit suspension is granted on the caller's context frame and never released	`enterSystemOperation()` sets `skipAudit = true` on the live request-scoped
G0063	W	2	2	Critical	`src/audit/guard.ts` — `const MUTATIONS` / `if (!MUTATIONS.has(action)) return;`	`MUTATIONS` omits `createMany`, so the new early return makes the audit guard fail open on the importer's own write	the set was taken from a supplied list of six action names rather than derived
G0064	W	2	2	Critical	`src/import/bulk.ts` — `applyBatch()`, `prisma.membership.upsert`; allowlist at `src/impor	the CSV's `role` column is applied unchecked, so an admin can mint owners and demote the real owner	`ALLOWED_ROLES` admits `"owner"` and `applyBatch` writes `row.role` into both
G0065	W	2	2	Major	`src/import/bulk.ts` — `runImport()`, `` const batchId = `${ctx.orgId}-${ctx.requestId}` `	`batchId` is built from a client-supplied header, so a concurrent import can adopt or delete another's staged rows	`requestId` is taken verbatim from a request header with no length or charset
G0066	W	2	2	Major	`src/import/bulk.ts` — `runImport()`; schema at `migrations/0058_import.sql`	the import is three independent commits with no cleanup on the failure path	`stageRows`, the per-row `upsert` loop in `applyBatch`, and the trailing
G0067	W	2	2	Major	`test/import/parse.test.ts` (the diff's only test) against `src/audit/guard.ts`, `src/impo	the audit guard and the entire import path ship with no test diff	every new export except `parseRows` — `enterSystemOperation`,
G0068	W	2	2	Major	`docs/import.md` — "Auditing" section, "The staging writes are the single exception"	`docs/import.md` claims an exemption the implementation does not bound	the doc declares the audit control as an enforceable boundary with exactly one
G0069	W	2	2	Minor	`src/context/request.ts` — `contextSnapshot()`	`contextSnapshot` is exported, never called, and its `Readonly` promises nothing at runtime	no call site in the diff uses it (`src/import/bulk.ts` and
G0070	W	2	2	Minor	`src/import/parse.ts` — `parseRows()`, `csv.split(/\r?\n/)`	a newline inside a quoted CSV field splits one row into two	the line split happens before quote parsing, so an RFC 4180 field containing a
G0071	W	2	2	Minor	`src/import/parse.ts` — `parseRows()`, `cols.indexOf("email")`	a missing `email` column silently rejects every row with no diagnostic	`indexOf` returns `-1`, `f[-1] ?? ""` yields an empty email, and `applyBatch`
G0072	W	2	2	Minor	`src/routes/import.ts` — `MAX_CSV_BYTES`, `const csv = await req.text()`	the 5 MB cap counts UTF-16 code units after the whole body is already buffered	`req.text()` materialises the entire body before the check, and `csv.length` is
G0073	W	2	2	Minor	`src/import/parse.ts` — `ALLOWED_ROLES`; `src/routes/import.ts` — `session.role !== "admin	role vocabulary is spelled three times	three independent statements of the same role set that will drift the day a
G0074	W	3	0	Critical	`src/context/request.ts` — `enterSystemOperation`; call site `src/import/bulk.ts` — `stage	`enterSystemOperation` suspends the audit control for the rest of the request, not for the staging write	`enterSystemOperation` sets `skipAudit = true` on the caller's own context object held
G0075	W	3	0	Critical	`src/audit/guard.ts` — `const MUTATIONS = new Set([...])` and the added `if (!MUTATIONS.ha	the new `MUTATIONS` allowlist omits `createMany`, so the audit guard now waves through the diff's own staging write and every other bulk insert in the codebase	the member set of "mutating Prisma action" was taken from an authored list instead of
G0076	W	3	0	Critical	`src/import/parse.ts` — `ALLOWED_ROLES`; `src/routes/import.ts` — the `session.role !== "a	an org admin can grant `owner` — including to themselves — through the CSV `role` column	the route admits `admin` callers, the parser accepts `owner` as a valid role, and
G0077	W	3	0	Major	`src/routes/import.ts` — `const csv = await req.text();` then `if (csv.length > MAX_CSV_BY	the 5 MB limit neither bounds memory nor counts bytes	the body is fully buffered into a string *before* the size check runs, and
G0078	W	3	0	Major	`src/import/bulk.ts` — `runImport`	stage → apply → delete → activity spans four independent commits with no transaction	`stageRows`, `applyBatch`'s per-row upserts, the `importStaging.deleteMany`, and the
G0079	W	3	0	Major	`src/import/bulk.ts` — `const batchId = \`${ctx.orgId}-${ctx.requestId}\`` ; `src/routes/i	the batch key is built from a caller-supplied header, so two concurrent imports can promote and delete each other's rows	`requestId` is whatever the client puts in `x-request-id`, unvalidated and unbounded,
G0080	W	3	0	Major	`src/import/bulk.ts` — `stageRows` doc comment; `docs/import.md` — "Auditing" section	the comment that licenses the audit exemption describes a workflow the code does not implement	the exemption is justified by "these are scratch rows the operator can inspect before
G0081	W	3	0	Major	`src/import/parse.ts` — `const iEmail = cols.indexOf("email");` and `email: (f[iEmail] ?? 	a header without an `email` column silently rejects every row and returns 200	`indexOf` returns `-1` when the column is absent or spelled differently, `f[-1]` is
G0082	W	3	0	Major	`test/import/parse.test.ts` — the only test file in the diff; subjects `src/audit/guard.ts	the security control the change modifies, and every new export that uses it, ship with no test	nine tests cover `parseRows`, which is the one part of the change with no security
G0083	W	3	0	Minor	`src/context/request.ts` — `contextSnapshot`	`contextSnapshot` is exported and never called	the function is added, exported, and has no caller anywhere in the change, so it ships
G0084	W	3	0	Minor	`src/audit/guard.ts` — `logger.debug({ model, action, requestId: ctx.requestId }, "audit s	the audit-suspension event is recorded only at `debug` level	the one line that records the audit control being bypassed is emitted below the level
G0085	W	3	0	Minor	`migrations/0058_import.sql` — `CREATE TABLE import_staging`	`import_staging` has no tenancy column and no role constraint	the table carries no `org_id` and no FK, and `role` is a bare `text` with a default but
G0086	W	3	1	Critical	`src/context/request.ts` — `enterSystemOperation`; `src/import/bulk.ts` — `stageRows`	the audit-suspension flag is set on the caller's own context and never released, so every write after the staging step runs unaudited	`enterSystemOperation()` mutates the live object returned by `currentContext()` (`ctx.skipAudit = true`) — the same object `runWithContext` handed to `storage.run`, so the grant's lifetime is the whole request rather than the staging writes it was granted for, and `stageRows` never clears it.
