cluster_id	status	n	member_ids	claim
R21-API-12	existing	2	F2001,F2199	The newly added HTTP handlers, `Store` and its methods (`NewStore`, `Create`, `ListByOrg`, `Due`, `query`, `Record`, `Delete`), and the `Worker` ship with no tests, since internal/exports/exports_test.go covers only `Validate`, `NextRun`, `objectKey` and `formatValue`.
R21-DOC-02	existing	5	F2604,F2607,F2608,F2574,F2582	"docs/scheduled-exports.md says the worker ""polls every 30 seconds and takes whatever is due"", but Worker.tick calls store.Due with dueBatchSize = 25, so more than 25 due schedules leave the remainder for a later tick."
R21-MDL-01	existing	117	F0001,F0157,F0243,F0244,F0346,F0347,F0348,F0349,F0350,F0351,F0352,F0353,F0363,F0364,F0365,F0567,F0897,F0898,F1099,F1222,F1224,F1225,F1226,F1227,F1230,F1231,F1232,F1233,F1234,F1235,F1237,F1238,F1239,F1241,F1243,F1245,F1247,F1248,F1249,F1250,F1251,F1252,F1253,F1254,F1527,F1528,F1529,F1530,F1532,F1533,F1534,F1536,F1537,F1538,F1539,F1541,F1542,F1602,F1603,F1604,F1605,F1606,F1607,F1608,F1610,F1611,F1638,F1639,F1640,F1641,F1642,F1643,F1644,F1663,F1664,F1667,F1669,F1670,F1671,F1672,F1674,F1675,F1677,F1678,F1679,F1680,F1681,F1682,F1683,F1686,F1687,F1688,F1691,F1693,F2569,F2570,F2571,F2572,F2573,F2579,F2580,F2581,F2588,F2590,F2591,F2593,F2594,F2595,F2596,F2597,F2599,F2605,F2614,F2690,F2922,F2923,F2925	`Store.Due` selects due rows with a plain SELECT — no FOR UPDATE SKIP LOCKED, no lease or claim column, no transaction spanning the read and the later `Store.Record` write, which only advances `next_run_at` after the export has finished — so every live worker selects and runs the same due schedule, contradicting docs/scheduled-exports.md, which states a schedule is claimed by one worker and a due run happens once even with several workers live.
R21-MDL-02	existing	143	F0262,F0263,F1103,F1104,F1121,F1122,F1123,F1124,F1125,F1126,F1127,F1128,F1129,F1130,F1131,F1132,F1133,F1134,F1135,F1136,F1137,F1138,F1139,F1140,F1141,F1142,F1144,F1145,F1146,F1147,F1148,F1149,F1150,F1151,F1152,F1153,F1156,F1157,F1158,F1159,F1160,F1161,F1162,F1163,F1164,F1165,F1166,F1167,F1168,F1169,F1170,F1171,F1172,F1173,F1174,F1175,F1176,F1177,F1179,F1180,F1181,F1182,F1183,F1184,F1203,F1204,F1205,F1206,F1807,F1808,F1809,F1810,F1811,F1812,F1813,F1814,F1815,F1816,F1817,F1818,F1819,F1820,F1821,F1822,F1823,F1824,F1825,F1826,F1827,F1828,F1830,F1831,F1832,F1833,F1834,F1835,F1836,F1837,F1838,F1839,F1840,F1841,F1842,F1843,F1844,F1846,F1847,F1848,F1849,F1850,F1852,F1854,F1855,F1856,F1857,F1858,F1859,F1860,F1951,F1952,F1953,F1968,F1969,F1970,F1975,F1976,F1977,F1978,F1979,F1980,F1981,F1982,F1983,F1985,F1986,F1987,F2577,F2775,F2776,F2777,F2778,F2779,F2780	`Destination.AccessKey` and `Destination.SecretKey` carry ordinary JSON tags (access_key / secret_key) with no suppression and `Schedule` embeds `Destination` by value, so `exportHandler.create` and `exportHandler.list`, which marshal whole `Schedule` values, return the customer's bucket credentials in every create and list response — contradicting docs/scheduled-exports.md, which states the credentials are never handed back by the API.
R21-MDL-04	existing	2	F2829,F2837	`Store.Create` inserts `Destination.AccessKey` and `Destination.SecretKey` verbatim into the plain TEXT columns `dest_access_key` / `dest_secret_key`, with no encryption anywhere in the change, contradicting docs/scheduled-exports.md, which states the destination credentials are stored encrypted.
R21-MDL-05	existing	129	F0269,F0272,F0273,F0274,F0275,F0587,F0588,F0589,F0590,F0591,F0592,F0593,F0594,F0595,F0596,F0597,F0598,F0599,F0600,F0601,F0602,F0603,F0604,F0610,F0805,F0806,F0807,F0808,F0809,F0810,F0811,F0813,F0814,F0815,F0818,F0819,F0820,F0821,F0822,F0823,F0824,F0825,F0826,F0827,F0828,F0829,F0830,F0831,F0832,F0833,F0834,F0835,F0836,F0837,F0838,F0839,F0840,F0841,F0842,F0843,F0844,F0845,F0846,F0847,F0848,F0849,F0851,F0852,F0853,F0854,F0856,F0857,F0858,F0859,F0860,F0861,F0862,F0863,F0864,F0865,F0866,F0867,F0868,F0869,F0870,F0871,F0872,F0873,F0874,F0875,F0876,F0877,F0878,F0879,F1036,F1037,F1039,F1040,F1041,F1042,F1043,F1044,F1045,F1046,F1047,F1048,F1065,F1066,F1068,F1070,F1074,F2306,F2368,F2370,F2371,F2372,F2373,F2374,F2545,F2546,F2547,F2548,F2549,F2550,F2551,F2552,F2553,F2560,F2561	`Schedule.Validate` checks name, dataset, format, cadence, hour and destination but never `Timezone`, so an unloadable zone name is accepted at the API boundary and `NextRun` silently substitutes UTC in its `if err != nil { loc = time.UTC }` branch — a fail-open that `exports_test.go`'s case named 'unknown timezone falls back to UTC' pins as intended behaviour, while docs/scheduled-exports.md tells customers the value must be an IANA name.
R21-MDL-06	existing	18	F0156,F0277,F0345,F0606,F0609,F0612,F0616,F0650,F0651,F1200,F1201,F1202,F1208,F2625,F2628,F2692,F2866,F2875	`Schedule.Validate` requires `Destination.Bucket` and both credentials but never checks `Destination.Region`, and the migration's `dest_region TEXT NOT NULL` admits the empty string, so an empty or arbitrary caller-supplied region is stored and only reaches `storage.NewClient` inside the worker.
R21-MDL-07	existing	3	F0113,F0123,F0281	`Store.Delete` runs `DELETE FROM export_schedules WHERE id = $1` with no `org_id` predicate and `exportHandler.delete` never reads the org from the request context, so any authenticated caller can delete another tenant's schedule by guessing its integer id — unlike the sibling read path `Store.ListByOrg`, which does scope on `org_id`.
R21-MDL-08	existing	1	F0570	`Store.Delete` and `Store.Record` discard the `sql.Result`, so a delete matching no row is indistinguishable from a real deletion and still yields 204, and a `Record` matching no row reports success.
R21-MDL-09	existing	2	F0571,F0572	`Store.query` builds its statement by concatenating a caller-supplied `where` SQL fragment into the query string rather than taking a fixed statement, so the signature invites a future caller to interpolate untrusted input even though today's callers pass only hardcoded literals.
R21-MDL-10	existing	14	F0354,F0355,F0356,F0357,F0358,F0359,F0360,F0361,F0362,F0366,F0568,F0569,F1462,F1997	`Store.Due`'s `ORDER BY next_run_at LIMIT $2` orders on a key that is not unique — schedules sharing a cadence and hour tie exactly — so which rows the batch takes from a tied group is undefined, and a tied group larger than `dueBatchSize` can return the same subset on every poll.
R21-MDL-11	existing	17	F1523,F1651,F1658,F1707,F1708,F2558,F2735,F0240,F0430,F1549,F1551,F1710,F1709,F1996,F2885,F2886,F2921	Nothing bounds how many schedules a single org may create and `Store.Due` takes the globally oldest `dueBatchSize` rows with no per-org fairness while `Worker.tick` processes the batch sequentially, so one org's schedules can monopolise every batch.
R21-MDL-12	existing	10	F0573,F1259,F1262,F1613,F1645,F2003,F2206,F2209,F2210,F2273	`internal/exports/exports_test.go` covers only `Validate`, `NextRun`, `objectKey` and `formatValue`, so `Store` and all of its database methods, the `Worker` with its export/serialize path, and the three HTTP handlers ship with no tests at all.
R21-MDL-13	existing	9	F0652,F0985,F0986,F0987,F2717,F2718,F2719,F2720,F2920	`Schedule.Enabled` is persisted, indexed and used as `Store.Due`'s predicate and is hardcoded to `true` by `exportHandler.create`, but no route or store method can ever set it to false, so the only way to stop a schedule is to delete it.
R21-MDL-14	existing	8	F0670,F0671,F0672,F0674,F0676,F0683,F1097,F1515	`Schedule.LastError` is populated verbatim from `err.Error()` in `Worker.runSchedule` and returned by `GET /v1/export-schedules`, so raw storage-client and database error text — including internal schema names, endpoints and request details — reaches the customer.
R21-MDL-15	existing	1	F2522	The comment above `datasets` claims anything not in the map is rejected before it ever reaches the worker, but `Worker.export` interpolates `datasets[s.Dataset]` for a schedule re-read from the database, where a missing key yields an empty table name and a malformed statement rather than a named refusal.
R21-MDL-16	existing	6	F2684,F2688,F2618,F2685,F2686,F2687	`Store.ListByOrg` returns every row for an org with no limit or pagination, and the migration's only index is `idx_export_schedules_due ON (next_run_at) WHERE enabled`, so `WHERE org_id = $1 ORDER BY id` has no index behind it.
R21-MDL-17	existing	14	F0341,F0342,F0343,F0344,F0608,F0611,F0647,F0648,F0649,F0705,F1081,F1199,F1460,F2732	`Schedule.Validate` imposes no length or content constraint on the free-text fields — `Name` is only rejected when blank and `Destination.Prefix` is not checked at all — so arbitrarily long or structured values, including path segments and control characters, are stored in unbounded TEXT columns and concatenated into the object key.
R21-MDL-18	existing	2	F1096,F2928	The cadence vocabulary hourly/daily/weekly is spelled out as bare string literals in `Validate`, `NextRun`, `window` and the migration's CHECK constraint rather than as a named type with constants the way `Format` is, and `window`'s `default` branch silently returns the 24-hour window for any cadence it does not recognise.
R21-MIG-01	existing	136	F2603,F2615,F2617,F2715,F2736,F2737,F2738,F2739,F2740,F2741,F2742,F2743,F2744,F2745,F2746,F2747,F2748,F2749,F2750,F2751,F2752,F2753,F2754,F2755,F2756,F2757,F2758,F2759,F2760,F2761,F2762,F2763,F2764,F2765,F2766,F2767,F2768,F2769,F2770,F2771,F2772,F2773,F2774,F2781,F2782,F2783,F2784,F2785,F2786,F2787,F2788,F2789,F2790,F2791,F2792,F2793,F2794,F2795,F2796,F2797,F2798,F2799,F2800,F2801,F2802,F2803,F2804,F2805,F2806,F2807,F2808,F2809,F2810,F2811,F2812,F2813,F2814,F2815,F2816,F2817,F2818,F2819,F2820,F2821,F2822,F2823,F2824,F2825,F2826,F2827,F2828,F2830,F2831,F2832,F2833,F2834,F2835,F2836,F2838,F2839,F2840,F2841,F2842,F2843,F2844,F2845,F2846,F2847,F2848,F2849,F2850,F2851,F2852,F2853,F2854,F2855,F2856,F2857,F2858,F2859,F2860,F2861,F2862,F2863,F2864,F2865,F2867,F2868,F2869,F2870,F2871,F2872,F2873,F2874,F2876,F2935	The destination credentials are stored in cleartext — `dest_access_key` and `dest_secret_key` are plain `TEXT` columns that `Store.Create` binds and `Store.query` scans unmodified, with no encryption, envelope, or KMS step anywhere in the change — while `docs/scheduled-exports.md` tells customers the destination credentials are stored encrypted.
R21-MIG-02	existing	95	F2619,F2620,F2621,F2622,F2623,F2624,F2629,F2630,F2631,F2632,F2633,F2634,F2635,F2636,F2637,F2638,F2639,F2640,F2641,F2642,F2643,F2644,F2645,F2646,F2647,F2648,F2649,F2650,F2651,F2652,F2653,F2654,F2655,F2656,F2657,F2658,F2659,F2660,F2661,F2662,F2663,F2664,F2665,F2666,F2667,F2668,F2669,F2670,F2671,F2672,F2673,F2674,F2675,F2676,F2677,F2678,F2679,F2680,F2681,F2682,F2683,F2689,F2691,F2721,F2722,F2723,F2724,F2725,F2883,F2888,F2889,F2890,F2891,F2892,F2893,F2894,F2895,F2896,F2897,F2898,F2899,F2900,F2901,F2902,F2903,F2904,F2905,F2906,F2907,F2908,F2909,F2910,F2911,F2912,F2991	The migration's only index is the partial `idx_export_schedules_due ON export_schedules (next_run_at) WHERE enabled`, which serves the worker's `Due` query, so `Store.ListByOrg`'s `WHERE org_id = $1 ORDER BY id` has no supporting index.
R21-MIG-03	existing	67	F2616,F2626,F2627,F2693,F2694,F2695,F2696,F2697,F2698,F2699,F2700,F2701,F2702,F2703,F2704,F2705,F2706,F2707,F2708,F2709,F2710,F2711,F2712,F2713,F2726,F2727,F2728,F2879,F2880,F2926,F2930,F2931,F2932,F2937,F2938,F2939,F2940,F2941,F2942,F2943,F2944,F2945,F2946,F2947,F2948,F2949,F2950,F2951,F2952,F2953,F2954,F2955,F2956,F2957,F2958,F2959,F2960,F2961,F2962,F2963,F2964,F2965,F2966,F2967,F2988,F2989,F2990	`CREATE TABLE export_schedules` gives `format` and `cadence` a `CHECK (... IN (...))` matching `Schedule.Validate` but leaves the other columns whose domains `Validate` also enforces — `dataset`, `hour_of_day`, `timezone` — unconstrained at the database level, so the domain-enforcement pattern is applied to only some of the table's peer columns.
R21-MIG-04	existing	21	F2877,F2878,F2882,F2884,F2968,F2969,F2970,F2971,F2972,F2973,F2974,F2976,F2977,F2978,F2979,F2980,F2981,F2982,F2983,F2984,F2986	`migrations/0057_export_schedules.sql` contains only the forward `CREATE TABLE` and `CREATE INDEX` inside `BEGIN`/`COMMIT`, with no down or rollback counterpart.
R21-MIG-05	existing	4	F2914,F2915,F2924,F2996	`migrations/0057_export_schedules.sql` adds no uniqueness constraint on a schedule's identity, so one org can hold two identical schedules whose runs contend for the same object key.
R21-MIG-06	existing	2	F2729,F2731	"`last_status` and `last_error` default to `''`, an in-band sentinel that makes ""has never run"" indistinguishable from a run that recorded an empty value on `GET /v1/export-schedules`."
R21-MIG-07	existing	2	F2716,F2927	The `enabled` column that `Store.Due` filters on and the partial index is built on can never become false, because `exportHandler.create` hardcodes `Enabled: true` and the change adds no update route or store method that writes it.
R21-RTR-01	existing	113	F0242,F1082,F1083,F1084,F1085,F1086,F1087,F1088,F1089,F1090,F1209,F1210,F1214,F1215,F1463,F1464,F1465,F1468,F1469,F1470,F1471,F1472,F1473,F1474,F1475,F1476,F1477,F1478,F1479,F1480,F1481,F1482,F1483,F1484,F1485,F1486,F1487,F1488,F1489,F1490,F1491,F1492,F1493,F1494,F1495,F1496,F1497,F1498,F1499,F1500,F1501,F1502,F1503,F1504,F1505,F1506,F1507,F1508,F1509,F1510,F1511,F1512,F1553,F1581,F1582,F1583,F1584,F1585,F1586,F1587,F1588,F1589,F1590,F1591,F1592,F1593,F1594,F1595,F1596,F1597,F1598,F1599,F1719,F2204,F2205,F2218,F2219,F2220,F2223,F2353,F2354,F2355,F2356,F2357,F2358,F2359,F2360,F2361,F2362,F2363,F2365,F2534,F2535,F2536,F2537,F2538,F2539,F2540,F2541,F2542,F2543,F2881,F2995	The three new `/v1/export-schedules` routes registered in `NewRouter` (`internal/api/router.go`) are mounted behind `authed` inside `withRequestID(withRecovery(mux))` with no rate limiting applied to them.
R21-RTR-02	existing	15	F1050,F1053,F1467,F1522,F1525,F1546,F1547,F1548,F1550,F1637,F1654,F1655,F1656,F1657,F2917	Nothing in the change bounds how many export schedules one org may hold: neither `exportHandler.create`, `Schedule.Validate`, `Store.Create`, nor `migrations/0057_export_schedules.sql` imposes a per-org cap or count constraint, so each accepted row adds another recurring window scan and upload.
R21-SCH-01	existing	36	F0150,F0151,F0152,F0153,F0154,F0155,F0238,F0239,F0417,F0418,F0419,F0420,F0421,F0662,F0663,F0666,F0796,F0797,F0881,F0883,F0887,F0888,F0889,F0890,F0891,F0892,F1026,F1033,F1106,F1107,F1108,F1109,F1110,F1111,F1335,F1459	In `NextRun` (internal/exports/schedule.go), the daily/weekly path builds the fire time with `time.Date(..., s.HourOfDay, 0, 0, 0, loc)` and advances it with `AddDate(0, 0, 1)`, so on a DST transition day the configured local hour is silently normalised — a spring-forward hour that does not exist is moved to a neighbouring instant, and a fall-back hour that occurs twice resolves to one of them unspecified — making the run fire at an hour other than the one configured.
R21-SCH-02	existing	54	F0422,F0423,F0424,F0425,F0426,F0667,F0668,F1034,F1211,F1336,F1337,F1338,F1339,F1340,F1341,F1342,F1343,F1345,F1346,F1347,F1348,F1349,F1350,F1351,F1352,F1353,F1354,F1355,F1356,F1357,F1358,F1359,F1360,F1361,F1362,F1363,F1364,F1365,F1366,F1367,F1368,F1369,F1370,F1455,F1456,F1995,F2189,F2190,F2191,F2192,F2193,F2194,F2195,F2196	In `NextRun` (internal/exports/schedule.go), the hourly branch `local.Add(time.Hour).Truncate(time.Hour).UTC()` truncates against absolute time rather than the wall clock in `loc`, so the `from.In(loc)` conversion has no effect on that branch and in a zone with a sub-hour offset (e.g. `Asia/Kolkata` +05:30, `Asia/Kathmandu` +05:45) the run lands at :30 or :45 past the customer's local hour instead of on it.
R21-SCH-03	existing	6	F1005,F2375,F1038,F1067,F1071,F2369	"`Schedule.Validate` (internal/exports/model.go) never checks `Timezone`, so the API accepts any string, and `NextRun` (internal/exports/schedule.go) swallows the `time.LoadLocation` error by falling back to `time.UTC`, silently reinterpreting an invalid or mistyped IANA name as UTC — a behaviour the `""unknown timezone falls back to UTC""` case in internal/exports/exports_test.go pins as correct."
R21-SCH-04	existing	10	F0933,F1112,F1311,F1312,F1313,F1314,F1315,F2182,F2183,F2563	`window` (internal/exports/schedule.go) returns a fixed absolute duration (24 hours daily, 7*24 hours weekly) while `NextRun` advances by calendar days at a fixed local hour in the customer's zone, so on a DST transition the local day is 23 or 25 hours and the exported window disagrees with the scheduled slot by an hour.
R21-SCH-06	existing	1	F2929	The cadence vocabulary is spelled out independently in four places (`Validate` in internal/exports/model.go, `NextRun` and `window` in internal/exports/schedule.go, and the `CHECK (cadence IN (...))` constraint in migrations/0057_export_schedules.sql) with no shared constant or type as `Format` has, and `window`'s `default` branch maps any unrecognised cadence to 24 hours instead of failing, so a new cadence added at some but not all sites silently exports over the wrong interval.
R21-TST-01	existing	136	F0260,F0261,F0268,F0574,F0575,F0576,F0577,F0578,F0579,F0580,F0791,F1260,F1261,F1277,F1516,F1517,F1518,F1519,F1520,F1521,F1612,F1614,F1615,F1616,F1617,F1618,F1619,F1620,F1621,F1622,F1623,F1624,F1625,F1626,F1627,F1628,F1629,F1630,F1646,F1647,F1648,F1862,F1937,F1943,F2002,F2031,F2032,F2033,F2034,F2035,F2036,F2037,F2038,F2044,F2165,F2166,F2167,F2171,F2188,F2200,F2201,F2202,F2203,F2207,F2208,F2211,F2212,F2213,F2214,F2215,F2216,F2217,F2221,F2222,F2224,F2272,F2311,F2312,F2314,F2315,F2316,F2317,F2318,F2319,F2320,F2321,F2322,F2323,F2324,F2325,F2326,F2327,F2328,F2329,F2330,F2331,F2332,F2333,F2334,F2335,F2336,F2337,F2338,F2339,F2340,F2341,F2342,F2343,F2344,F2345,F2346,F2347,F2348,F2349,F2350,F2351,F2352,F2364,F2366,F2367,F2376,F2377,F2378,F2379,F2478,F2480,F2481,F2482,F2483,F2529,F2530,F2531,F2532,F2533,F1543,F2197	The only test file in the change exercises the four pure functions Validate, NextRun, objectKey and formatValue, so the newly added Store and its Create/ListByOrg/Due/Record/Delete methods, the Worker and its tick/runSchedule/export/serialize path, and the three internal/api export handlers all ship with no test that executes them.
R21-TST-02	existing	28	F0279,F0582,F0584,F0586,F0615,F0618,F0619,F0620,F1320,F1718,F1773,F1774,F1775,F1776,F1777,F1778,F1779,F1941,F1948,F1949,F1950,F1998,F1999,F2000,F2554,F2555,F2556,F2557	"TestValidateRejectsBadInput exercises only the SecretKey arm of Validate's credentials guard (AccessKey == """" || SecretKey == """") — the no credentials case clears SecretKey alone — so removing the AccessKey operand from model.go would leave the suite green."
R21-TST-03	existing	25	F0278,F0583,F0585,F0613,F0614,F0617,F0621,F0622,F0623,F0624,F0625,F0626,F0627,F0665,F1863,F1938,F1939,F1940,F1967,F2198,F2380,F2381,F2382,F2384,F2385	Validate's guards are pinned only by rejected values, with HourOfDay tested at 24 against a single mid-range accepting fixture of 3 and no case at the adjacent accepted values 0 or 23 nor at the rejected -1, so a shifted or over-tight boundary in s.HourOfDay < 0 || s.HourOfDay > 23 survives the suite.
R21-WRK-01	existing	143	F0264,F0267,F0931,F1092,F1093,F1094,F1095,F1154,F1155,F1185,F1186,F1187,F1188,F1189,F1190,F1191,F1192,F1193,F1194,F1195,F1196,F1197,F1198,F1207,F1257,F1258,F1263,F1264,F1265,F1266,F1267,F1268,F1741,F1752,F1942,F1954,F1955,F1956,F1957,F1958,F1959,F1960,F1961,F1962,F1963,F1964,F1971,F1972,F1973,F1974,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F2040,F2041,F2042,F2043,F2172,F2173,F2174,F2175,F2176,F2177,F2178,F2179,F2180,F2181,F2184,F2185,F2186,F2187,F2307,F2308,F2309,F2310,F2386,F2387,F2388,F2389,F2390,F2391,F2392,F2393,F2394,F2395,F2396,F2397,F2398,F2399,F2400,F2401,F2402,F2403,F2404,F2405,F2406,F2407,F2408,F2409,F2410,F2411,F2412,F2413,F2414,F2415,F2490,F2491,F2492,F2493,F2494,F2495,F2496,F2497,F2498,F2499,F2500,F2501,F2502,F2503,F2504,F2505,F2506,F2507,F2508,F2509,F2510,F2511,F2512,F2513,F2514,F2515,F2516,F2517,F2518,F2519,F2520,F2521,F2564,F2565	"`Worker.runSchedule` passes the whole `s.Destination` struct as a slog attribute in the `""export failed""` log call, so the customer's `AccessKey` and `SecretKey` are written into the application log on every failed run."
R21-WRK-02	existing	150	F0158,F0159,F0708,F0709,F1035,F1269,F1270,F1271,F1272,F1273,F1274,F1275,F1276,F1344,F1371,F1372,F1373,F1374,F1375,F1376,F1377,F1378,F1379,F1380,F1381,F1382,F1383,F1384,F1385,F1386,F1387,F1388,F1389,F1390,F1391,F1392,F1393,F1394,F1395,F1396,F1397,F1398,F1399,F1400,F1401,F1402,F1403,F1404,F1405,F1406,F1407,F1408,F1409,F1410,F1411,F1412,F1413,F1414,F1415,F1416,F1417,F1418,F1419,F1420,F1421,F1422,F1423,F1424,F1425,F1426,F1427,F1428,F1429,F1430,F1431,F1432,F1433,F1434,F1435,F1436,F1437,F1438,F1439,F1440,F1441,F1442,F1443,F1444,F1445,F1446,F1447,F1448,F1449,F1450,F1451,F1452,F1453,F1454,F1698,F1699,F1700,F1701,F1702,F2225,F2226,F2227,F2228,F2229,F2230,F2231,F2232,F2233,F2234,F2235,F2236,F2237,F2238,F2239,F2240,F2241,F2242,F2243,F2244,F2245,F2246,F2247,F2248,F2249,F2250,F2251,F2252,F2253,F2254,F2255,F2256,F2257,F2258,F2259,F2260,F2261,F2262,F2263,F2264,F2265,F2584,F2585,F2586,F2600,F2611,F2612	`objectKey` names the object with only the dataset, the calendar date and the format, so successive runs of an hourly schedule (and two schedules sharing dataset, format and prefix) compute the same key and each upload overwrites the previous object.
R21-WRK-03	existing	150	F0005,F0006,F0007,F0008,F0009,F0010,F0160,F0161,F0162,F0163,F0164,F0165,F0166,F0167,F0168,F0169,F0170,F0171,F0172,F0173,F0174,F0175,F0176,F0177,F0178,F0179,F0180,F0181,F0182,F0183,F0184,F0185,F0186,F0187,F0188,F0189,F0190,F0191,F0192,F0193,F0194,F0195,F0196,F0197,F0198,F0199,F0200,F0201,F0202,F0203,F0204,F0205,F0206,F0207,F0208,F0209,F0210,F0211,F0212,F0213,F0214,F0215,F0216,F0217,F0218,F0219,F0220,F0221,F0222,F0223,F0224,F0225,F0226,F0227,F1278,F1865,F1866,F1867,F1868,F1869,F1870,F1871,F1872,F1873,F1874,F1875,F1876,F1877,F1878,F1879,F1880,F1881,F1882,F1883,F1884,F1885,F1886,F1887,F1888,F1889,F1890,F1891,F1892,F1893,F1894,F1895,F1896,F1897,F1898,F1899,F1900,F1901,F1902,F1903,F1904,F1905,F1906,F1907,F1908,F1909,F1910,F1911,F1912,F1913,F1914,F1915,F1916,F1917,F1918,F1919,F1920,F1921,F1922,F1923,F1924,F1925,F1926,F1927,F1928,F1929,F1930,F1931,F1932,F1933,F1934,F1935,F2566,F2567,F2568,F2601	The JSONL branch of `serialize` puts the raw `rows.Scan` values into the record instead of routing them through `formatValue`, so `[]byte` columns are base64-encoded and `time.Time` values are not normalised to UTC RFC 3339, making JSONL output differ from CSV output for the same row.
