id	arm	review	part	severity	file	title	what_is_wrong
F0011	S	1	0	Major	docs/import.md — "Rows are staged, then promoted to memberships"; src/import/bulk.ts — `st	docs describe a stage-then-inspect-then-apply workflow that the API does not expose	`runImport` stages, immediately calls `applyBatch`, and then deletes the staging rows within the same request, and no route in the diff exposes a staged batch, so the inspection step the comment and the docs promise has no backing path at all (R41: a declared capability whose runtime path does not exist).
F0012	S	1	0	Major	docs/import.md — "Auditing" section; src/context/request.ts — `enterSystemOperation` doc c	the audit claims in the docs and in the code comment are stronger than what the implementation enforces	the doc asserts the staging writes are "the single exception" and "the promotion step runs audited as normal" — both false given the first two findings — and the comment asserts an authority (`Only system operations may call this`) that nothing enforces, since `skipAudit` is a plain optional property on the exported `R
F0013	S	1	0	Minor	src/context/request.ts — `contextSnapshot`	`contextSnapshot` is an unused export whose `Readonly` return is not actually immutable	nothing in the diff calls it, and `Readonly<RequestContext>` is a compile-time, shallow, erasable annotation over a plain spread — the returned object is freely mutable at runtime, so the name promises a guarantee the value does not carry.
F0014	S	1	0	Minor	src/import/parse.ts — `parseRows` (`ALLOWED_ROLES.includes(role)`)	role matching is case-sensitive while email is normalised, so `Admin` silently becomes `member`	the email is lowercased before comparison but the role is tested against the allowlist in its raw trimmed form, so the title-cased spellings a spreadsheet produces (`Admin`, `Owner`) fall through to the `member` default rather than matching.
F0015	S	1	1	Critical	`src/context/request.ts` — `enterSystemOperation()` (lines 47-50); call site `src/import/b	`skipAudit` is set on the caller's live context frame and never released, so the audit control stays off for the rest of the request	`enterSystemOperation()` writes `ctx.skipAudit = true` onto the `RequestContext` object already stored in the AsyncLocalStorage frame the whole request shares, and nothing — no `finally`, no restore, no call-scoped wrapper — ever clears it, so the grant's lifetime is the enclosing request rather than the staging call i
F0016	S	1	1	Critical	`src/audit/guard.ts` — line 66, `const MUTATIONS = new Set([...])`; reached from `src/impo	the new `MUTATIONS` allowlist omits `createMany`, so every bulk insert in the codebase now bypasses the audit guard fail-open	the set is a hand-supplied list rather than a set derived from Prisma's defining primitive, and `createMany` (along with `createManyAndReturn` / `updateManyAndReturn` where the client version exposes them) is absent, so the new early return at `guard.ts:75` exits before any check for exactly the bulk-insert action the 
F0017	S	1	1	Critical	`src/import/parse.ts` — `ALLOWED_ROLES` (line 195); `src/import/bulk.ts` — `applyBatch()`,	a CSV row can grant `owner`, so an org admin escalates past their own role and can demote the real owner	the route admits `admin` and `owner` alike (`routes/import.ts:258`) but `applyBatch` writes whatever role the CSV names with no comparison against the actor's own role, and `ALLOWED_ROLES` includes `owner` while the upsert's `update` branch rewrites an *existing* membership's role — so the privilege being granted is ne
F0018	S	1	1	Major	`src/routes/import.ts` line 269 (`req.headers.get("x-request-id") ?? crypto.randomUUID()`)	the staging partition key is built from the client-controlled `x-request-id` header, and `import_staging` carries no tenancy column	an unvalidated, unbounded, caller-supplied header becomes the key that `applyBatch`'s `findMany` (bulk.ts:137) and the cleanup `deleteMany` (177) select on, and the staging table stores no `org_id`, so the only thing separating one batch's rows from another's is a string the caller chooses (RS3 — untrusted input reachi
F0019	S	1	1	Major	`src/routes/import.ts` — lines 262-265, `const csv = await req.text()` then `if (csv.lengt	the 5 MB limit is applied after the entire body is buffered, and counts UTF-16 code units rather than bytes	`await req.text()` materializes the whole request body in memory before the limit is ever consulted, and `csv.length` counts JavaScript string units, so a body of 5 M multi-byte characters is roughly 15 MB and still passes a check named `MAX_CSV_BYTES` (RS3 — the boundary validation runs downstream of the sink it is me
F0020	S	1	1	Major	`src/routes/import.ts` — `export async function POST`	no rate limit on the new `POST /api/import` route, and no bound on rows or concurrent imports	the route is new and carries no rate limiting (RS2), and beyond the byte cap nothing bounds the number of rows or the number of imports in flight — `applyBatch` issues one `upsert` round-trip per row with no cap.
F0021	S	1	1	Major	`docs/import.md` — the Auditing section; `src/audit/guard.ts` — the `assertAudited` docstr	`docs/import.md` and the guard's docstring claim an enforceable audit boundary the implementation does not provide	the claim "Every membership change writes an audit record; the Prisma middleware refuses any mutating query that does not carry one. The staging writes are the single exception" is false in three independent ways — `assertAudited` writes no audit record at all (it emits a `logger.info` line), it checks only that `actor
F0022	S	1	1	Major	`src/import/bulk.ts` — `runImport()` lines 174-177; `migrations/0058_import.sql` — `import	staged rows carrying member emails survive any failure between the stage and the cleanup, with no transaction and no retention bound	`stageRows` → `applyBatch` → `deleteMany` run as three independently committing statements with no transaction and no `finally` (R5), so a throw anywhere in `applyBatch` leaves the entire parsed CSV — every member's email and display name — in `import_staging` permanently, and the migration defines no TTL, no cascade f
F0023	S	1	2	Critical	`test/` (absent) — for `src/audit/guard.ts:assertAudited` and `src/context/request.ts:ente	the audit control this diff rewires has no test, and the one test R54 mandates would fail today	The diff adds an audit-suspension mechanism (`skipAudit`, `enterSystemOperation`) and rewrites the control that consumes it (`assertAudited`), yet the only test file in the diff is `test/import/parse.test.ts`, so no test asserts the invariant in the same context immediately after the sanctioned call returns — which is 
F0024	S	1	2	Major	`src/import/bulk.ts`, `src/routes/import.ts`, `src/context/request.ts`, `src/audit/guard.t	four of the five source files in the diff ship with no test at all, including two new exports with no caller anywhere in the change	RT6 requires a test file for newly added exported production symbols, and the diff's only test file covers `src/import/parse.ts`; `contextSnapshot()` in particular is exported, has zero callers in the entire diff, and zero tests, so nothing in the change establishes that it even behaves as a snapshot rather than an ali
F0025	S	1	2	Major	`src/import/parse.ts:parseRows` — `const cols = splitLine(header)`	`parseRows` throws a TypeError on empty or whitespace-only input, on a path the route reaches directly, and no test covers it	`csv.split(/\r?\n/).filter(...)` yields `[]` for an empty or all-whitespace body, so `header` destructures to `undefined` and `splitLine(undefined)` dereferences `line.length` — verified by execution: `parseRows("")` and `parseRows("\n\n \n")` both throw `TypeError: Cannot read properties of undefined (reading 'length'
F0026	S	1	2	Major	`test/import/parse.test.ts` — `"defaults an unknown role to member"`, `"keeps an allowed r	the role allowlist is a guard, and its tests sit far from the boundary the code actually implements	RT10 requires fixtures adjacent to the *implemented* predicate, and `"superuser"` is a distant deny fixture that almost any broken implementation also rejects, while the one-step loosenings and the real-world near-misses the predicate admits are all unpinned — verified by execution: `"Admin"` silently becomes `"member"
F0027	S	1	2	Major	`src/import/bulk.ts:applyBatch` — `if (!row.email.includes("@"))` and `prisma.importStagin	`applyBatch`'s email guard is the only email validation in the change and has no test, and the code as written cannot be tested deterministically	The row-rejection guard has zero coverage, and a test that tried to pin duplicate-email behaviour would be non-deterministic because `findMany` carries no `orderBy` while the loop upserts last-write-wins — verified against the parsed shape: two rows with the same email and different roles (`owner` then `member`) leave 
F0028	S	1	2	Major	`test/import/parse.test.ts` — `"member"`, `"admin"`, `"owner"`, `"superuser"` literals; `s	the role allowlist is duplicated as string literals in the tests instead of imported, so widening the allowlist cannot fail the suite	RT3 — `ALLOWED_ROLES` is module-private and every test asserts against a hand-copied literal, so the constant and its tests are two independent lists that can drift; adding a value to `ALLOWED_ROLES` leaves the entire suite green.
F0029	S	2	0	Critical	`src/context/request.ts` — `enterSystemOperation()` (and `src/import/bulk.ts` — `stageRows	`enterSystemOperation` leaks the audit exemption to the rest of the request, so the promotion step the docs call "audited as normal" writes memberships with no audit record	`enterSystemOperation()` mutates the live context object returned by `currentContext()` (`ctx.skipAudit = true`) with no restore, no scope and no `finally`, so the grant's lifetime is the whole request rather than the staging call it was granted for — everything `runImport` does after `stageRows` returns (`prisma.membe
F0030	S	2	0	Critical	`src/audit/guard.ts` — `const MUTATIONS = new Set([...])` and the new `if (!MUTATIONS.has(	the audit guard's `MUTATIONS` set omits `createMany` — the very action the importer uses — so the guard is fail-open for that action across the whole application	the set is a hand-written list (`create, update, delete, deleteMany, updateMany, upsert`) rather than a set derived from the ORM's action enum, and it is missing `createMany` (used directly by `stageRows`), `createManyAndReturn`, `updateManyAndReturn` and the raw-execute actions, so `assertAudited` returns *before* it 
F0031	S	2	0	Major	`src/import/bulk.ts` — `runImport`, and `docs/import.md` "Auditing"	the audit exemption's stated justification is false — staged rows are applied and deleted inside the same request, so there is no inspection step	`stageRows`' doc comment and `docs/import.md` justify the audit exemption with "scratch rows the operator can inspect before applying" / "scratch rows the operator can discard", but `runImport` calls `stageRows`, `applyBatch` and `prisma.importStaging.deleteMany` back to back in one HTTP request, so no operator ever se
F0032	S	2	0	Major	`src/import/bulk.ts` — `runImport` (`stageRows` → `applyBatch` → `deleteMany` with no `$tr	no transaction and no failure-path cleanup — a mid-import error leaves memberships half-applied and staging rows orphaned forever	the three phases each commit independently and the cleanup is on the success path only, so a throw inside `applyBatch` (constraint violation, pool timeout, an aborted request) leaves some memberships upserted, the rest not, and the whole batch's staging rows undeleted — and `import_staging` has no retention column inde
F0033	S	2	0	Major	`src/routes/import.ts` — `requestId: req.headers.get("x-request-id") ?? crypto.randomUUID(	`batchId` is built from a client-controlled header, so two imports sharing an `x-request-id` cross-apply and cross-delete each other's staged rows	the request id is taken from an unvalidated caller-supplied header and then reused as the *identity of a data partition*, so any two concurrent imports in the same org that send the same header value (a client that pins it, a retry, a proxy that reuses it) compute the same `batchId`, and `applyBatch`'s `findMany({ wher
F0034	S	2	0	Major	`src/import/parse.ts` — `parseRows`, lines `const [header, ...body] = lines;` and `const i	`parseRows` throws a raw `TypeError` on an empty body and silently rejects every row when the `email` column is absent or renamed	an empty or whitespace-only CSV leaves `lines` empty, so `header` is `undefined` and `splitLine(undefined)` dereferences `line.length`; and when the header lacks an `email` column, `indexOf` returns `-1`, which is used directly as an array index — `f[-1]` is `undefined`, so `?? ""` produces an empty email for every row
F0035	S	2	0	Major	`src/import/parse.ts` — `parseRows`, `const lines = csv.split(/\r?\n/)`, together with `sp	a quoted field containing a newline is split across records, so legal CSV exports are silently corrupted	the input is split into lines *before* `splitLine` ever sees a quote character, so `splitLine`'s otherwise-correct quote state machine can never span a record boundary — a legal RFC 4180 record such as `a@x.com,"Ann\nSmith",member` becomes two lines, the first yielding a truncated `displayName` and the second parsed as
F0036	S	2	0	Major	`src/routes/import.ts` — `const csv = await req.text();` then `if (csv.length > MAX_CSV_BY	the 5 MB limit is checked after the whole body is buffered and counts UTF-16 code units, not bytes	`await req.text()` materialises the entire request body in memory *before* the size test runs, so the constant named `MAX_CSV_BYTES` bounds nothing about allocation, and `String.length` counts UTF-16 code units — a CSV of five million CJK display-name characters is roughly 15 MB of UTF-8 and passes a check whose error 
F0037	S	2	0	Major	`src/import/bulk.ts` — `applyBatch` (`prisma.importStaging.findMany({ where: { batchId } }	the apply phase is unbounded and un-chunked in the request path, though the same file already chunks the staging phase	nothing caps the row count, `findMany` pulls the entire batch into memory with no pagination, and the promotion loop awaits one round trip per row inside the HTTP handler — the chunking pattern introduced two functions above in the same file was not propagated to the loop that needs it more (R3: incomplete pattern prop
F0038	S	2	0	Major	`src/import/bulk.ts` — `applyBatch`, the `update: { displayName: row.displayName, role: ro	the import silently overwrites existing members' roles and display names, and can grant `owner`	an operation documented as "bulk member import" is in fact an unconditional upsert, so a row naming an existing member rewrites that member's role and display name with no diff, no confirmation and no per-row record of what changed, and `ALLOWED_ROLES` permits `owner` while the route admits any session with `role === "
F0039	S	2	0	Minor	`src/context/request.ts` — `contextSnapshot()`	`contextSnapshot` is added and exported but never called	the diff adds and exports a helper that no file in the change uses, and it sits directly beside `currentContext()`, which returns the *live* mutable object that `enterSystemOperation` writes to — a reader is invited to assume the safe-looking `Readonly` snapshot is what callers get.
F0040	S	2	0	Minor	`src/import/parse.ts` — `const role = (f[iRole] ?? "member").trim();` and `ALLOWED_ROLES.i	role matching is case-sensitive while email matching is not, so `Admin` silently becomes `member`	the email two lines below is normalised with `.trim().toLowerCase()` but the role is only trimmed, so a CSV exported with capitalised roles fails the `ALLOWED_ROLES` membership test and falls into the unknown-role default.
F0041	S	2	0	Minor	`migrations/0058_import.sql` — `CREATE TABLE import_staging`	`ALLOWED_ROLES` and the DB default duplicate the same policy in two places, and the staging table has no tenancy column or owning FK	`role text NOT NULL DEFAULT 'member'` restates the fallback that `src/import/parse.ts` also encodes, with no `CHECK (role IN ('member','admin','owner'))` to keep the two in step (R2), and `import_staging` carries no `org_id` and no foreign key, so tenancy is expressed only through the `batchId` string prefix and an org
F0042	S	2	1	Critical	`src/context/request.ts` — `enterSystemOperation` (grant taken in `src/import/bulk.ts` — `	`enterSystemOperation()` leaks the audit suspension for the rest of the request	The grant is expressed by writing `ctx.skipAudit = true` into the caller's own request-scoped frame and nothing ever restores it, so its lifetime is the whole request rather than the staging write it was granted for — every subsequent write inherits the exception (R54, and Critical because the suspended control is the 
F0043	S	2	1	Critical	`src/audit/guard.ts` — `const MUTATIONS = new Set([...])`	`MUTATIONS` omits `createMany`, so the guard never ran on the importer's own write	The new `if (!MUTATIONS.has(action)) return;` narrows `assertAudited` to a hand-written list of Prisma actions taken as authoritative rather than derived from the defining primitive, and it omits `createMany` — the exact action `stageRows` uses — along with `createManyAndReturn`, `executeRaw`, `executeRawUnsafe`, and `
F0044	S	2	1	Critical	`src/import/parse.ts` — `ALLOWED_ROLES`; `src/import/bulk.ts` — `applyBatch` upsert `updat	an org admin can grant `owner` through the CSV, escalating above their own role	`ALLOWED_ROLES` accepts `"owner"` and neither the route nor `applyBatch` bounds the granted role against the actor's own, while the `upsert`'s `update` branch rewrites the role of an **existing** membership — so the only authorization in the flow is "is the caller admin or owner".
F0045	S	2	1	Major	`docs/import.md` — "Auditing" section	`docs/import.md` states an auditing guarantee the implementation does not provide	The staging writes are the single exception and "the promotion step runs audited as normal" are both false as implemented — the leaked suspension makes every promotion unaudited, and the `createMany` gap means the staging writes never reached the guard, so the exemption the doc describes bought nothing (R49 clause (2
F0046	S	2	1	Major	`src/routes/import.ts` — `export async function POST`	no rate limit on the new `POST /api/import` route	A new mutating endpoint accepts a 5 MB body and issues one `upsert` per parsed row with no per-actor, per-org, or concurrency limit, and the diff contains no shared limiter it reuses (RS2).
F0047	S	2	1	Major	`src/import/bulk.ts` — `runImport`, `const batchId = \`${ctx.orgId}-${ctx.requestId}\`` (s	`batchId` is derived from a client-controlled header and `import_staging` carries no tenant column	`requestId` is whatever the caller puts in `x-request-id`, and `import_staging` has no `org_id` column (`migrations/0058_import.sql`) and is read and deleted by `batchId` alone, so a caller chooses which staging partition their request reads, promotes, and erases.
F0048	S	2	1	Major	`src/routes/import.ts` — `const csv = await req.text(); if (csv.length > MAX_CSV_BYTES)`	the 5 MB cap is applied after the body is fully buffered, and counts UTF-16 units rather than bytes	`req.text()` materializes the entire request body in memory before the comparison runs, so the constant bounds nothing at the point where it matters, and `String.length` counts UTF-16 code units while the constant is named and documented in bytes (RS3: validation deep in the handler rather than at the boundary).
F0049	S	2	1	Minor	`src/audit/guard.ts` — `logger.debug({ model, action, requestId }, "audit skipped")`	the suspension is logged at `debug`, so the only signal of a leak is off in production	The single line that distinguishes "this write was deliberately exempted" from "this write was audited" is emitted at a level normally disabled in production, and it omits `actorId`.
F0050	S	2	1	Minor	`src/context/request.ts` — `contextSnapshot`	`contextSnapshot` copies `skipAudit`, so any restore-from-snapshot re-establishes the suspension	The spread carries `skipAudit` into the snapshot, and `Readonly<>` is erased at runtime, so a future caller that rehydrates a context from a snapshot silently reinstates an audit exemption; the export is also unused within the diff.
F0051	S	2	2	Critical	`src/audit/guard.ts` — `MUTATIONS` (line 66) and the new `if (!MUTATIONS.has(action)) retu	the audit control was modified and the diff adds no test for it; its new `MUTATIONS` allowlist is unpinned	`assertAudited` — the middleware that refuses every unaudited mutating query — gained a new fail-open short-circuit gated on a hand-written action allowlist, and no test in the diff exercises `assertAudited` at all, so nothing pins the allowlist against the set of actions the ORM actually emits (RT7 shape (c) structura
F0052	S	2	2	Critical	`src/context/request.ts` — `enterSystemOperation`; `src/import/bulk.ts` — `stageRows` / `a	no test asserts the audit suspension is released, and the doc's contrary claim is untested	`enterSystemOperation()` mutates the live `RequestContext` object held by the `AsyncLocalStorage` store and nothing in the change ever clears `skipAudit`, and there is no test that calls the sanctioned routine and then asserts the invariant still holds **in the same context immediately after it returns** — which is pre
F0053	S	2	2	Major	`src/routes/import.ts` — `POST`, lines 257-260	the new authz guard on `POST /api/import` has no deny test, no allow test, and no no-write assertion	the change adds a role gate (`401` unauthenticated, `403` for anything that is not `admin` or `owner`) in front of a bulk membership mutation and ships zero tests for it — neither the rejected side (RT8: and a status-only test would itself be vacuous here, since the guarded side effect is `runImport`'s writes) nor the 
F0054	S	2	2	Major	`src/context/request.ts` — `enterSystemOperation`, `contextSnapshot`; `src/import/bulk.ts`	four of the five new production exports have no test, and the mechanical RT6 check passes vacuously	the diff introduces five exported production symbols with runtime behaviour and one test file covering only `parseRows`, so RT6 is satisfied only under the hook's documented v1 loose mode ("any test file touched diff-wide satisfies the check"; per-symbol mapping is not enforced) — the gate reports green on a diff where
F0055	S	2	2	Major	`src/import/parse.ts` — `parseRows`, `const [header, ...body] = lines;`	`parseRows` has no fixture for empty, header-only, or column-missing input, and throws a `TypeError` on an empty body	all nine tests feed a well-formed header plus at least one well-formed row, so the input classes an untrusted upload actually produces are unexercised — and the empty case is not merely uncovered but broken: `parseRows("")` leaves `header === undefined` and `splitLine(undefined)` dereferences `line.length`, while a CSV
F0056	S	2	2	Major	`test/import/parse.test.ts` — `"honours quoted fields containing a comma"`, `"unescapes do	the two quote tests read as "CSV quoting is supported" while the broken quote cases are untested	the suite asserts two well-formed quoting cases and none of the malformed or multi-line ones, and the guard's own boundary is on the wrong side of the split — `csv.split(/\r?\n/)` runs before any quote awareness and `quoted` is a per-line local, so a quoted field containing a newline is torn into two rows and an unterm
F0057	S	2	2	Major	`src/import/bulk.ts` — `stageRows`, `applyBatch` (module-private), `import { prisma } from	`bulk.ts` is written so its riskiest logic cannot be tested without a live database	the only export is `runImport`, `prisma` is a module-scope singleton with no injection seam, and `stageRows`/`applyBatch` are private — so the reject counting, the chunk loop, and the stage→apply→cleanup lifecycle are reachable from a test only by standing up a real database, which is why the diff tests the pure parser
F0058	S	2	2	Minor	`src/routes/import.ts` — `MAX_CSV_BYTES` / `csv.length > MAX_CSV_BYTES`; `src/import/bulk.	no fixture at the `MAX_CSV_BYTES` or `CHUNK` boundaries	both numeric thresholds are introduced with no test at, one below, or one above the boundary, so an off-by-one in either comparison is invisible.
F0059	S	2	2	Minor	`migrations/0058_import.sql`	migration `0058_import.sql` has no rollback and no test	the migration creates two tables and two indexes with no accompanying down-migration and nothing in the diff that applies it in CI, so neither the forward apply nor a revert is exercised before deploy.
F0060	S	2	2	Minor	`test/import/parse.test.ts`	the diff carries no evidence that the new test file is collected by the runner	this is the first file under `test/import/` and the change touches no test-runner or CI configuration, so nothing in the diff demonstrates the new tests are actually invoked by the gate the project treats as authoritative (RT7 shape (b) — a check that reports PASS by never executing).
F0061	S	3	0	Critical	`src/context/request.ts` — `enterSystemOperation()` (and its caller `src/import/bulk.ts` —	the audit exemption is set on the caller's context frame and never released, so the whole request runs unaudited	`enterSystemOperation()` writes `skipAudit = true` onto the live object returned by `currentContext()` — the same `RequestContext` the route handed to `runWithContext` — with no release, no `finally`, and no call-scoped bound, so the grant's lifetime is the entire request rather than the staging `createMany` it was gra
F0062	S	3	0	Critical	`src/audit/guard.ts` — `const MUTATIONS = new Set([...])` and the new `if (!MUTATIONS.has(	`createMany` is absent from the new `MUTATIONS` allowlist, so every bulk insert in the codebase now bypasses the audit guard	the set enumerates `create, update, delete, deleteMany, updateMany, upsert` but omits `createMany` — which is the very action `stageRows` uses — along with `createManyAndReturn`, `updateManyAndReturn`, and the raw actions (`executeRaw`, `queryRaw`, `executeRawUnsafe`, `queryRawUnsafe`); the member set was written from 
F0063	S	3	0	Critical	`src/import/bulk.ts` — `applyBatch`, the `update:` branch of `prisma.membership.upsert`	re-importing a roster silently demotes existing owners and admins and blanks their display names	the update branch unconditionally writes `displayName` and `role` from the CSV row, while `parseRows` substitutes `"member"` for a missing or unrecognised role column and `""` for a missing name column, so a CSV that simply omits the `role` column (a shape the test suite explicitly blesses — "defaults a missing role to
F0064	S	3	0	Critical	`migrations/0058_import.sql` vs `src/import/bulk.ts` — `prisma.importStaging`, and `src/ro	the new tables have no Prisma model definitions, so the import path cannot execute	the migration creates `import_staging` and `org_activity`, but the diff contains no `prisma/schema.prisma` change, so `prisma.importStaging` and `prisma.orgActivity` do not exist on the generated client (R41: a declared capability whose backing path is not wired); relatedly, nothing in the diff establishes the compound
F0065	S	3	0	Major	`src/import/bulk.ts` — `runImport`	the import is three unrelated statement sequences with no transaction and no failure-path cleanup	`stageRows`, `applyBatch`, and `deleteMany` commit independently, `applyBatch` issues one un-batched `upsert` per row with no transaction, and the `deleteMany` cleanup is a plain statement rather than a `finally`, so any error after staging leaves the batch's staging rows permanently in the table and the memberships pa
F0066	S	3	0	Major	`src/import/bulk.ts` — `runImport`, `const batchId = \`${ctx.orgId}-${ctx.requestId}\``; s	`batchId` is built from a client-supplied header, so concurrent or retried imports collide and consume each other's rows	`requestId` is whatever the caller puts in `x-request-id` — unvalidated for length, charset, or uniqueness — so the batch key is caller-nameable and carries no uniqueness guarantee (R57's write-surface clause; R51: the batch is re-resolved by name at each of the three query sites rather than held as a handle).
F0067	S	3	0	Major	`src/import/parse.ts` — `parseRows`, `const [header, ...body] = lines;`	an empty or blank-only request body crashes the parser with an unhandled TypeError	`csv.split(/\r?\n/).filter((l) => l.trim() !== "")` returns `[]` for an empty or whitespace-only body, `header` is then `undefined`, and `splitLine(undefined)` dereferences `line.length`; neither `runImport` nor the route handler has a `try`/`catch`.
F0068	S	3	0	Major	`src/import/parse.ts` — `parseRows`, `cols.indexOf("email")` / `indexOf("name")` / `indexO	a header missing a required column is silently absorbed and reported as a successful import	`indexOf` returns `-1` for an absent column and `f[-1]` is `undefined`, which the `?? ""` collapses into an empty string, so a header of `e-mail,name` yields rows with `email: ""` that are staged, then counted as `rejected` by `applyBatch`'s `!row.email.includes("@")`, then deleted — with no error at any layer.
F0069	S	3	0	Major	`docs/import.md` — "Auditing" section; `src/audit/guard.ts` — `assertAudited` doc comment	the documented and commented audit guarantees are stronger than the implementation, and the control's class is never declared	three claims exceed what the code does (R49 clause 2) — the docs say "Every membership change writes an audit record" and "the Prisma middleware refuses any mutating query that does not carry one", but `assertAudited` only checks that `ctx.actorId` is non-empty and writes a log line, never confirming a record exists; t
F0070	S	3	0	Minor	`src/routes/import.ts` — `if (csv.length > MAX_CSV_BYTES)`	the 5 MB limit counts UTF-16 code units, not bytes, and is applied after the body is fully buffered	`csv.length` is a code-unit count, so a CSV of multi-byte names passes a limit named `MAX_CSV_BYTES` at roughly three times the intended byte size, and `await req.text()` has already materialised the entire body in memory before the check runs.
F0071	S	3	0	Minor	`src/import/bulk.ts` — `stageRows`, `staged += chunk.length`	`staged` is an assumption rather than the database's answer	the counter adds the slice length instead of the `count` that `createMany` returns, so the reported figure is what was requested rather than what was written.
F0072	S	3	0	Minor	`src/context/request.ts` — `contextSnapshot()`	`contextSnapshot` is exported, unused, and not the protection it appears to be	the helper is added in this diff and called from nowhere in it, and its `Readonly<RequestContext>` is a compile-time annotation over a shallow spread, so it neither prevents mutation at runtime nor is reached by the code that mutates the context.
F0073	S	3	1	Critical	`src/context/request.ts` — `enterSystemOperation` (and its only caller, `src/import/bulk.t	`enterSystemOperation()` mutates the shared request context and is never restored, so the audit control stays off for the rest of the request	`runWithContext` stores the context object by reference and `currentContext()` returns that same object, so `ctx.skipAudit = true` is a write to the caller's frame with no restore, no `finally`, and no call scope — the grant's lifetime is the whole request rather than the staging writes it was granted for (R54, ambient
F0074	S	3	1	Critical	`src/audit/guard.ts` — `MUTATIONS` / `assertAudited` first line	the new `MUTATIONS` allowlist narrows the audit gate from every dispatched action to six names, so raw SQL and the unlisted write actions bypass auditing entirely	the member set was taken from a remembered list rather than derived from the defining primitive (the Prisma action enum), and it omits at least `createManyAndReturn`, `updateManyAndReturn`, `executeRaw`, `executeRawUnsafe`, `queryRawUnsafe`, and `runCommandRaw` — every one of which mutates and every one of which now re
