cluster_id	status	n	member_ids	claim
DISPATCH-01	existing	84	F0566,F0567,F0568,F0569,F0570,F0571,F0572,F0573,F0574,F0575,F0576,F0577,F0578,F0579,F0580,F0581,F0582,F0583,F0584,F0585,F0586,F0587,F0588,F0590,F0613,F0614,F0615,F0617,F0626,F0627,F0628,F0629,F0630,F0631,F0632,F0633,F0634,F0635,F0636,F0637,F0638,F0639,F0640,F0641,F0642,F0643,F0644,F0645,F0674,F0675,F0676,F0677,F0678,F0679,F0680,F0681,F0682,F0683,F0684,F0685,F0686,F0687,F0688,F0689,F0690,F0691,F0692,F0693,F0694,F0695,F0707,F0708,F0709,F0710,F0711,F0712,F0713,F0720,F0721,F0722,F0723,F0724,F0725,F0726	dispatch gates the webhook enqueue on the hardcoded three-entry WEBHOOK_EVENT_TYPES set, so an endpoint subscribed to any other type, or to all types via an empty event_types, receives nothing.
DISPATCH-02	existing	80	F0565,F0589,F0591,F0592,F0593,F0594,F0595,F0596,F0597,F0598,F0599,F0600,F0601,F0602,F0603,F0604,F0605,F0606,F0607,F0608,F0609,F0610,F0611,F0612,F0616,F0618,F0619,F0620,F0621,F0622,F0623,F0624,F0625,F0646,F0647,F0648,F0649,F0650,F0651,F0652,F0653,F0654,F0655,F0656,F0657,F0658,F0659,F0660,F0661,F0662,F0663,F0664,F0665,F0666,F0667,F0668,F0669,F0670,F0671,F0672,F0673,F0696,F0697,F0698,F0699,F0714,F0727,F0728,F0729,F0730,F0731,F0732,F0733,F0734,F0735,F0736,F0737,F0738,F0739,F0740	the except Exception around enqueue_for_event logs a warning and lets dispatch return the event id as success, so a failed enqueue drops the webhook with no retry or failure signal.
DISPATCH-03	existing	24	F0700,F0701,F0702,F0703,F0704,F0705,F0706,F0715,F0716,F0717,F0718,F0719,F0741,F0742,F0743,F0744,F0745,F0746,F0747,F0748,F0749,F0750,F0751,F0752	the event row is committed when session_scope exits and enqueue_for_event then opens its own transaction, so a failure between the two leaves a persisted event with no delivery rows.
MIGRATION-01	existing	108	F2469,F2470,F2471,F2472,F2473,F2474,F2475,F2476,F2477,F2478,F2479,F2480,F2481,F2482,F2483,F2484,F2485,F2486,F2487,F2488,F2489,F2490,F2491,F2492,F2493,F2494,F2495,F2496,F2497,F2498,F2499,F2500,F2501,F2830,F2831,F2832,F2833,F2834,F2835,F2836,F2837,F2838,F2839,F2840,F2841,F2842,F2843,F2844,F2845,F2846,F2847,F2848,F2849,F2850,F2851,F2852,F2853,F2854,F2855,F2856,F2857,F2858,F2859,F2860,F2861,F2862,F2863,F2864,F2865,F2866,F2867,F2868,F2869,F2870,F2871,F2872,F2873,F2874,F2875,F2876,F2877,F2878,F2879,F2880,F2881,F2882,F2883,F2884,F2885,F2886,F2887,F2888,F2889,F2890,F2891,F2892,F2893,F2894,F2895,F2896,F2897,F2898,F2899,F2900,F2901,F2902,F2903,F2906	CREATE UNIQUE INDEX idx_webhook_deliveries_event on webhook_deliveries (event_id) permits only one delivery row per event, so fan-out to a second endpoint violates the index and the whole enqueue fails.
MIGRATION-02	existing	108	F0871,F1945,F2463,F2504,F2506,F2623,F2624,F2635,F2636,F2637,F2638,F2639,F2640,F2641,F2642,F2643,F2644,F2645,F2694,F2730,F2731,F2732,F2733,F2734,F2735,F2736,F2737,F2738,F2741,F2742,F2743,F2744,F2745,F2746,F2747,F2748,F2749,F2750,F2751,F2752,F2753,F2754,F2755,F2756,F2757,F2758,F2759,F2760,F2761,F2762,F2763,F2764,F2765,F2766,F2767,F2768,F2769,F2770,F2771,F2772,F2773,F2774,F2775,F2776,F2777,F2778,F2779,F2780,F2781,F2782,F2783,F2784,F2785,F2786,F2787,F2788,F2789,F2790,F2791,F2792,F2793,F2794,F2795,F2796,F2797,F2798,F2799,F2800,F2801,F2802,F2803,F2804,F2805,F2806,F2807,F2808,F2814,F2815,F2818,F2819,F2820,F2821,F2822,F2823,F2824,F2825,F2826,F2827	_finish writes the status failed_permanent, which the migration's CHECK constraint ('pending','in_flight','delivered','failed') does not allow, so a permanent failure cannot be recorded.
MIGRATION-03	existing	109	F2505,F2510,F2511,F2512,F2513,F2514,F2515,F2516,F2517,F2518,F2519,F2520,F2521,F2522,F2523,F2524,F2525,F2526,F2527,F2528,F2529,F2530,F2531,F2532,F2533,F2534,F2535,F2536,F2537,F2538,F2539,F2540,F2541,F2542,F2543,F2544,F2545,F2546,F2547,F2548,F2549,F2550,F2551,F2552,F2553,F2554,F2555,F2556,F2557,F2558,F2559,F2560,F2561,F2562,F2563,F2564,F2565,F2566,F2573,F2574,F2575,F2576,F2577,F2578,F2579,F2580,F2581,F2582,F2583,F2584,F2585,F2586,F2587,F2588,F2589,F2590,F2591,F2592,F2593,F2594,F2595,F2596,F2597,F2598,F2599,F2600,F2601,F2602,F2603,F2604,F2605,F2606,F2607,F2608,F2648,F2649,F2650,F2651,F2652,F2653,F2654,F2705,F2706,F2707,F2708,F2709,F2710,F2723,F2813	the migration adds organizations.webhooks_enabled NOT NULL DEFAULT FALSE but no code in the change reads it, so the flag has no effect on endpoint creation or delivery.
MIGRATION-04	existing	81	F1593,F2502,F2503,F2507,F2508,F2509,F2567,F2568,F2569,F2570,F2571,F2617,F2618,F2619,F2620,F2621,F2629,F2630,F2631,F2632,F2633,F2646,F2647,F2655,F2656,F2657,F2658,F2659,F2660,F2661,F2662,F2663,F2664,F2665,F2666,F2667,F2668,F2669,F2670,F2671,F2672,F2673,F2674,F2675,F2676,F2677,F2678,F2679,F2680,F2681,F2682,F2683,F2684,F2685,F2686,F2687,F2688,F2689,F2690,F2691,F2692,F2693,F2695,F2696,F2697,F2698,F2699,F2700,F2701,F2702,F2703,F2704,F2711,F2740,F2811,F2812,F2816,F2817,F2829,F2904,F2905	the only index available to the claim query is on status, while _claim_batch also filters on and orders by next_attempt_at, so the pending set is sorted on every poll.
MIGRATION-05	existing	2	F2465,F2634	no index supports list_deliveries, which filters on endpoint_id and orders by created_at DESC with neither column indexed.
MIGRATION-08	existing	1	F2727	the migration contains only forward DDL with no down or rollback section, so the two new tables and the organizations column cannot be reverted by the migration tool.
MODELS-01	existing	108	F0027,F1853,F1854,F1855,F1856,F1857,F1858,F1859,F1860,F1861,F1862,F1863,F1884,F1885,F1887,F1888,F1889,F1890,F1891,F1892,F1893,F1894,F1895,F1896,F1897,F1898,F1909,F1910,F1911,F1912,F1913,F1914,F1915,F1916,F1917,F1923,F1924,F1925,F1926,F1927,F1928,F1929,F1930,F1931,F1932,F1937,F1938,F1939,F1944,F1946,F1947,F1948,F1949,F1950,F1951,F1952,F1953,F1956,F1957,F1958,F1959,F1960,F1961,F1962,F1963,F1964,F1965,F1966,F1967,F1968,F1969,F1970,F1971,F1972,F1973,F1974,F1975,F1976,F1977,F1978,F1979,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006	WebhookEndpoint.to_dict includes signing_secret, so GET /v1/settings/webhook-endpoints returns every endpoint's signing secret rather than exposing it only in the creation response.
MODELS-02	existing	5	F1933,F1940,F1941,F1942,F2007	signing_secret is stored as plaintext TEXT with no encryption or hashing, so database, replica, or backup access yields every customer's HMAC key.
MODELS-03	existing	31	F1934,F1935,F1943,F1954,F1955,F2008,F2464,F2625,F2626,F2627,F2628,F2712,F2713,F2714,F2715,F2716,F2717,F2718,F2719,F2720,F2721,F2722,F2724,F2725,F2726,F2728,F2729,F2739,F2809,F2810,F2828	models.py declares created_at, updated_at and next_attempt_at as DateTime(timezone=True) while migration 0042 creates them as TIMESTAMP without time zone, so offsets are dropped on write.
MODELS-04	existing	29	F1297,F1864,F1865,F1866,F1867,F1868,F1869,F1870,F1871,F1872,F1873,F1874,F1875,F1876,F1877,F1878,F1879,F1880,F1881,F1882,F1899,F1900,F1901,F1902,F1903,F1904,F1905,F1906,F1907	the STATUSES tuple is referenced by no column, validator, or check, and lists failed_permanent where the migration's CHECK lists failed.
MODELS-05	existing	5	F1242,F1918,F1919,F1920,F1921	WebhookDelivery.updated_at has a creation default but no onupdate, so writes that do not go through _finish, such as the in_flight flip, leave the timestamp stale.
NEWDEL-01	existing	32	F0842,F0851,F0855,F0856,F0857,F0858,F0859,F0868,F1097,F1099,F1281,F1282,F1283,F1284,F1290,F1452,F1453,F1454,F1455,F1585,F1586,F1587,F1589,F1590,F1592,F1594,F1595,F1596,F1597,F1598,F1602,F1628	_claim_batch orders by next_attempt_at and list_deliveries orders by created_at, both non-unique wall-clock timestamps with no unique tie-break ahead of the LIMIT, so the order among tied rows is undefined.
NEWDEL-02	existing	48	F1113,F1114,F1120,F1121,F1122,F1123,F1124,F1125,F1126,F1128,F1129,F1130,F1131,F1132,F1144,F1255,F1259,F1260,F1261,F1262,F1264,F1267,F1268,F1269,F1271,F1272,F1273,F1274,F1439,F1440,F1441,F1443,F1446,F1447,F1448,F1449,F1450,F1451,F1808,F1809,F1810,F1811,F1812,F1814,F1815,F1816,F1817,F1818	run_worker's poll body wraps _claim_batch, asyncio.gather and the Redis calls in a try whose only clause is finally, so any exception propagates out of the while True loop and terminates the worker.
NEWDEL-03	existing	3	F0978,F1251,F1258	endpoint.active is filtered only in enqueue_for_event and is re-checked in neither _claim_batch nor deliver, so rows queued before an endpoint was deactivated are still POSTed to it.
NEWDEL-05	existing	8	F0982,F0983,F0984,F0985,F0986,F0987,F0988,F0989	enqueue_for_event is declared async but contains no await, so its coroutine signature promises a yield to the event loop that never happens.
NEWDEL-07	existing	1	F1133	run_worker's while True has no cancellation or shutdown handling, so a CancelledError raised during gather or sleep escapes with already-claimed rows left in_flight.
NEWDEL-08	existing	3	F0976,F0979,F1442	deliver opens its own session and re-fetches the endpoint by primary key for every delivery, so a batch of 100 issues 100 single-row lookups for what is typically a handful of distinct endpoints.
NEWDEL-09	existing	1	F0841	send_once sets the Content-Type header by hand while also passing json=, which httpx already sets, so the manual header is redundant.
NEWSCH-02	existing	2	F1908,F1922	webhook_deliveries stores a full copy of every event payload and the full remote response_body with no retention policy, TTL, purge job, or size bound.
NEWSCH-03	existing	1	F2466	migration 0042 combines the two CREATE TABLE statements with an ALTER TABLE on the existing organizations table, so a lock wait or failure on that hot table rolls back the whole feature's schema.
NEWSCH-04	existing	1	F1883	WebhookDelivery.to_dict omits endpoint_id, so a serialized delivery does not identify the endpoint it belongs to.
NEWSCH-05	existing	11	F2467,F2468,F2609,F2610,F2611,F2612,F2613,F2614,F2615,F2616,F2622	webhook_deliveries.endpoint_id is declared REFERENCES webhook_endpoints (id) ON DELETE CASCADE, so deleting an endpoint destroys its entire delivery history.
NEWSCH-06	existing	1	F2572	webhook_endpoints has no index on org_id, the column both list_webhook_endpoints and enqueue_for_event filter on.
NEWSET-01	existing	106	F0004,F0033,F0035,F0243,F0244,F0313,F0314,F0315,F0316,F0319,F0322,F0323,F0324,F0325,F0326,F0327,F0328,F0329,F0330,F0331,F0332,F0333,F0334,F0335,F0336,F0337,F0338,F0339,F0340,F0341,F0342,F0343,F0344,F0345,F0346,F0347,F0348,F0349,F0350,F0351,F0352,F0353,F0354,F0359,F0361,F0362,F0373,F0374,F0375,F0376,F0377,F0378,F0379,F0380,F0381,F0382,F0383,F0384,F0385,F0386,F0387,F0388,F0396,F0397,F0398,F0399,F0400,F0401,F0402,F0403,F0404,F0405,F0426,F0427,F0428,F0517,F0518,F0519,F0520,F0521,F0522,F0523,F0524,F0525,F0526,F0527,F0531,F0532,F0533,F0534,F0535,F0536,F0537,F0538,F0539,F0540,F0541,F0542,F0543,F0544,F0545,F0546,F0547,F0548,F0549,F0550	None of the three new routes create_webhook_endpoint, list_webhook_endpoints and list_deliveries carries a rate-limit dependency or decorator, so each is callable without any per-caller throttle.
NEWSET-02	existing	41	F0018,F0028,F0029,F0030,F0031,F0032,F0038,F0039,F0040,F0041,F0204,F0205,F0206,F0207,F0208,F0209,F0210,F0211,F0212,F0213,F0214,F0215,F0246,F0247,F0258,F0259,F0260,F0411,F0420,F0490,F0491,F0492,F0493,F0494,F0495,F0497,F0504,F0507,F0508,F0509,F0511	list_deliveries orders by WebhookDelivery.created_at with no unique tie-break before applying limit, and rows written by one enqueue_for_event fan-out share that timestamp, so which rows fall inside the cut is undefined among ties.
NEWSET-03	existing	2	F0013,F0043	EndpointIn.event_types bounds neither the number of elements nor the length of each string, so an arbitrarily large array is accepted and stored in the JSONB column.
NEWSIG-01	existing	1	F2063	serialize calls json.dumps pinning only sort_keys, leaving ensure_ascii and separators at the running Python's defaults, so the canonical signed form is not fully specified by the code.
NEWTD-03	existing	6	F2930,F2931,F2981,F2982,F2983,F2984	test_backoff_grows_exponentially hardcodes its expected delays as literals instead of deriving them from BASE_DELAY_SECONDS.
NEWTD-04	existing	4	F2938,F2939,F2940,F2941	the two coroutine tests are marked @pytest.mark.asyncio while the change adds neither a pytest-asyncio dependency nor an asyncio_mode configuration, so they may never actually run.
R18-DEL-02	existing	16	F0001,F0273,F0311,F0312,F1276,F1277,F1278,F1298,F1299,F1303,F1304,F1305,F1306,F1342,F1345,F1460	the change depends on app.db.session_scope committing its writes and on its expire_on_commit setting, neither of which is part of the diff and so cannot be confirmed from it.
R18-SET-02	existing	10	F0274,F0275,F0317,F0355,F0356,F0357,F0358,F1346,F1347,F1348	the change hand-rolls rate limiting, an outbound HTTP client and a signing-secret generator without establishing whether the repository already provides shared helpers of those kinds that the new code should have adopted instead.
R18-SIG-01	existing	5	F2064,F2077,F2078,F2111,F2113	verify is exported and called by nothing in the change except the tests, so the reference verifier the docs point customers at has no production caller.
R18-SIG-02	existing	2	F2112,F2116	new_signing_secret builds a prefixed opaque token from scratch although the codebase's ApiKey model already carries a prefix column of that shape, so it may duplicate an existing token generator.
R19-DEL-01	existing	1	F1344	run_worker's await asyncio.sleep(poll_interval) is guarded by if not batch, so a non-empty batch is followed immediately by another lock acquisition and claim query with no pause.
R19-DEL-02	existing	1	F1257	an empty event_types list is the in-band sentinel for subscribing to every event type while also being the natural encoding of subscribing to none, and the value a caller who omits the field gets.
R19-DOC-01	existing	2	F2405,F2456	"docs/webhooks.md restates MAX_ATTEMPTS and BASE_DELAY_SECONDS as the prose literals ""at most 5 times"" and ""2s, 4s, 8s, 16s"" with nothing linking the text to the constants, so the doc and the code can drift apart silently."
R19-DOC-02	existing	66	F0754,F0757,F0758,F0759,F0760,F0761,F0764,F1480,F1481,F1483,F1484,F1485,F1486,F1487,F1489,F1688,F1715,F1743,F1744,F1745,F1746,F1747,F1748,F1749,F1750,F1751,F1752,F1753,F1754,F1755,F1756,F1757,F1758,F1759,F1760,F1761,F1762,F1763,F1764,F2404,F2414,F2415,F2417,F2424,F2426,F2428,F2429,F2430,F2432,F2433,F2434,F2444,F2445,F2446,F2447,F2448,F2449,F2450,F2451,F2452,F2453,F2457,F2458,F2459,F2460,F2462	the Retries section of docs/webhooks.md promises backoff that is exponential with jitter and that a 4xx is permanent so delivery stops immediately, while backoff_for returns a bare 2**attempt with no randomisation and deliver retries every non-2xx status alike up to MAX_ATTEMPTS.
R19-DOC-03	existing	3	F1479,F2413,F2431	docs/webhooks.md describes retries as jittered, 4xx as permanent, and attempts as scheduled through next_attempt_at, while deliver retries every non-2xx in-process with an unjittered 2**attempt delay and never writes next_attempt_at between attempts.
R19-SET-01	existing	4	F0036,F0037,F0454,F0455	create_webhook_endpoint flushes to obtain the generated id and returns endpoint.to_dict() from inside the with session_scope() block, so the 201 response body is built before the transaction that makes the row durable commits.
R20-DEL-01	new	1	F1343	the change imports redis_client from app.cache and drives the lock through set, expire and delete without app/cache.py being part of the diff, so whether the client is async and supports the nx/ex arguments an atomic lock needs cannot be confirmed from the change.
R20-DOC-01	new	3	F2406,F2427,F2442	docs/webhooks.md describes the backoff as exponential with jitter while backoff_for returns exactly 2**attempt seconds with no randomisation, so the documented jitter does not exist.
R20-DOC-02	new	2	F2408,F2455	docs/webhooks.md presents the five-minute timestamp window as the control that stops a captured request from being replayed, while the timestamp is not part of the signed material, so the window cannot provide the protection the doc attributes to it.
R20-DOC-03	new	1	F2409	docs/webhooks.md states that only https:// URLs are accepted, that backoff is exponential with jitter, that a 4xx is permanent and delivery stops immediately, and that the next attempt is scheduled, while create_webhook_endpoint accepts http://, backoff_for has no jitter, deliver retries every non-2xx, and _finish never writes next_attempt_at.
R20-DOC-04	new	1	F2410	docs/webhooks.md states that only https:// URLs are accepted, that backoff is exponential with jitter, that a 4xx is permanent and delivery stops immediately, and that delivery is at-least-once, while the route accepts http://, backoff_for has no jitter, deliver retries every non-2xx, and the swallowed enqueue failure and unique event_id index make delivery at-most-once.
R20-DOC-05	new	3	F2411,F2416,F2438	docs/webhooks.md states that only https:// URLs are accepted, that the signing secret cannot be read back afterwards, that backoff is exponential with jitter, and that a 4xx is permanent and delivery stops immediately, while the scheme check accepts http://, to_dict returns the secret on every read, backoff_for has no jitter, and deliver retries every non-2xx.
R20-DOC-06	new	1	F2412	docs/webhooks.md tells callers the delivery listing shows the response status and when the next attempt is scheduled, while _finish never updates next_attempt_at, so the value WebhookDelivery.to_dict returns is the time written at enqueue rather than a scheduled attempt.
